angle,pol_0,pol_45,pol_90,pol_135
0,0.169,5.736,8.397,3.452
1,7.091,6.522,6.25,8.668
2,1.212,6.318,2.714,4.215
3,3.618,9.809,4.289,9.506
4,6.376,1.253,2.454,2.459
5,1.111,3.72,0.224,5.41
6,0.232,7.888,1.063,7.963
7,5.734,9.514,4.496,0.513
8,6.28,6.832,7.154,3.274
9,1.255,7.784,6.935,8.351
10,7.244,5.475,1.241,3.657
11,7.434,0.35,5.744,9.162
12,1.531,0.791,9.419,5.392
13,6.104,7.532,7.577,2.894
14,8.202,5.807,1.15,3.588
15,4.783,5.039,9.095,3.028
16,4.094,1.166,6.353,6.349
17,3.905,1.251,9.976,1.604
18,8.896,2.45,4.046,0.868
19,4.985,1.642,7.318,7.197
20,7.205,5.191,2.852,3.189
21,0.109,4.169,6.494,9.106
22,7.087,7.583,9.816,6.267
23,8.465,2.403,5.919,7.347
24,3.819,7.606,0.202,0.774
25,2.656,7.847,8.685,8.121
26,3.128,2.696,8.152,4.279
27,0.924,0.416,4.804,6.402
28,0.764,0.465,6.26,1.196
29,6.936,5.254,9.738,1.996
30,6.492,8.205,1.81,2.245
31,0.925,5.235,0.14,7.282
32,6.267,4.733,6.177,0.361
33,5.255,6.455,6.666,9.219
34,1.544,7.427,8.045,8.721
35,2.956,1.611,9.828,0.846
36,1.776,1.911,9.18,0.153
37,3.42,5.183,6.531,5.19
38,4.645,4.987,5.06,1.653
39,1.855,6.18,7.957,9.603
40,8.044,8.478,1.319,9.298
41,8.599,4.084,0.598,1.011
42,7.956,3.098,7.609,3.335
43,2.176,2.021,3.734,1.698
44,0.284,5.63,9.151,1.905
45,4.486,5.135,4.029,2.849
46,3.067,4.373,7.406,4.671
47,2.961,7.482,0.635,3.356
48,8.092,6.674,1.382,8.681
49,6.381,2.522,2.508,3.612
50,4.596,4.307,7.469,8.129
51,7.338,4.261,5.482,6.941
52,4.628,8.896,1.682,0.183
53,2.933,8.763,7.443,3.559
54,1.683,8.814,6.816,4.318
55,7.089,6.756,3.037,9.335
56,3.044,9.149,6.19,3.023
57,0.328,5.228,4.497,1.298
58,0.508,4.018,1.572,5.281
59,0.93,9.154,2.166,4.888
60,1.351,5.235,3.059,0.144
61,7.575,3.772,9.273,2.695
62,0.714,1.567,3.316,4.491
63,4.591,5.076,9.173,8.733
64,0.352,2.929,4.63,2.157
65,0.621,0.096,9.539,8.912
66,3.916,3.951,6.043,5.177
67,1.986,5.968,0.037,9.748
68,2.786,0.885,0.698,4.5
69,2.396,1.972,8.226,2.179
70,1.19,0.48,5.762,3.726
71,2.934,2.878,1.646,3.73
72,0.834,6.523,1.266,0.53
73,2.86,8.293,9.253,7.563
74,6.768,2.88,8.329,7.623
75,0.732,6.815,4.862,0.236
76,2.093,9.896,5.441,8.242
77,2.938,2.226,4.387,7.24
78,9.41,2.457,8.588,0.916
79,2.535,4.045,9.612,0.739
80,5.678,9.973,3.582,7.665
81,8.646,6.621,0.846,0.505
82,1.72,7.857,1.384,2.378
83,7.73,4.68,9.272,8.135
84,8.746,3.495,0.336,9.464
85,8.74,8.652,4.397,6.621
86,1.222,9.791,9.609,5.099
87,2.416,6.583,9.104,3.089
88,7.275,3.355,3.782,1.925
89,2.286,6.386,3.886,1.785
90,5.593,7.806,6.143,4.846
91,9.678,5.467,1.399,4.715
92,2.729,0.027,7.698,7.394
93,6.484,7.305,8.741,2.903
94,3.036,8.893,3.99,9.708
95,8.725,3.246,6.559,8.735
96,4.881,1.835,8.203,0.983
97,7.058,4.821,6.251,7.744
98,4.928,7.291,0.457,8.173
