angle,pol_0,pol_45,pol_90,pol_135
0,2.924,5.784,1.567,5.408
1,7.096,4.886,6.014,5.942
2,6.471,4.99,2.696,9.383
3,3.756,1.691,9.119,0.472
4,6.521,4.424,7.537,9.392
5,8.423,0.445,1.705,6.357
6,1.263,4.667,9.355,8.439
7,9.261,5.928,1.95,5.082
8,4.393,2.644,6.526,7.273
9,6.244,0.379,0.77,1.191
10,7.11,8.325,4.546,4.621
11,2.469,9.586,2.328,1.284
12,3.661,1.533,3.27,4.838
13,6.455,2.275,0.913,3.364
14,9.802,5.894,8.446,6.725
15,1.234,9.021,0.243,2.843
16,3.145,8.64,0.169,9.92
17,1.312,1.242,4.426,0.717
18,9.254,6.501,0.583,1.653
19,3.283,9.937,4.604,3.785
20,1.034,7.145,1.016,4.326
21,6.166,8.494,2.254,0.796
22,3.071,9.733,9.195,1.481
23,2.171,1.376,9.132,1.453
24,3.38,2.774,9.742,3.139
25,9.492,6.17,0.717,8.349
26,1.894,8.799,1.14,6.253
27,9.208,7.14,1.912,8.131
28,4.14,3.202,0.824,6.407
29,6.567,6.437,2.692,9.484
30,5.462,2.76,4.707,2.003
31,8.62,4.688,7.803,3.356
32,8.707,8.407,2.993,1.862
33,8.042,1.124,3.705,5.736
34,7.909,0.786,8.52,5.286
35,1.468,7.787,3.416,2.183
36,7.211,1.569,9.19,1.937
37,1.718,9.345,9.766,1.741
38,7.617,9.982,4.45,1.745
39,7.299,3.557,5.997,5.758
40,4.811,0.46,1.812,1.034
41,4.412,4.645,2.978,7.289
42,2.481,1.055,4.122,8.565
43,9.416,1.896,3.16,1.427
44,5.622,2.524,7.106,6.6
45,7.548,9.283,1.085,0.928
46,0.695,7.276,1.922,1.427
47,3.242,3.33,6.489,5.837
48,9.449,6.933,6.393,1.014
49,1.019,8.058,2.112,8.227
50,8.717,4.892,5.439,3.632
51,5.711,0.202,5.274,6.499
52,0.223,1.338,1.623,1.079
53,0.527,0.727,8.222,8.289
54,5.156,7.176,8.733,0.257
55,0.676,6.091,0.51,0.82
56,8.066,6.01,3.477,9.089
57,4.39,6.74,8.533,3.285
58,3.383,7.53,1.994,2.571
59,7.877,1.591,6.732,4.59
60,5.775,0.965,1.921,1.62
61,6.404,1.939,5.962,5.419
62,2.85,7.494,9.653,1.428
63,6.184,9.403,6.996,6.234
64,7.145,0.901,2.217,0.11
65,2.7,8.241,0.137,7.709
66,8.586,3.497,3.996,9.571
67,9.638,6.479,4.911,2.741
68,7.535,0.142,7.142,9.996
69,3.417,5.304,9.979,2.188
70,2.483,3.528,2.013,0.598
71,3.664,9.472,0.682,6.901
72,4.063,5.965,2.111,1.485
73,0.503,0.39,7.912,1.564
74,0.676,6.465,6.274,6.854
75,1.978,9.242,5.023,3.021
76,2.229,7.533,9.52,3.293
77,4.156,4.087,8.772,9.071
78,5.631,5.367,4.705,1.157
79,8.379,5.559,6.998,3.704
80,3.191,9.439,8.223,5.286
81,9.102,3.142,1.989,9.039
82,1.369,4.141,3.782,6.118
83,3.077,6.139,4.575,2.466
84,7.748,1.509,1.708,2.984
85,9.888,7.928,6.817,6.945
86,9.103,2.619,4.746,6.28
87,8.508,7.431,1.685,3.881
88,3.189,2.29,4.41,5.309
89,1.28,9.616,1.007,2.709
90,5.097,7.345,6.186,3.021
91,3.872,8.447,1.449,6.969
92,6.997,7.292,1.982,8.699
93,6.557,8.129,0.196,5.432
94,1.23,7.405,5.364,6.016
95,3.989,7.392,0.603,8.067
96,8.396,3.061,6.398,0.312
97,1.117,7.739,2.063,4.049
98,3.864,6.848,4.446,0.641
99,2.874,9.931,5.437,4.593
100,9.679,1.44,0.814,4.448
101,3.161,1.092,8.119,4.95
102,0.803,8.401,4.394,1.072
103,9.463,7.868,6.25,5.562
104,9.88,6.05,8.649,7.538
105,7.736,1.141,0.992,5.058
106,6.742,8.887,4.804,4.134
107,3.531,9.307,6.303,6.266
108,4.311,6.987,9.942,4.035
109,3.103,1.09,4.452,4.79
110,7.416,2.018,3.282,7.895
111,0.409,6.367,7.843,1.656
112,2.746,7.272,7.754,9.662
113,9.866,9.772,2.733,0.754
114,4.531,1.405,1.102,7.107
115,0.616,7.322,9.424,5.645
116,6.081,8.061,7.276,6.734
117,0.512,9.376,6.318,1.888
118,0.232,8.553,5.607,6.627
119,8.796,4.147,4.317,2.648
120,8.718,5.499,1.543,0.27
121,0.726,2.007,6.662,6.178
122,3.126,8.507,7.681,2.774
123,8.156,1.628,1.558,8.892
124,9.558,6.222,1.364,9.631
125,9.753,3.998,9.211,1.29
126,8.633,8.296,9.127,0.912
127,3.422,2.273,5.559,7.526
128,7.217,0.747,9.45,9.291
129,4.549,1.543,7.654,9.45
130,3.874,8.452,3.443,0.774
131,6.631,8.099,9.819,5.595
132,2.454,0.611,0.242,4.78
133,4.72,0.871,6.504,6.982
134,8.112,8.712,4.714,6.263
135,6.26,0.414,0.681,8.193
136,4.076,0.067,2.538,2.77
137,9.296,1.753,7.773,2.57
138,6.002,1.067,0.882,9.559
139,0.738,8.89,2.395,8.501
140,6.912,4.806,2.016,2.165
141,4.357,2.83,6.36,0.95
142,3.817,4.897,5.244,3.839
143,4.407,7.964,1.518,9.878
144,3.937,9.103,4.101,5.461
145,6.847,1.169,8.091,0.126
146,5.532,4.944,7.948,8.357
147,2.996,9.925,9.856,0.626
148,3.823,1.198,9.784,4.863
149,3.585,4.828,9.671,5.548
150,0.884,5.047,2.363,0.195
151,8.517,4.074,9.417,0.165
152,2.146,5.087,5.502,7.702
153,9.935,6.73,0.901,0.502
154,2.552,4.969,0.147,5.603
155,8.088,9.644,7.291,7.746
156,2.522,1.008,3.207,7.497
157,3.092,3.323,9.071,1.436
158,2.092,7.271,7.727,1.499
159,4.885,8.266,4.085,2.049
160,5.269,3.325,9.71,5.943
161,9.261,5.738,5.834,1.64
162,4.643,8.433,0.55,6.842
163,1.76,7.652,8.546,0.336
164,9.865,6.202,4.841,8.568
165,6.513,7.581,9.257,7.451
166,9.221,6.871,3.798,1.501
167,5.207,1.223,4.849,2.856
168,9.043,5.222,7.628,4.615
169,6.251,7.288,0.195,8.605
170,9.188,1.721,4.528,0.646
171,8.179,5.887,3.989,3.645
172,2.588,9.27,5.336,9.939
173,4.046,2.215,6.454,7.184
174,8.31,9.359,5.458,4.432
175,6.413,9.648,2.632,5.644
176,0.779,5.653,2.277,5.756
177,8.731,7.132,5.289,0.833
178,2.468,2.879,8.713,7.208
179,2.045,8.632,3.174,3.625
180,5.719,7.433,0.907,8.906
181,7.288,0.46,2.44,0.995
182,2.3,5.752,9.606,3.869
183,5.42,2.715,0.307,8.451
184,8.559,2.069,7.579,2.977
185,4.341,2.558,9.409,0.639
186,5.008,5.857,2.513,6.405
187,3.538,2.58,1.481,9.83
188,0.78,9.34,5.997,6.978
189,1.708,6.291,3.218,1.684
190,0.613,7.501,4.877,6.136
191,5.712,2.334,3.318,0.533
192,3.482,8.855,4.037,1.494
193,1.348,5.832,7.49,2.076
194,6.018,4.77,3.314,6.686
195,5.584,1.575,9.814,6.149
196,5.864,0.017,4.955,8.181
197,2.589,5.789,1.159,2.059
198,5.734,4.909,8.029,7.839
199,2.059,7.006,5.317,6.36
200,5.894,9.957,3.204,1.853
201,8.046,1.853,2.113,7.854
202,0.363,7.108,2.109,2.504
203,4.249,9.921,2.051,3.235
204,1.487,5.176,6.896,1.738
205,9.791,3.484,4.613,0.222
206,3.804,5.205,3.447,2.377
207,8.757,6.793,9.08,9.655
