angle,pol_0,pol_45,pol_90,pol_135
0,2.653,9.281,1.678,1.943
1,3.007,8.734,9.11,7.609
2,0.438,7.682,5.121,5.705
3,3.699,2.666,1.679,9.511
4,4.129,0.38,1.488,2.068
5,0.465,3.407,1.975,4.998
6,3.535,2.765,3.537,6.696
7,9.996,8.487,0.695,6.381
8,6.342,8.711,5.172,0.385
9,7.039,0.368,2.424,6.217
10,7.872,2.094,7.236,8.343
11,9.682,2.561,6.031,8.087
12,1.944,3.789,2.181,5.721
13,6.72,0.542,4.37,6.021
14,9.763,0.565,8.359,9.122
15,5.995,4.292,5.353,8.46
16,7.155,5.049,7.379,9.025
17,5.33,3.154,5.608,9.375
18,6.53,2.748,4.213,6.142
19,5.432,3.824,7.709,2.049
20,0.738,5.021,3.735,9.526
21,2.216,2.357,4.854,1.726
22,2.814,6.759,3.88,5.009
23,9.754,8.081,0.742,1.637
24,9.476,8.963,9.502,9.657
25,0.254,6.861,7.429,7.816
26,1.849,6.787,0.38,3.954
27,8.261,6.004,9.783,3.838
28,3.141,8.585,2.44,4.736
29,0.079,9.791,7.046,9.734
30,7.288,0.606,9.972,4.195
31,8.1,2.945,7.538,3.742
32,7.53,1.249,0.81,1.243
33,9.391,4.559,7.706,5.057
34,5.08,9.726,8.98,2.597
35,5.929,8.93,9.373,3.171
36,0.372,0.86,0.25,4.517
37,2.308,2.005,3.708,1.08
38,6.329,3.491,2.841,8.757
39,5.783,9.337,6.741,0.265
40,8.027,0.748,5.706,6.89
41,2.231,5.086,9.107,6.52
42,7.324,6.528,7.59,2.281
43,1.192,1.159,6.558,5.093
44,3.656,4.98,4.168,0.881
45,3.367,5.304,3.031,0.284
46,6.62,0.096,5.525,4.459
47,0.379,5.192,0.559,2.337
48,7.292,4.958,8.741,3.249
49,7.007,9.083,5.496,3.435
50,9.727,8.506,0.62,4.502
51,9.105,1.828,7.723,8.186
52,1.689,3.38,9.626,3.417
53,8.539,9.333,6.981,6.622
54,3.359,1.793,1.234,0.314
55,2.466,5.611,7.706,1.423
