angle,pol_0,pol_45,pol_90,pol_135
0,4.696,6.713,9.718,0.6
1,7.993,3.748,2.685,8.729
2,0.556,4.816,3.575,5.761
3,7.254,0.328,9.77,3.068
4,3.071,8.089,6.226,7.012
5,5.332,0.397,8.066,2.857
6,6.39,3.217,5.203,2.224
7,1.466,9.848,6.743,5.189
8,7.279,1.251,6.716,7.215
9,7.899,1.998,5.649,7.597
10,7.852,8.181,6.848,7.783
11,6.528,0.759,8.005,6.013
12,4.404,2.277,4.747,2.183
13,2.224,0.248,4.228,6.617
14,0.5,8.92,6.851,9.964
15,1.007,6.758,3.676,3.0
16,3.948,1.154,3.629,2.944
17,8.244,1.208,0.302,0.833
18,1.199,4.902,7.411,1.888
19,2.966,3.965,3.461,0.122
20,7.618,6.159,9.511,4.9
21,1.567,8.558,4.693,8.955
22,7.749,4.478,9.909,5.559
23,7.295,0.603,2.908,4.352
24,7.265,5.158,3.25,8.17
25,6.571,4.745,3.353,3.219
26,3.731,1.668,5.927,3.458
27,2.761,8.395,3.348,1.935
28,4.757,9.974,8.169,8.477
29,8.296,0.755,6.904,3.302
30,3.642,4.344,1.524,4.853
31,1.974,0.243,7.399,0.932
32,2.345,2.51,6.895,1.419
33,3.85,6.459,9.345,1.649
34,7.087,8.504,1.963,2.649
35,6.714,8.211,7.657,7.068
36,2.449,6.63,7.472,3.66
37,3.671,5.515,6.01,2.088
38,7.919,4.21,9.981,6.144
39,0.301,2.487,7.145,8.367
40,7.951,2.098,4.493,4.397
41,3.763,2.537,0.146,7.515
42,6.671,5.246,5.333,4.57
43,7.218,3.587,2.163,4.27
44,1.532,3.555,4.087,8.35
45,7.955,1.737,1.633,4.306
46,1.284,6.622,0.956,9.991
47,0.376,3.284,8.094,1.725
48,0.502,1.685,3.35,8.172
49,4.431,0.699,9.05,5.95
50,4.991,2.57,5.878,5.147
51,2.151,6.676,1.353,8.946
52,3.731,6.007,3.81,0.835
53,7.926,4.384,8.955,3.665
54,6.851,2.372,3.634,6.055
55,1.833,9.67,0.155,0.235
56,2.227,1.527,6.712,0.713
57,8.777,1.693,5.442,3.437
58,0.672,4.168,5.331,3.717
59,1.118,0.444,4.682,0.192
60,0.036,4.524,0.643,6.262
61,6.251,6.633,6.973,0.156
62,0.52,3.4,9.282,4.42
63,8.86,5.903,0.037,7.294
64,8.153,1.432,8.55,9.752
65,8.045,8.755,2.026,9.371
66,8.085,0.659,4.403,9.434
67,8.222,6.631,2.33,9.113
68,5.087,8.175,3.982,7.61
69,4.165,0.325,4.976,9.038
70,1.871,5.048,1.108,5.934
71,1.203,1.603,3.062,1.159
72,9.422,9.675,8.976,7.633
73,1.167,1.584,2.504,5.464
74,1.004,1.388,3.373,1.954
75,8.365,5.202,1.036,9.335
76,6.109,7.692,6.474,0.229
77,0.29,3.165,0.242,5.505
78,2.404,9.7,9.032,0.904
79,5.416,5.867,4.227,3.83
80,7.888,6.083,0.359,8.914
