angle,pol_0,pol_45,pol_90,pol_135
0,8.906,0.473,3.668,4.011
1,3.343,2.368,6.955,7.932
2,7.537,7.14,2.701,4.807
3,6.407,1.494,5.306,7.201
4,3.881,4.613,5.621,7.68
5,9.128,2.71,9.929,3.691
6,7.585,7.344,3.942,2.612
7,1.018,0.394,0.634,0.962
8,5.322,7.427,6.193,5.152
9,6.416,6.704,8.569,0.404
10,2.855,2.368,0.749,0.603
11,4.426,9.436,9.965,4.579
12,8.969,4.603,7.536,6.488
13,7.565,9.952,5.593,7.698
14,8.014,2.039,2.218,4.007
15,6.907,1.551,5.401,4.024
16,8.088,4.866,7.523,1.437
17,8.504,8.309,4.342,7.395
18,5.821,1.386,6.049,3.387
19,5.934,7.927,3.002,0.186
20,2.982,4.298,0.524,6.639
21,3.689,0.072,5.716,5.832
22,7.237,6.295,6.819,1.09
23,9.275,8.158,0.319,5.403
24,8.757,2.3,5.608,3.534
25,1.178,9.521,2.661,4.238
26,6.521,9.51,5.136,2.449
27,4.698,2.277,1.387,5.205
28,3.204,0.12,6.003,0.429
29,9.404,8.467,7.582,4.633
30,7.468,1.885,1.45,2.512
31,1.358,2.487,0.714,7.571
32,7.391,4.35,5.291,4.705
33,5.169,0.144,7.282,6.211
34,3.194,9.693,0.075,3.471
35,6.731,8.964,4.675,5.604
36,2.847,3.531,4.417,8.808
37,2.648,7.997,4.459,2.421
38,4.273,8.177,2.084,8.246
39,2.501,3.143,0.728,2.201
40,7.021,8.286,3.925,6.855
41,5.906,4.629,3.024,8.655
42,4.239,7.315,3.312,8.64
43,6.92,9.491,4.805,9.377
44,4.811,6.721,0.708,9.997
45,1.262,3.804,9.219,8.596
46,3.292,0.31,9.73,6.031
47,8.094,7.631,5.01,6.099
48,0.083,2.988,4.884,6.169
49,4.885,4.779,1.229,7.113
50,3.657,4.794,8.646,5.883
51,2.98,7.48,1.787,6.106
52,9.71,4.054,6.574,2.23
53,3.836,4.816,5.001,9.735
54,0.043,9.537,3.967,4.365
55,7.673,2.906,9.823,7.789
56,8.685,0.978,7.481,2.029
57,1.46,1.084,7.073,7.205
58,7.022,4.305,1.922,7.477
59,7.547,3.379,7.685,6.733
60,3.751,4.439,4.924,0.607
61,7.366,6.434,6.695,3.497
62,8.454,9.223,5.066,8.588
63,0.0,2.798,6.122,9.152
64,3.505,1.61,2.884,6.377
65,7.004,0.798,3.176,8.311
66,5.345,3.031,9.202,1.406
67,0.212,3.673,8.719,7.063
68,5.96,6.808,1.691,9.264
69,4.879,1.264,1.688,1.637
70,8.182,8.873,2.871,6.464
71,2.313,2.557,8.19,8.752
72,5.78,4.908,9.995,5.424
73,2.837,1.53,4.36,2.175
74,9.911,9.02,5.24,6.612
75,5.689,2.386,0.904,1.29
76,4.615,4.667,6.343,9.454
77,1.608,8.401,6.947,7.144
78,5.192,6.408,5.162,1.492
79,2.884,0.466,8.632,8.963
80,2.961,9.913,3.147,4.566
81,4.276,5.161,9.556,1.59
82,4.227,8.667,6.731,1.38
83,8.887,7.84,7.992,8.498
84,3.435,5.682,5.338,1.473
85,9.751,7.302,4.191,4.498
86,8.24,5.271,9.453,5.182
87,6.337,4.976,8.26,9.573
88,7.987,8.331,4.005,0.541
89,6.784,2.069,7.164,6.874
90,0.361,4.633,7.285,1.764
91,0.872,9.042,8.578,0.495
92,7.447,8.489,0.097,8.756
93,2.031,7.037,2.408,1.87
94,0.281,5.768,8.77,5.146
95,7.145,6.398,6.71,3.76
96,5.655,2.504,0.306,2.966
97,0.459,9.116,6.875,7.496
98,7.849,6.882,6.508,1.707
99,4.282,1.557,4.348,6.424
100,0.104,5.266,3.989,0.571
101,9.908,4.542,4.266,5.808
102,8.011,4.371,4.877,1.079
103,4.714,2.543,4.837,8.497
104,4.893,6.968,6.35,9.417
105,2.028,9.44,1.959,9.9
106,8.792,1.622,5.891,9.722
107,8.409,3.115,7.303,2.234
108,2.821,9.899,4.863,1.422
109,0.275,9.764,7.942,9.653
110,7.865,4.632,9.14,9.807
111,1.3,8.347,2.573,1.622
112,9.754,4.61,8.446,8.632
113,5.034,9.139,5.969,4.882
114,4.526,9.617,1.055,7.197
115,1.024,3.263,5.132,1.011
116,6.016,3.924,4.684,8.598
117,9.47,3.635,5.609,3.646
