angle,pol_0,pol_45,pol_90,pol_135
0,6.812,5.768,9.669,2.896
1,0.302,4.68,9.624,9.299
2,9.551,3.634,2.593,0.594
3,1.356,9.196,6.255,0.568
4,7.995,6.32,2.916,9.246
5,5.214,6.809,0.637,5.688
6,0.021,4.704,4.018,9.828
7,4.418,8.875,4.364,5.859
8,2.564,0.389,6.7,9.498
9,1.548,7.487,1.903,1.845
10,3.882,7.17,2.339,9.612
11,3.916,0.291,8.468,0.384
12,4.312,2.405,0.988,8.103
13,5.865,9.5,2.581,1.015
14,2.256,9.008,5.592,6.038
15,8.761,1.748,1.445,8.541
16,1.527,5.247,5.413,2.574
17,5.159,9.493,7.95,9.901
18,5.992,6.795,3.539,6.662
19,3.187,4.301,7.035,2.628
20,8.693,2.074,5.619,8.528
21,0.185,5.461,8.505,7.929
22,4.636,3.076,7.002,4.983
23,3.447,4.809,4.424,9.848
24,4.819,5.408,1.743,1.624
25,7.393,6.58,3.434,7.435
26,2.947,0.312,4.92,7.678
27,7.004,0.432,3.893,1.96
28,5.467,3.164,3.215,1.192
29,4.297,4.862,5.173,2.838
30,5.363,6.841,0.418,0.475
31,7.538,9.102,1.08,6.449
32,3.06,2.888,8.444,0.861
33,0.097,0.794,2.269,7.723
34,7.392,9.757,1.182,2.914
35,3.684,6.589,7.577,7.497
36,4.096,7.307,4.66,4.493
37,1.308,5.9,0.079,5.167
38,8.078,1.335,2.056,4.344
39,4.09,5.382,9.452,9.257
40,0.229,3.575,3.606,0.208
41,2.163,8.263,7.519,4.812
42,3.891,1.574,2.583,2.534
43,1.557,0.233,7.475,6.462
44,4.556,0.866,3.605,1.968
45,5.938,4.553,7.729,2.128
46,3.512,6.669,7.882,3.484
47,4.684,3.52,4.606,7.899
48,7.304,4.903,1.752,9.891
49,9.689,4.68,6.942,5.086
50,6.37,1.803,4.317,9.584
51,7.253,6.932,6.049,3.977
52,9.92,4.425,0.351,7.954
53,4.341,2.217,6.718,7.695
54,1.686,0.499,5.758,8.467
55,3.151,4.929,3.99,9.253
56,7.449,3.71,0.646,1.163
