angle,pol_0,pol_45,pol_90,pol_135
0,6.87,9.187,9.085,9.911
1,0.941,8.961,6.169,6.85
2,4.618,2.398,9.289,3.732
3,2.199,1.035,9.407,8.133
4,7.546,5.788,9.205,7.395
5,2.397,2.254,2.561,6.816
6,4.868,7.343,7.114,7.744
7,4.021,6.823,0.619,2.125
8,2.403,2.6,6.841,0.39
9,7.965,1.869,1.349,0.993
10,8.302,7.249,8.312,3.618
11,0.389,0.522,3.55,6.299
12,6.498,7.877,5.947,4.561
13,6.775,4.13,7.015,4.07
14,4.402,3.096,8.482,2.996
15,9.709,6.63,0.314,8.23
16,8.895,3.503,2.146,5.604
17,0.599,7.055,0.489,8.156
18,9.545,4.578,8.673,9.543
19,9.199,9.504,5.205,2.025
20,0.103,6.818,8.168,3.117
21,4.373,6.711,0.397,0.403
22,8.825,3.191,1.713,2.939
23,9.94,5.302,1.86,9.421
24,8.276,1.537,3.895,9.518
25,9.65,0.351,7.898,2.85
26,8.064,0.262,2.762,5.586
27,5.779,8.47,7.662,2.819
28,0.127,9.905,6.923,2.761
29,7.276,5.321,9.548,5.671
30,1.438,7.821,2.323,5.456
31,5.071,0.672,8.606,8.43
32,9.694,4.381,7.598,5.628
33,9.501,0.744,9.65,4.469
34,1.004,7.303,0.207,7.464
35,3.906,0.366,5.698,6.269
36,0.94,5.55,1.64,7.568
37,6.734,4.705,2.549,4.978
38,8.07,7.202,2.998,1.717
39,0.449,3.231,4.931,7.847
40,9.955,7.869,7.912,5.969
41,4.0,4.122,0.579,2.394
42,6.957,3.969,2.947,8.343
43,8.309,1.776,6.065,9.856
44,9.575,8.739,5.877,0.493
45,8.008,7.918,0.547,7.098
46,9.031,0.021,9.639,5.721
47,1.84,5.678,2.749,4.975
48,5.365,5.812,5.94,8.186
49,7.502,4.92,1.794,0.116
50,5.063,8.733,9.368,1.194
51,2.113,8.114,3.277,0.162
52,1.701,8.726,9.876,8.916
53,5.862,5.778,4.22,5.115
54,3.943,5.697,5.864,3.643
55,7.089,1.459,2.358,8.107
56,1.854,6.331,6.449,1.693
57,8.627,8.596,4.037,7.478
58,5.301,3.816,5.076,5.448
59,6.413,5.733,1.348,3.73
60,5.758,5.438,2.829,0.21
61,4.132,6.186,2.799,4.001
62,5.447,2.068,9.308,1.251
63,0.92,7.0,9.848,0.625
64,9.466,6.852,5.335,1.014
65,6.931,6.841,6.603,5.03
66,2.025,0.026,7.149,6.111
67,2.22,8.075,2.716,4.673
68,7.792,7.467,7.778,8.333
69,9.578,4.0,0.145,9.691
70,8.535,4.44,1.69,8.007
71,4.777,2.772,3.198,1.731
72,8.74,4.633,7.861,7.738
73,3.285,5.129,8.225,3.365
74,2.371,5.691,0.13,0.539
