angle,pol_0,pol_45,pol_90,pol_135
0,1.045,8.151,0.398,7.528
1,2.445,0.781,5.201,4.457
2,5.688,6.642,1.258,1.023
3,9.954,4.052,4.184,4.757
4,5.326,0.712,5.594,4.828
5,2.294,5.047,1.036,8.74
6,9.804,4.076,0.052,8.946
7,9.24,9.598,0.042,6.546
8,4.287,9.615,8.15,6.311
9,4.01,5.479,8.229,9.321
10,4.912,0.779,4.697,1.411
11,9.625,4.168,6.823,3.95
12,2.365,4.617,8.748,4.866
13,5.875,3.752,1.786,3.738
14,3.835,8.988,0.879,5.404
15,8.411,4.634,6.564,5.87
16,1.284,1.308,2.472,0.919
17,6.065,5.243,4.056,2.057
18,7.198,4.772,2.492,7.143
19,0.172,9.299,4.997,7.177
20,9.261,8.413,1.594,6.934
21,4.02,8.243,0.545,0.776
22,5.513,4.178,2.628,0.316
23,4.69,4.437,5.936,3.374
24,2.223,1.585,2.37,8.37
25,3.271,6.254,6.601,7.528
26,8.507,4.147,1.903,4.552
27,3.643,0.142,9.079,3.899
28,3.27,6.339,9.962,2.269
29,3.775,4.465,5.899,5.279
30,1.434,5.79,6.735,7.915
31,2.165,1.213,2.221,0.598
32,8.216,3.91,0.228,3.072
33,9.381,1.994,4.245,7.685
34,0.452,7.551,0.306,0.009
35,8.909,8.277,4.298,1.713
36,1.814,9.965,1.25,7.797
37,8.796,3.272,7.008,9.518
38,0.446,1.469,6.744,4.846
39,6.767,9.682,0.631,2.506
40,1.183,2.285,1.521,7.818
41,4.97,4.625,0.212,4.522
42,6.656,9.711,2.878,0.274
43,6.562,7.638,8.264,2.628
44,3.04,6.275,9.556,2.924
45,2.962,4.022,4.128,6.894
46,9.739,8.183,0.795,5.424
47,2.466,4.731,6.937,0.633
48,6.183,9.721,2.988,8.916
49,8.202,9.841,7.012,8.319
50,0.28,6.489,7.519,0.56
51,4.532,3.272,8.82,4.769
52,7.51,5.5,4.342,9.58
53,6.253,3.52,1.094,8.942
54,5.553,9.572,4.595,0.055
55,8.107,7.344,5.9,7.962
56,6.431,1.439,6.519,8.692
57,6.04,1.009,9.871,9.788
58,9.67,7.818,1.704,1.948
59,4.156,4.319,6.205,6.024
60,1.048,8.32,2.216,9.741
61,7.508,4.977,8.864,0.159
62,5.51,9.966,4.264,5.352
63,4.192,0.41,4.23,0.242
64,6.651,5.588,7.838,1.019
65,2.242,2.699,4.955,3.246
66,9.309,3.725,5.087,2.271
67,1.992,5.67,3.522,9.389
68,9.502,0.038,3.322,8.028
69,4.005,1.366,0.689,9.707
70,5.073,1.338,0.478,6.723
71,8.473,6.884,6.594,1.373
72,8.684,9.727,2.427,5.547
73,3.661,5.685,5.723,7.661
74,0.454,0.516,4.573,7.39
75,9.557,7.264,2.524,9.801
76,5.56,2.535,5.333,9.612
77,8.877,2.835,6.991,5.948
78,1.016,8.112,1.739,8.179
79,1.097,3.207,0.22,1.233
80,8.245,3.282,2.553,3.811
81,0.389,9.993,0.809,9.707
82,9.284,8.214,4.659,6.833
83,6.995,5.49,3.73,2.501
84,4.475,2.17,9.144,5.382
85,8.164,4.506,7.065,3.758
86,1.787,6.381,6.961,9.221
87,4.915,8.508,9.715,5.178
88,8.194,5.393,6.924,8.768
89,8.13,8.602,0.532,2.749
90,5.856,9.537,1.593,9.601
91,1.094,9.995,3.289,6.287
92,9.986,2.253,3.959,0.295
93,6.656,6.929,5.587,3.065
94,7.075,0.524,8.85,5.578
95,3.015,1.431,2.802,5.074
96,2.343,6.498,5.09,4.425
97,7.276,3.366,7.621,6.132
98,7.674,7.154,5.323,3.844
99,2.203,1.496,9.137,8.18
100,8.272,8.558,2.312,4.294
101,3.542,5.235,5.027,7.087
102,1.824,0.656,8.277,8.177
103,3.258,2.506,5.791,8.23
104,0.561,5.486,4.84,6.884
105,7.809,9.091,1.01,8.285
106,0.943,7.393,6.266,4.038
107,8.02,9.187,8.848,0.372
108,8.981,7.773,2.337,4.336
109,6.077,9.042,4.842,0.272
110,6.533,5.39,3.438,2.797
111,4.085,4.253,3.761,8.353
112,6.882,8.524,4.121,2.516
113,4.843,8.343,2.656,5.791
114,2.963,0.839,6.169,4.503
115,8.671,8.364,8.21,2.979
116,7.059,7.883,2.691,3.248
117,5.69,6.188,4.675,1.279
118,7.007,5.869,4.992,5.401
119,4.513,1.21,6.004,7.325
120,2.543,7.573,4.665,5.351
121,0.166,1.301,7.21,7.762
122,8.209,7.359,3.142,9.363
123,0.89,1.047,2.714,2.4
124,0.059,1.843,9.86,5.621
125,8.661,0.972,8.933,9.228
126,0.153,1.756,2.556,2.236
127,1.029,7.395,9.446,2.04
128,8.059,5.049,9.213,4.691
129,8.514,0.762,8.531,7.204
130,0.071,6.593,1.904,1.822
131,7.592,8.185,3.329,2.758
132,1.288,4.224,5.19,6.777
133,3.694,1.198,2.34,3.607
134,5.494,4.759,7.982,8.995
135,2.441,6.727,8.944,0.205
136,2.761,7.73,3.296,3.212
137,9.013,9.173,8.301,1.209
138,7.128,3.224,0.084,5.214
139,7.179,9.976,3.267,1.033
140,0.313,4.302,0.697,9.574
141,2.449,0.266,8.117,9.092
142,5.049,9.281,1.446,7.365
143,4.263,3.71,2.253,3.715
144,0.658,0.084,3.134,8.564
145,6.26,3.908,3.295,1.596
146,7.943,1.445,1.022,8.594
147,4.791,4.623,6.222,3.214
148,6.311,8.806,2.464,3.991
149,0.938,9.547,1.03,9.54
150,7.488,3.344,9.386,9.187
151,0.724,5.629,6.793,2.298
152,3.675,3.114,1.867,0.821
153,8.869,3.668,6.558,5.691
154,9.285,3.407,3.653,8.997
155,1.428,3.173,7.769,1.464
