angle,pol_0,pol_45,pol_90,pol_135
0,8.322,5.391,3.818,2.686
1,8.197,4.582,1.156,3.553
2,8.099,8.45,7.159,8.338
3,8.631,6.435,8.649,4.63
4,7.825,7.601,9.17,8.017
5,6.435,8.922,9.829,7.794
6,4.703,3.587,5.311,5.862
7,4.553,3.964,1.973,3.947
8,4.01,1.173,3.583,1.1
9,8.758,4.776,2.12,9.45
10,7.455,9.115,6.722,0.187
11,0.663,0.09,6.149,7.428
12,6.648,4.849,8.17,0.7
13,0.728,2.983,3.034,2.294
14,7.712,8.587,3.444,2.055
15,5.068,2.941,9.65,7.248
16,1.89,6.645,4.463,8.295
17,9.698,9.196,3.942,2.75
18,6.104,1.757,3.189,1.385
19,4.72,3.775,9.896,0.022
20,0.301,7.139,8.143,8.625
21,4.78,1.371,9.442,1.174
22,7.498,9.016,0.945,9.58
23,5.04,0.329,4.554,4.8
24,5.833,1.121,1.008,4.247
25,3.167,8.057,4.335,8.886
26,0.139,3.693,5.206,1.694
27,9.686,0.148,1.959,8.054
28,4.957,3.363,7.87,9.092
29,2.497,2.772,3.83,0.128
30,2.337,8.176,9.467,8.922
31,7.245,4.973,0.177,4.176
32,2.189,4.635,7.607,5.113
33,7.741,4.081,3.33,7.861
34,0.724,6.738,9.687,2.277
35,4.477,1.98,8.629,2.806
36,6.482,3.181,1.493,8.384
37,4.161,5.521,3.114,9.193
38,7.334,6.333,2.644,0.086
39,5.539,9.773,1.937,1.511
40,2.699,1.45,5.499,1.932
41,6.491,4.027,3.448,8.291
42,3.418,3.466,6.654,1.332
43,3.446,0.687,1.378,9.57
44,7.835,8.691,8.996,1.622
45,7.866,1.3,7.328,6.01
46,0.192,1.218,4.086,6.292
47,8.528,1.676,3.882,6.878
48,8.087,6.857,9.247,1.373
49,4.161,7.785,9.022,4.612
50,7.568,2.394,7.183,6.232
51,9.331,4.968,5.862,0.606
52,1.318,0.387,0.436,0.656
53,9.803,4.474,1.317,1.468
54,1.01,2.944,3.029,4.934
55,1.961,2.672,6.419,7.158
56,8.766,0.982,9.589,4.933
57,0.393,5.704,5.885,4.306
58,0.023,1.704,6.744,4.179
59,8.283,6.274,8.211,5.436
60,1.937,0.597,3.839,1.279
61,7.721,2.253,6.627,1.217
62,2.047,6.777,5.961,1.236
63,6.444,9.53,5.213,0.047
64,5.452,6.239,3.929,6.675
65,0.797,6.36,1.457,1.512
66,9.158,4.271,7.175,2.133
67,1.285,1.588,1.684,9.223
68,4.424,3.644,9.488,8.081
69,5.916,9.925,1.802,9.983
70,3.964,3.969,3.256,0.774
71,8.059,6.623,9.044,6.557
72,6.959,0.144,8.747,8.807
73,9.31,0.935,5.118,6.671
74,6.712,4.96,4.242,7.321
75,2.912,4.884,5.322,3.179
76,3.034,1.826,6.628,5.062
77,2.732,0.824,8.851,1.543
78,4.105,8.607,0.074,3.222
79,3.727,0.776,0.287,4.206
80,1.35,4.572,5.95,0.768
