angle,pol_0,pol_45,pol_90,pol_135
0,8.727,5.21,2.326,1.254
1,1.977,5.128,6.01,0.53
2,2.363,3.058,8.982,7.792
3,4.902,2.463,5.001,3.531
4,5.316,3.039,5.959,7.743
5,4.056,8.622,3.021,7.16
6,5.547,9.828,0.383,6.733
7,7.728,0.694,7.254,9.027
8,4.383,2.828,4.761,1.535
9,1.952,5.244,7.182,3.615
10,4.191,0.345,7.282,5.143
11,9.299,5.788,7.101,0.63
12,8.742,8.041,9.23,6.796
13,7.266,8.377,6.189,6.705
14,1.097,9.897,6.533,2.816
15,7.048,1.069,1.072,1.563
16,9.951,7.008,1.351,9.662
17,5.49,2.287,5.822,6.597
18,6.526,3.338,8.353,7.939
19,3.518,2.726,5.256,9.135
20,4.115,2.272,4.164,4.291
21,4.808,1.26,1.933,5.559
22,2.576,0.044,1.737,7.192
23,1.375,3.405,9.88,2.219
24,4.561,6.89,1.153,3.742
25,9.363,4.976,5.468,9.781
26,1.635,9.471,2.216,7.58
27,2.306,9.242,2.238,8.535
28,3.463,7.311,3.075,6.56
29,6.128,1.315,9.131,8.123
30,6.956,5.739,0.475,9.651
31,6.809,0.357,4.45,3.451
32,5.62,4.235,6.059,7.574
33,9.9,3.451,0.532,2.778
34,5.733,7.127,2.456,1.567
35,4.394,4.428,0.457,5.984
36,3.254,0.895,4.087,8.778
37,4.829,2.779,4.298,5.046
38,1.912,2.042,1.223,1.801
39,2.91,3.773,0.082,5.208
40,1.124,3.417,5.178,8.322
41,6.122,3.07,7.764,7.159
42,0.891,0.746,2.383,9.841
43,6.033,4.168,6.568,0.781
44,1.145,8.941,6.72,2.326
45,7.748,4.546,7.114,3.136
46,1.953,2.998,6.108,4.584
47,8.542,7.565,5.155,6.519
48,4.992,1.348,2.597,4.579
49,2.542,2.93,0.083,1.689
50,1.703,4.841,4.077,7.104
51,8.578,1.543,2.47,4.976
52,7.046,8.652,4.654,6.023
53,5.644,9.102,0.631,4.553
54,2.496,1.34,9.943,4.165
55,4.668,3.464,0.293,5.093
56,2.578,6.863,4.478,0.534
57,8.227,3.046,4.704,3.554
58,5.309,8.601,7.44,5.878
59,2.752,5.466,9.651,9.357
60,9.152,4.139,7.016,9.709
61,4.656,5.833,4.29,9.405
62,2.586,6.973,1.118,0.668
63,1.786,0.008,2.577,6.427
64,0.039,0.966,5.267,6.257
65,1.528,0.824,2.092,9.016
66,0.918,6.39,5.263,3.727
67,4.158,2.086,6.625,9.875
68,8.046,4.335,0.777,5.923
69,7.956,0.652,5.611,5.424
70,3.879,6.542,9.035,4.232
71,9.447,9.779,0.494,8.529
72,6.447,3.504,4.191,9.827
73,8.093,4.868,5.032,1.388
74,6.528,7.855,1.9,3.393
75,7.153,1.846,0.679,9.613
76,7.558,1.21,1.858,8.224
77,6.742,0.842,9.802,1.717
78,4.868,3.716,5.127,6.867
79,1.63,2.262,7.77,9.259
80,9.239,6.724,8.087,1.97
81,0.27,3.495,8.614,0.522
82,5.488,9.038,7.059,7.178
83,0.052,8.781,3.107,1.151
84,2.981,0.377,7.63,5.182
85,3.648,6.67,9.683,9.075
86,4.804,7.187,5.907,8.006
87,4.742,4.613,4.937,8.718
88,1.965,0.71,7.01,6.979
89,1.256,7.456,2.9,2.041
90,6.65,0.522,1.294,8.953
91,3.364,4.665,7.258,8.974
92,0.832,6.887,1.316,1.388
93,3.57,0.4,5.287,4.893
94,1.128,3.142,4.541,6.103
95,7.889,6.571,2.512,6.583
96,1.089,3.01,0.327,5.88
97,4.389,2.478,7.17,8.772
98,5.598,9.456,1.11,5.184
99,2.311,6.767,9.893,9.959
100,6.061,6.519,6.842,7.743
101,3.64,7.69,4.85,9.128
102,7.997,8.028,1.497,5.539
103,1.935,5.791,9.134,1.922
104,0.932,4.525,9.549,9.591
105,4.528,6.328,3.054,7.339
106,8.135,3.754,9.547,0.277
107,9.572,0.645,1.257,1.94
108,2.406,1.887,4.099,0.921
109,5.544,0.819,5.172,4.097
110,9.269,4.581,3.454,3.917
111,1.596,4.93,3.683,0.447
112,0.521,2.515,0.592,7.676
113,5.809,6.569,7.631,6.296
114,0.316,4.838,0.828,7.625
115,2.842,1.377,0.448,2.737
116,6.128,6.187,6.701,7.193
117,0.775,0.553,6.392,3.206
118,4.332,4.234,5.249,7.867
119,7.649,3.226,5.306,5.247
120,0.948,1.115,8.626,3.544
121,0.612,5.051,6.983,7.134
122,2.408,3.911,9.265,1.52
123,9.627,8.421,8.127,4.809
124,4.835,9.581,1.419,3.009
125,8.032,2.977,0.53,4.233
126,9.992,8.324,2.051,2.715
127,7.416,7.185,6.651,9.68
128,2.143,5.274,3.479,1.127
129,4.906,8.234,5.398,5.016
130,0.898,0.973,2.983,8.498
131,3.345,8.714,4.682,1.613
132,4.766,5.517,0.22,7.665
133,8.031,4.368,3.696,9.779
134,8.032,0.801,7.528,2.891
135,8.838,7.191,9.421,6.336
136,2.392,2.736,3.975,4.376
137,1.823,7.723,3.939,2.051
138,8.128,9.46,9.851,4.237
139,5.577,9.708,2.811,0.56
140,9.998,0.964,8.277,4.504
141,3.501,3.805,2.558,1.973
142,1.453,6.322,8.568,5.691
143,7.403,2.357,1.281,9.286
144,4.735,2.763,6.715,1.752
145,5.058,3.432,2.809,0.522
146,5.7,5.549,0.32,2.995
147,1.469,3.254,6.357,4.465
148,7.256,5.154,6.538,6.763
149,0.704,5.353,4.276,2.091
150,8.683,8.079,8.75,0.906
151,9.028,1.992,7.07,1.035
152,5.126,9.804,1.984,1.876
153,4.212,2.338,8.501,8.918
154,7.812,7.136,0.302,5.93
155,5.127,7.032,9.066,8.016
156,7.451,0.962,9.787,0.21
157,8.624,4.82,6.696,3.03
158,6.87,2.854,1.402,4.715
159,6.811,8.457,5.192,5.404
160,6.548,0.817,2.256,8.341
161,8.185,2.629,3.518,3.197
162,6.616,3.615,9.365,8.816
163,1.397,6.544,8.342,1.18
164,7.759,1.798,6.281,0.322
165,5.398,2.744,2.314,0.941
166,2.611,5.842,6.109,8.885
167,5.647,9.181,9.325,7.95
168,6.056,6.36,7.155,7.073
169,0.185,0.228,9.561,8.88
170,4.225,0.013,0.811,6.928
171,5.186,1.571,3.314,7.925
172,3.882,6.156,8.764,4.587
173,0.473,4.938,0.735,1.7
174,2.221,4.183,1.879,9.874
175,9.322,7.84,7.556,6.311
176,6.945,6.092,3.134,3.717
177,4.692,6.968,1.275,5.072
178,7.393,3.775,7.576,6.663
179,3.903,9.026,5.453,8.715
180,6.387,3.757,0.423,7.843
181,0.628,1.459,7.395,7.618
182,3.369,2.509,5.744,9.841
183,3.256,6.331,2.679,7.633
184,8.8,5.814,5.494,0.249
185,7.013,5.845,9.241,4.015
186,7.557,7.624,7.007,2.836
187,2.964,9.011,3.125,0.145
188,4.598,7.142,4.581,2.549
189,1.001,3.116,0.945,3.619
190,9.415,0.455,0.126,1.094
191,6.691,0.85,5.783,4.48
192,2.607,4.042,2.248,8.764
193,9.027,3.147,6.742,9.822
194,0.469,8.179,2.629,1.134
195,4.044,0.208,9.555,2.392
196,7.163,8.485,6.811,1.099
197,8.121,7.011,8.734,6.509
198,2.89,2.987,5.311,8.72
199,7.247,2.947,4.48,5.367
200,3.709,4.818,0.92,1.824
201,6.099,2.385,0.949,1.109
202,2.547,8.162,9.473,8.179
203,1.133,1.885,1.174,1.252
204,1.632,5.703,2.271,3.196
205,2.064,5.16,3.705,0.028
206,5.995,1.252,4.976,8.822
207,8.172,0.758,1.261,2.35
208,2.051,6.898,0.495,5.479
209,2.212,8.142,0.529,3.847
210,5.273,5.852,4.113,2.571
211,6.741,7.287,0.613,5.209
212,1.775,1.297,0.233,0.064
213,8.007,8.37,2.911,8.452
214,5.362,8.365,3.197,6.66
215,6.798,7.745,5.916,7.322
216,7.972,6.801,4.559,4.073
217,5.852,4.893,9.437,1.401
218,6.564,2.396,8.08,8.365
219,9.381,6.661,2.655,6.965
220,6.097,5.599,6.218,9.624
221,2.523,1.82,7.023,7.764
222,4.087,3.98,2.6,6.887
223,0.22,3.245,5.599,7.236
224,5.526,6.292,5.865,1.129
225,1.169,0.132,6.944,2.376
226,7.88,5.285,7.088,4.125
227,0.848,0.04,8.316,8.343
228,7.989,3.184,2.647,3.931
229,7.14,3.326,1.741,0.804
230,0.768,8.198,9.74,8.203
231,8.695,0.67,6.563,0.712
232,2.062,7.158,2.274,9.53
233,9.427,3.813,8.118,6.701
234,8.969,1.096,4.516,0.315
235,9.335,7.397,2.432,5.645
236,5.218,4.464,2.656,2.741
237,4.349,2.819,6.938,9.602
238,5.824,1.92,3.301,2.737
239,9.814,1.025,9.857,4.539
240,5.147,7.256,5.779,5.263
241,2.52,2.049,3.688,8.195
242,9.78,8.699,2.234,1.414
243,1.609,5.943,9.498,4.017
244,1.021,6.825,7.233,6.956
245,2.736,0.221,1.042,9.133
246,6.839,6.278,0.515,3.37
247,4.631,9.405,7.348,2.897
248,8.676,1.213,3.263,7.845
249,3.294,8.61,8.643,2.651
250,5.485,2.815,4.677,8.225
251,0.722,8.108,0.115,1.293
252,3.119,4.618,2.74,3.035
253,2.892,0.071,7.243,8.326
254,1.87,3.741,2.419,4.712
255,0.125,2.923,5.674,8.581
256,4.233,0.909,9.231,5.922
257,5.284,4.191,9.985,8.982
258,8.93,4.95,7.019,9.384
259,7.896,1.928,1.399,0.778
260,0.61,4.098,9.715,6.99
261,9.618,1.704,3.568,8.571
262,4.105,0.809,7.5,9.432
263,6.793,0.615,9.593,6.805
264,7.024,7.527,4.303,8.645
265,3.846,4.205,5.19,2.956
266,7.663,6.058,4.818,8.914
267,0.864,4.366,1.6,9.059
268,8.768,6.493,8.985,7.367
269,2.307,3.091,1.504,9.19
270,9.239,0.016,4.943,2.024
271,5.473,4.313,7.887,3.729
272,2.9,2.481,8.01,1.114
273,4.513,8.264,7.431,2.391
274,6.202,2.578,1.116,3.979
275,6.343,0.668,3.988,8.214
276,5.02,5.569,5.383,1.229
277,5.396,9.241,9.432,8.981
278,5.201,7.896,0.574,7.998
279,7.381,0.79,1.778,5.891
280,1.577,1.783,8.004,5.978
281,6.101,1.003,0.736,3.547
282,9.836,7.945,6.671,9.501
283,5.671,1.206,3.314,0.532
284,5.728,7.815,4.675,1.672
285,8.901,7.215,1.664,4.207
286,1.074,4.751,9.683,1.324
287,6.268,3.299,8.201,9.293
288,2.019,3.252,4.666,0.818
289,5.514,2.098,9.661,2.83
290,7.47,9.558,7.479,9.874
291,2.501,5.6,6.174,3.021
292,3.828,1.918,6.092,3.06
293,6.968,7.842,1.511,4.24
294,9.008,2.124,8.598,4.17
295,3.748,2.668,1.774,9.312
296,3.296,9.921,2.462,8.466
297,8.388,2.246,7.586,5.111
298,5.627,0.131,2.546,0.68
299,2.487,5.961,8.721,4.443
300,1.046,7.233,4.593,5.209
301,7.888,2.452,5.189,9.062
302,1.263,2.3,2.424,7.02
303,3.093,3.089,1.262,3.592
304,0.218,8.209,8.677,4.528
305,5.163,5.132,2.884,5.552
306,3.638,2.552,9.873,5.517
307,6.522,9.661,6.658,3.192
308,2.887,1.29,8.603,7.627
309,0.307,7.185,5.392,4.759
310,0.889,8.351,5.878,3.8
311,2.995,1.238,7.934,7.013
312,6.262,9.339,7.954,3.525
313,2.743,7.215,3.395,4.446
314,7.226,0.217,9.975,3.003
315,6.314,4.036,5.596,9.807
316,7.522,8.136,9.465,9.773
317,1.708,6.991,1.959,6.554
318,0.549,3.416,7.835,1.167
319,7.637,4.849,3.645,5.083
320,5.214,9.89,1.232,4.324
321,1.524,4.79,1.279,9.878
322,2.723,3.435,3.933,3.341
323,7.328,0.961,2.652,2.257
324,3.881,3.477,3.224,9.796
325,8.606,0.465,2.973,6.478
326,1.69,8.55,3.264,1.865
327,2.915,4.915,6.002,2.486
328,7.966,0.345,2.514,6.107
329,8.164,7.463,4.804,0.47
330,6.073,5.873,6.986,3.986
331,4.315,6.252,3.184,7.221
332,8.003,0.851,0.108,2.431
333,3.787,9.159,4.397,5.674
334,0.748,3.217,4.107,9.847
335,1.125,8.925,8.879,6.606
336,4.599,3.954,2.246,7.747
337,2.173,7.513,6.714,4.052
338,6.187,7.883,2.756,0.299
339,6.781,6.161,4.624,5.757
340,1.738,5.975,7.611,7.528
341,9.573,7.651,1.672,9.991
342,5.278,6.292,4.544,4.078
343,7.809,3.257,8.274,2.7
344,8.367,9.453,4.507,1.853
345,8.8,6.144,5.539,1.087
346,9.003,1.642,5.793,5.209
347,0.099,2.198,2.555,7.21
348,5.974,3.564,5.648,9.133
349,5.564,7.073,9.124,0.679
350,6.411,8.17,8.324,9.293
351,5.116,6.866,2.059,2.759
352,6.316,1.323,8.485,0.016
353,1.164,6.499,9.894,5.952
354,6.392,6.57,8.403,4.964
355,6.467,4.282,6.459,6.884
356,0.947,8.633,2.626,5.419
357,5.809,3.615,1.535,5.901
358,6.733,1.321,3.971,1.971
359,9.106,4.267,8.603,4.337
