angle,pol_0,pol_45,pol_90,pol_135
0,3.121,1.532,3.386,4.146
1,3.488,0.454,7.302,6.188
2,6.107,2.531,5.242,3.537
3,8.753,3.588,1.577,9.701
4,9.418,5.454,4.428,0.524
5,4.494,8.687,5.721,7.61
6,2.132,8.198,4.461,7.793
7,1.828,2.935,8.608,6.456
8,0.786,3.57,7.286,2.062
9,3.188,3.549,6.779,6.989
10,2.624,8.911,5.119,6.992
11,7.204,3.512,0.079,6.772
12,6.834,9.822,2.214,0.698
13,4.388,3.505,1.461,0.876
14,9.933,3.203,0.09,1.822
15,3.13,0.34,0.024,0.656
16,4.978,4.676,2.323,6.396
17,0.216,3.858,0.645,4.503
18,8.514,3.53,6.386,4.908
19,4.097,9.849,9.172,5.651
20,3.69,1.153,3.906,2.502
21,1.204,5.856,6.767,2.206
22,5.97,5.746,0.251,4.726
23,5.241,2.308,7.41,1.507
24,9.296,1.957,4.993,6.971
25,8.635,7.283,0.38,9.287
26,0.552,2.829,5.425,6.572
27,5.159,7.044,2.837,2.085
28,8.78,1.485,8.143,0.762
29,9.425,8.65,2.469,9.691
30,7.052,7.239,9.116,5.216
31,6.153,1.62,4.456,0.47
32,4.62,4.178,6.951,8.436
33,4.801,9.286,7.021,3.976
34,1.801,9.618,9.38,3.849
35,8.171,2.903,7.644,1.541
36,8.683,4.103,5.283,6.544
37,6.437,0.075,1.232,8.262
38,9.168,2.921,0.862,6.168
39,0.056,4.042,7.709,6.54
40,8.756,7.708,0.125,0.22
41,2.968,8.89,4.975,1.646
42,0.711,0.638,4.963,5.817
43,6.559,4.28,7.952,5.778
44,7.211,9.249,3.223,5.344
45,1.254,4.247,6.507,0.906
46,2.331,4.208,8.229,3.159
47,9.451,2.198,9.875,7.609
48,6.391,2.563,5.152,2.099
49,9.889,4.922,5.737,5.387
50,0.015,0.769,6.299,1.16
51,3.102,0.983,6.783,6.192
52,5.261,4.621,8.701,6.828
53,0.941,2.907,5.435,8.405
54,7.734,1.355,5.056,7.572
55,8.795,3.766,2.275,0.648
56,7.313,5.503,1.315,4.586
57,4.984,1.662,3.874,4.485
58,3.008,8.477,8.352,6.146
59,8.479,4.077,1.175,1.236
60,6.926,6.557,8.089,0.007
61,5.456,5.34,0.406,9.11
62,5.59,3.684,9.053,7.024
63,3.496,7.613,5.776,0.772
64,7.144,1.063,2.821,5.705
65,4.408,1.892,4.533,8.946
66,3.966,4.141,5.081,1.663
67,3.219,8.835,3.731,4.764
68,2.584,6.823,4.901,3.536
69,0.636,6.098,9.586,2.365
70,8.088,7.724,6.259,2.409
71,2.099,3.62,1.874,3.021
72,5.108,3.762,8.036,4.127
73,1.393,7.166,8.391,3.819
74,0.285,4.11,1.856,9.035
75,8.862,4.25,5.545,2.317
76,1.11,5.912,7.355,7.526
77,2.333,6.527,6.43,0.115
78,0.087,7.12,1.496,6.907
79,2.862,6.455,7.965,3.623
80,2.513,0.157,4.571,5.126
81,8.023,4.276,7.193,3.226
82,9.632,9.633,8.569,9.538
83,4.573,7.661,1.517,1.73
84,1.241,3.207,0.423,1.86
85,2.614,8.628,5.782,1.864
86,8.266,7.869,5.872,6.588
87,0.945,0.872,2.35,4.411
88,5.943,3.604,2.086,4.928
89,7.735,3.361,6.576,3.25
90,7.662,8.913,5.904,4.876
91,6.212,6.615,5.138,2.148
92,1.94,0.695,5.33,2.819
93,9.681,8.198,5.864,2.5
94,2.286,5.1,7.775,2.003
95,9.421,6.551,3.816,0.701
96,8.177,2.654,0.662,7.718
97,8.011,3.267,0.188,8.359
98,3.659,0.978,0.559,6.119
99,7.92,9.047,5.952,2.414
100,4.764,4.857,3.199,3.006
101,6.694,2.917,7.995,3.372
102,2.812,2.118,8.122,7.653
103,8.561,3.805,0.132,4.299
104,9.519,7.318,4.555,7.196
105,8.787,5.881,8.826,7.422
106,7.342,6.771,7.526,0.635
107,5.38,8.665,9.645,6.143
108,2.888,9.424,8.51,2.546
109,6.991,5.163,3.804,1.568
110,3.182,9.91,2.599,6.134
111,7.526,2.841,3.041,4.045
112,5.198,5.907,5.638,1.529
113,2.347,7.804,3.339,9.21
114,8.56,8.393,3.054,5.224
115,5.94,1.92,8.764,5.788
116,1.067,8.239,2.338,0.793
117,3.342,8.208,8.292,2.246
118,1.228,0.686,1.379,1.145
119,8.173,5.587,2.809,0.418
120,4.596,4.787,8.42,9.972
121,3.204,9.024,1.897,7.771
122,7.363,1.445,4.625,4.323
123,0.056,7.065,7.421,6.24
124,7.297,9.497,7.588,2.726
125,1.501,3.148,0.13,7.815
126,1.708,0.429,4.623,9.747
127,8.333,9.997,4.531,0.69
128,6.138,2.18,0.507,8.366
129,3.658,8.952,4.691,5.748
130,4.533,3.095,7.195,9.152
131,6.541,0.145,3.866,8.409
132,1.148,7.376,5.317,1.863
133,8.533,3.646,9.966,4.793
134,6.902,2.537,5.169,0.741
135,1.049,5.008,4.519,6.928
136,5.23,7.464,7.009,3.688
137,0.591,6.147,9.786,5.308
138,9.222,9.505,3.607,9.422
139,1.316,0.998,6.806,2.449
140,4.934,3.493,6.676,6.978
141,7.761,0.123,5.521,5.094
142,9.007,9.711,9.042,3.529
143,9.729,4.629,8.939,7.183
144,8.919,4.425,6.143,0.473
145,1.398,3.761,1.302,3.549
146,5.331,8.801,8.3,5.475
147,6.782,4.231,8.269,0.944
148,1.958,4.642,3.647,9.768
149,0.906,8.226,4.693,4.15
150,9.0,1.921,0.886,0.237
151,4.216,4.403,2.293,0.181
152,3.572,8.722,6.558,8.154
153,7.864,1.626,0.035,2.289
154,3.987,3.854,6.645,1.147
155,4.109,0.772,9.931,0.425
156,6.8,9.905,9.744,2.246
157,6.74,7.311,8.252,1.908
158,8.442,6.302,6.915,5.672
159,5.548,5.267,4.804,4.705
160,7.36,5.551,6.109,5.373
161,5.599,6.581,9.829,3.487
162,0.48,1.143,4.936,4.539
163,7.972,1.225,7.166,3.711
164,0.877,8.384,4.669,7.05
