angle,pol_0,pol_45,pol_90,pol_135
0,9.025,3.921,1.636,2.936
1,7.161,5.464,6.622,1.364
2,1.49,2.079,4.816,5.272
3,5.699,3.374,6.437,7.317
4,0.471,1.893,4.917,6.267
5,7.957,3.291,4.722,3.839
6,8.774,9.561,1.376,2.029
7,2.622,2.746,3.624,1.579
8,6.279,0.353,8.977,7.547
9,2.104,7.551,6.954,0.998
10,3.115,9.661,2.455,6.0
11,4.326,9.118,8.102,1.758
12,8.317,1.055,3.393,8.194
13,5.493,9.381,8.921,4.082
14,0.772,1.185,2.968,1.781
15,5.23,2.38,1.355,8.072
16,6.207,9.2,0.312,9.743
17,1.532,6.103,7.866,7.612
18,9.961,9.009,4.089,7.017
19,7.737,0.229,2.551,0.455
20,7.277,0.669,4.072,3.048
21,9.365,1.395,6.572,6.692
22,1.257,9.851,4.384,5.859
23,9.027,2.521,3.365,3.058
24,6.556,2.59,3.125,6.725
25,0.566,2.455,1.296,4.1
26,5.332,0.813,2.792,0.355
27,3.422,1.772,8.659,1.973
28,0.778,5.523,7.862,0.006
29,9.369,3.878,8.01,5.282
30,7.424,0.357,2.687,5.604
31,0.248,1.079,8.295,5.899
32,3.007,4.679,8.479,2.896
33,0.881,6.301,0.041,3.915
34,9.414,7.223,6.961,7.846
35,1.797,5.159,6.494,9.436
36,8.112,9.697,2.874,6.521
37,1.955,5.853,2.474,5.456
38,4.651,4.159,8.446,6.61
39,1.394,9.061,0.269,2.959
40,6.829,6.853,0.552,0.59
41,2.969,6.119,7.844,7.957
42,9.529,3.633,6.867,5.472
43,9.395,7.287,6.374,0.896
44,4.183,6.542,1.665,5.024
45,0.183,0.724,6.79,3.814
46,5.592,4.921,1.782,3.068
47,2.278,4.343,1.155,9.993
48,6.27,4.549,0.627,6.238
49,9.977,1.86,8.219,3.023
50,7.068,6.409,3.763,9.187
51,6.772,4.59,1.268,6.369
52,5.281,1.894,6.691,9.348
53,5.57,3.162,3.706,1.554
54,9.861,0.452,4.314,6.209
55,6.813,7.969,8.156,9.208
56,3.791,1.815,8.5,6.191
57,7.91,2.238,9.128,5.339
58,9.78,6.48,6.099,3.358
59,4.729,8.827,1.906,7.59
60,1.431,2.238,7.421,2.787
61,8.417,8.257,7.513,9.997
62,6.188,0.386,1.045,0.177
63,4.923,2.514,7.532,5.355
64,0.343,0.875,2.173,9.184
65,8.616,8.905,1.427,4.04
66,8.989,5.635,8.401,8.495
67,3.205,4.151,8.722,4.451
68,2.058,1.926,7.504,8.591
69,9.072,7.271,3.568,1.342
70,6.327,7.202,6.018,1.337
71,3.508,0.455,9.514,9.344
72,4.693,9.87,3.877,0.134
73,3.826,5.832,8.396,6.678
74,4.223,4.314,6.618,0.69
75,2.928,7.947,5.783,4.866
76,5.164,5.865,5.637,4.371
77,5.301,6.979,9.615,1.515
78,8.183,2.507,3.793,8.902
79,2.259,9.375,5.925,2.815
80,3.215,0.992,6.879,6.653
81,2.504,7.984,7.73,4.799
82,7.802,3.456,8.688,1.744
83,6.073,5.081,3.643,1.239
84,0.251,9.908,6.465,3.785
85,4.58,9.977,0.697,2.182
86,3.403,9.788,7.483,6.549
87,1.477,8.807,9.092,1.928
88,5.804,3.272,5.081,1.984
89,7.516,1.397,1.622,3.965
90,3.774,2.363,1.489,3.427
91,3.967,4.185,2.066,4.54
92,1.278,9.967,9.596,8.129
93,1.244,3.039,5.463,0.127
94,5.767,5.027,2.276,4.172
95,5.259,4.468,8.275,6.009
96,9.173,1.613,3.566,0.518
97,1.866,1.01,4.144,3.159
98,0.808,1.011,8.302,1.906
99,0.788,9.305,4.801,3.24
100,8.357,6.823,7.289,6.18
101,1.581,8.276,7.76,7.496
102,2.417,5.823,3.769,7.221
103,6.946,9.878,2.547,9.104
104,3.862,9.46,4.101,8.324
105,3.77,0.741,1.657,2.097
106,6.837,3.365,1.731,2.29
107,9.541,2.239,5.748,8.051
108,4.237,1.521,1.961,1.188
109,5.664,6.155,0.846,7.132
110,6.818,9.881,9.857,0.712
111,0.089,3.007,8.112,3.469
112,3.946,9.314,8.646,7.097
113,4.461,3.629,0.342,3.667
114,2.934,1.171,9.569,0.106
115,6.975,0.423,3.49,7.927
116,4.076,1.337,7.522,3.915
117,2.478,8.322,4.788,0.804
118,3.724,8.139,6.775,4.047
119,4.174,1.407,2.395,4.831
120,3.27,4.821,8.841,5.916
121,8.87,4.198,1.003,0.093
122,0.923,5.842,1.579,8.687
123,3.344,2.258,3.839,5.194
124,8.956,1.676,3.931,0.796
125,9.341,2.557,6.404,0.967
126,5.81,6.417,6.395,7.672
127,8.64,3.413,3.022,3.051
128,3.369,7.391,0.947,6.817
129,6.777,7.835,2.088,7.133
130,9.511,1.692,6.475,1.747
131,6.328,0.206,9.62,3.198
132,6.212,0.13,5.079,4.362
133,2.406,0.947,4.239,2.043
134,0.742,6.342,5.806,9.151
135,9.377,9.327,0.148,0.829
136,7.945,9.396,2.09,2.958
