angle,pol_0,pol_45,pol_90,pol_135
0,4.847,6.079,8.136,9.06
1,5.785,0.429,4.452,7.154
2,5.953,5.926,5.666,4.023
3,7.442,2.256,8.139,3.858
4,6.629,9.358,3.563,0.893
5,9.541,0.413,5.8,1.667
6,8.365,2.59,3.648,8.053
7,2.222,4.853,8.765,1.381
8,3.087,8.809,1.925,8.734
9,0.201,5.57,1.189,7.323
10,3.394,8.955,0.959,2.49
11,9.851,7.092,0.625,6.519
12,3.048,7.026,3.775,6.624
13,7.955,1.235,1.681,5.337
14,2.785,4.492,5.098,3.883
15,0.731,2.457,6.505,2.373
16,8.559,9.283,5.77,7.062
17,9.312,6.505,1.449,6.78
18,2.869,6.031,0.072,3.81
19,9.653,5.439,0.644,8.227
20,8.308,5.588,8.412,5.289
21,0.665,5.27,8.344,1.056
22,1.623,8.767,4.275,2.277
23,3.81,3.522,6.209,5.36
24,2.055,8.461,9.88,2.476
25,9.817,9.374,8.604,2.035
26,7.08,9.623,3.959,1.503
27,5.602,7.388,1.181,1.182
28,7.176,5.681,2.35,1.523
29,3.333,1.862,3.558,2.409
30,2.492,9.923,7.335,3.484
31,7.255,0.191,8.756,9.296
32,7.452,2.445,4.559,4.042
33,2.431,3.569,9.673,7.939
34,7.492,5.361,3.773,2.005
35,8.981,8.79,3.958,2.154
36,5.512,1.558,3.564,5.798
37,9.55,2.478,7.771,8.016
38,1.148,6.657,0.196,1.727
39,9.924,7.082,3.515,1.307
40,0.664,1.087,8.269,6.989
41,2.984,9.693,7.619,7.712
42,1.279,5.885,9.779,9.136
43,1.752,7.675,9.218,2.966
44,2.479,1.803,2.193,4.221
45,3.727,9.371,1.132,6.523
46,5.288,3.296,6.858,9.764
47,0.519,1.839,6.497,9.56
48,9.718,2.393,6.911,0.247
49,7.417,3.997,1.545,5.276
50,6.729,2.224,1.799,8.913
51,9.002,9.673,1.936,1.194
52,9.687,1.6,1.316,9.354
53,9.693,0.126,5.837,0.445
54,6.7,8.711,5.761,6.495
55,0.43,0.728,9.948,7.514
56,2.623,4.499,7.546,7.355
57,7.133,7.104,2.337,1.068
58,4.57,1.965,5.34,0.921
59,3.232,2.197,1.435,1.119
60,9.92,2.734,2.052,1.933
61,5.171,8.628,2.283,0.33
62,6.728,4.649,7.987,2.801
63,5.617,0.767,8.758,8.155
64,2.02,1.819,5.569,2.212
65,2.858,3.61,7.805,0.187
66,7.583,8.845,2.326,5.8
67,6.682,9.739,3.399,3.761
68,3.962,8.451,8.872,3.361
69,6.033,3.211,1.693,0.736
70,1.979,1.858,5.863,7.707
71,0.494,3.177,8.625,8.024
72,8.674,6.404,4.49,6.978
73,0.331,6.295,0.884,4.503
74,9.587,8.405,4.663,1.811
75,7.868,6.648,8.84,7.577
76,0.697,2.969,9.986,6.099
77,4.482,7.351,2.55,2.36
78,5.933,8.49,9.691,3.246
79,1.81,9.804,9.419,1.533
80,1.328,2.326,1.481,2.414
81,8.164,7.445,7.807,8.41
82,9.706,2.916,7.942,4.491
83,9.956,7.001,2.088,8.236
84,9.857,7.963,5.773,4.114
85,7.985,2.884,7.006,0.203
86,9.327,7.781,8.374,2.05
87,3.273,7.7,6.245,2.609
88,3.23,2.953,6.263,9.39
89,5.788,5.934,1.925,9.388
90,7.272,3.885,4.204,4.527
91,3.764,3.997,6.154,7.719
92,8.408,1.886,5.702,8.299
93,9.472,5.731,7.379,5.009
94,2.615,7.868,2.817,0.128
95,2.8,2.372,9.618,8.172
96,4.843,9.528,9.116,2.001
97,1.83,6.431,2.486,0.61
98,8.392,3.585,4.491,4.251
