angle,pol_0,pol_45,pol_90,pol_135
0,1.29,3.525,1.286,0.335
1,0.056,5.125,0.134,3.596
2,5.041,4.03,9.26,1.45
3,3.23,7.973,7.063,6.002
4,1.82,0.55,1.044,6.189
5,2.485,6.482,4.976,1.514
6,9.871,0.056,9.687,2.565
7,1.645,5.599,5.804,8.271
8,8.578,7.305,4.459,1.57
9,5.231,8.25,9.426,8.365
10,9.011,8.087,9.537,3.495
11,1.472,1.676,4.53,6.926
12,2.809,8.356,3.471,9.82
13,4.538,6.804,5.369,8.292
14,9.667,6.686,0.782,1.681
15,0.811,5.856,0.764,9.13
16,4.937,9.489,7.667,3.344
17,2.459,1.905,7.185,7.829
18,1.373,0.409,7.381,3.792
19,8.361,4.791,8.594,5.197
20,6.62,1.97,2.897,5.318
21,6.201,6.507,5.073,7.395
22,2.622,9.056,6.15,6.562
23,0.206,4.491,4.34,7.614
24,2.735,2.689,2.123,5.158
25,8.044,0.642,3.12,6.935
26,7.221,9.189,4.991,6.896
27,7.982,0.44,2.785,3.685
28,1.22,1.125,7.508,0.665
29,4.922,1.134,1.957,2.901
30,0.731,1.44,3.43,8.535
31,1.359,4.959,8.312,5.223
32,5.728,8.312,8.185,4.41
33,2.411,2.792,6.063,3.87
34,4.805,8.59,6.721,0.931
35,6.184,1.68,4.725,3.084
36,5.245,0.659,4.584,3.559
37,6.912,7.577,5.658,7.97
38,5.462,6.874,0.788,0.661
39,7.037,1.34,2.468,5.669
40,6.66,8.384,8.938,6.006
41,5.717,0.336,3.24,1.296
42,4.294,7.411,8.161,8.588
43,1.799,2.925,5.732,3.871
44,7.041,7.592,0.337,8.77
45,5.872,0.965,2.402,4.151
46,2.18,1.691,3.435,8.075
47,0.553,7.215,7.76,8.428
48,0.051,7.142,7.572,5.205
49,5.546,5.208,3.331,7.817
50,3.555,9.659,7.275,3.19
51,5.163,0.127,2.481,0.63
52,5.512,8.707,2.889,0.359
53,7.353,9.076,4.229,9.66
54,4.82,3.347,6.765,9.171
55,4.872,1.527,5.521,8.543
56,6.62,4.448,7.283,9.015
57,5.488,1.549,4.954,1.146
58,7.317,0.654,8.477,4.106
59,0.485,3.082,4.421,5.23
60,5.028,3.727,7.867,9.647
61,1.795,7.92,2.047,8.795
62,3.044,0.277,6.455,8.187
63,5.669,3.576,6.989,8.411
64,8.033,0.386,8.21,5.879
65,9.388,3.679,3.668,6.673
66,1.409,0.302,2.502,4.033
67,6.237,3.65,0.9,6.949
68,5.685,7.054,4.39,9.527
69,2.716,7.232,6.329,3.782
70,8.502,7.453,3.357,4.325
71,9.579,8.005,8.136,5.412
72,7.402,9.221,5.997,0.53
73,1.031,5.358,0.547,4.613
74,5.552,0.152,4.655,6.782
75,7.638,0.777,4.044,0.479
76,8.105,0.206,7.114,0.639
77,3.918,6.217,6.342,1.346
78,3.674,2.5,9.107,9.776
79,9.02,1.913,1.592,1.766
80,4.478,1.159,7.996,1.832
81,6.476,7.137,4.161,2.581
82,2.113,1.355,5.902,8.45
83,8.218,8.585,0.322,3.109
84,9.114,2.813,1.253,5.806
85,5.315,2.778,2.125,0.541
86,5.994,4.134,8.676,7.172
87,0.614,1.39,9.999,7.656
88,3.631,0.586,8.479,5.867
89,7.665,8.107,0.108,3.019
90,8.793,5.847,0.197,5.281
91,8.524,4.565,5.652,8.254
92,8.784,9.296,5.905,9.715
93,2.699,7.521,7.274,5.035
94,3.767,8.0,8.238,9.67
95,7.172,2.543,4.39,2.068
96,3.409,7.056,0.09,2.183
97,7.407,6.566,8.552,9.879
98,3.556,4.513,3.676,7.805
99,7.644,8.154,1.162,1.487
100,9.574,2.792,5.25,7.851
101,2.95,6.368,9.924,8.113
102,8.788,7.259,9.13,3.946
103,5.192,1.848,0.218,9.477
104,9.016,6.849,4.412,5.181
105,9.977,3.272,5.251,1.65
106,4.427,2.613,3.613,6.832
107,9.05,9.347,9.06,9.849
108,1.43,6.095,2.779,3.824
109,6.756,3.953,8.018,1.942
110,1.638,3.6,6.296,5.226
111,2.038,9.657,3.019,7.384
112,8.29,3.97,0.95,5.8
113,4.996,4.881,9.976,1.209
114,5.996,1.916,9.697,4.942
115,7.261,8.513,5.262,1.734
116,5.186,7.098,9.107,9.364
117,2.231,6.019,2.623,5.621
118,9.592,0.313,7.871,2.219
119,1.092,3.977,7.705,6.826
120,5.105,9.581,7.422,1.746
121,8.393,9.687,4.73,9.125
122,7.509,7.29,4.164,8.009
123,2.379,9.909,8.185,4.437
124,9.029,4.524,1.546,4.001
125,2.646,9.947,6.802,4.155
126,6.494,5.744,6.415,8.877
127,1.573,6.829,7.321,0.39
128,1.039,4.283,4.337,3.143
129,0.144,0.662,3.319,3.347
130,3.122,7.615,7.435,0.899
131,6.839,6.26,5.091,2.774
132,7.928,5.151,0.841,7.258
133,9.908,9.758,4.841,2.559
