angle,pol_0,pol_45,pol_90,pol_135
0,1.192,4.342,8.753,4.321
1,4.94,7.64,8.45,1.943
2,9.411,9.863,2.699,3.324
3,8.205,3.698,6.324,3.102
4,2.73,3.424,1.34,9.119
5,0.684,5.836,0.346,2.827
6,2.228,7.832,8.728,9.946
7,8.079,2.225,3.088,7.113
8,3.019,2.595,1.802,1.074
9,5.095,5.24,4.021,1.519
10,0.383,9.856,5.862,7.591
11,9.522,3.698,3.105,8.355
12,5.887,7.925,2.896,5.677
13,3.834,0.343,5.344,8.461
14,5.409,1.725,7.029,9.31
15,8.767,2.67,9.882,9.363
16,0.061,1.388,2.97,2.089
17,6.801,5.866,2.613,7.51
18,6.44,6.308,4.145,7.595
19,3.44,6.587,7.902,0.311
20,1.391,7.396,6.298,4.012
21,1.15,3.974,3.936,5.676
22,0.546,3.807,2.885,3.022
23,7.736,9.136,1.558,3.096
24,8.385,5.548,8.898,1.882
25,2.08,4.013,8.571,5.789
26,5.402,2.425,5.814,7.115
27,2.745,5.305,3.888,2.368
28,8.969,0.903,5.305,7.261
29,3.71,3.475,4.162,2.998
30,4.661,4.411,1.08,1.099
31,9.24,2.911,2.722,3.184
32,8.721,4.606,0.26,3.771
33,1.503,2.866,1.232,9.453
34,1.311,3.329,7.003,5.981
35,3.687,9.929,9.415,7.282
36,1.456,1.635,9.482,0.74
37,9.774,8.67,6.957,3.978
38,7.718,2.931,1.885,9.102
39,9.279,3.081,7.023,6.048
40,2.946,8.037,6.39,1.234
41,7.355,7.944,4.935,2.743
42,7.871,8.868,7.717,6.935
43,2.773,5.747,4.699,2.87
44,2.318,2.706,4.473,0.087
45,6.319,2.479,1.652,6.926
46,7.926,6.242,3.564,3.612
47,5.733,7.539,9.187,7.432
48,0.791,6.733,8.23,3.404
49,6.452,4.229,3.491,4.499
50,9.624,2.085,4.706,5.047
51,1.791,7.742,3.093,8.241
52,6.21,4.191,2.848,8.273
53,4.964,2.129,3.87,7.601
54,8.071,5.445,3.621,2.925
55,2.454,0.581,4.166,1.491
56,6.68,7.524,9.324,9.914
57,3.869,7.164,5.605,9.683
58,7.68,6.215,4.56,9.269
59,5.436,6.913,8.847,6.571
60,6.263,5.962,7.474,8.937
61,8.62,1.381,9.069,5.776
62,6.495,2.161,7.906,7.94
63,2.498,5.328,4.3,2.941
64,4.222,7.212,2.078,6.96
65,7.776,9.841,6.646,1.267
66,9.687,8.372,0.648,4.025
67,7.601,7.059,6.482,9.565
68,6.967,4.577,2.331,3.14
69,4.269,6.966,1.988,1.384
70,2.51,3.058,2.026,5.188
71,9.453,7.91,7.297,1.13
72,4.004,2.099,1.592,1.794
73,9.308,8.713,5.949,9.028
74,5.555,2.73,9.908,9.492
75,2.902,1.97,6.785,8.745
76,3.518,6.27,4.572,7.523
77,7.621,7.118,2.553,6.221
78,9.62,3.498,5.22,6.339
79,1.471,2.362,0.859,5.416
80,9.76,2.47,7.399,8.328
81,6.53,9.068,1.093,8.378
82,5.244,0.734,0.01,9.381
83,0.212,5.326,9.347,9.37
84,4.525,2.678,5.355,7.691
85,8.646,2.552,7.808,8.47
86,5.689,0.11,9.945,2.23
87,3.389,5.745,3.546,0.915
88,4.453,3.996,2.187,1.6
89,0.797,8.578,3.722,5.106
90,8.628,5.549,8.809,8.056
91,0.197,3.46,9.438,3.261
92,5.478,9.971,9.182,3.636
93,8.762,7.228,4.763,4.223
94,6.851,3.461,1.85,1.928
95,1.699,2.347,3.845,5.226
96,5.013,8.461,5.997,1.835
97,0.202,1.971,5.654,7.258
98,2.928,5.532,4.883,6.032
99,8.988,5.949,2.491,1.331
100,5.444,5.882,2.032,4.84
101,3.455,7.854,7.888,7.047
102,0.043,3.087,1.703,0.571
103,9.725,8.275,3.374,9.708
104,1.441,3.01,2.44,8.726
105,1.628,6.904,3.381,7.651
106,2.684,5.78,6.265,1.373
107,5.405,3.358,0.171,9.583
108,0.054,8.182,3.577,2.241
109,4.543,4.728,2.582,5.398
110,2.731,7.121,7.267,9.399
111,0.145,9.054,1.902,6.115
112,7.211,5.736,2.271,6.396
113,8.912,2.554,2.328,3.801
114,1.881,1.45,6.548,0.267
115,0.071,5.6,2.147,4.049
116,4.484,2.622,4.235,8.205
117,1.386,4.254,0.473,5.82
118,5.36,0.409,6.624,0.828
119,0.031,0.829,7.461,4.176
120,0.327,5.825,5.79,7.45
121,9.169,7.52,6.305,1.109
122,7.229,6.635,2.716,8.978
123,0.862,4.028,4.346,0.18
124,5.53,0.672,8.722,8.401
125,2.104,6.996,7.394,8.629
126,8.201,9.682,3.564,8.885
127,6.297,7.97,7.658,3.026
128,1.966,1.234,2.851,8.246
129,6.9,1.846,8.841,1.902
130,2.482,8.306,3.406,0.499
131,0.923,3.156,3.766,5.924
132,5.739,0.147,3.112,2.506
133,5.245,4.351,2.506,9.928
134,4.621,1.812,1.999,8.899
135,1.062,3.991,6.254,5.481
136,0.542,8.607,7.863,7.488
137,0.836,4.335,5.132,5.529
138,7.571,5.044,8.145,9.922
139,2.396,9.953,3.131,0.987
140,8.368,0.138,7.258,7.076
141,0.106,4.41,9.831,2.178
142,6.312,6.616,0.167,7.628
143,3.782,6.608,2.724,0.506
144,0.215,5.094,2.874,5.294
145,8.835,1.845,9.619,7.155
146,3.98,1.297,5.897,9.583
147,7.184,5.4,8.836,6.024
148,5.456,3.443,0.153,0.655
149,8.712,7.168,3.231,1.148
150,8.679,7.477,6.598,9.652
151,3.599,7.076,8.957,1.088
152,6.241,6.316,0.707,9.945
153,2.578,0.365,2.459,6.477
154,7.061,0.952,8.85,8.851
155,8.614,2.76,4.363,0.689
156,1.833,4.001,3.407,5.082
157,0.098,6.066,0.64,1.618
158,7.449,0.723,3.622,0.207
159,9.228,0.838,5.072,1.709
160,4.686,6.155,0.929,3.459
161,5.763,8.089,5.356,5.098
162,7.43,2.122,9.859,3.06
163,9.564,5.332,6.228,9.292
164,8.351,4.075,2.81,0.286
165,8.687,7.782,2.461,1.725
166,3.716,4.351,6.187,4.171
167,1.115,1.911,3.131,4.843
168,3.113,5.264,3.33,5.52
169,5.653,7.004,8.951,1.444
170,5.631,5.832,4.478,4.846
171,0.969,2.316,8.941,8.109
172,5.967,2.737,3.765,3.591
173,2.071,6.406,8.334,8.335
174,6.299,3.865,7.316,6.33
175,4.139,4.801,2.97,5.65
176,4.456,1.661,5.624,7.151
177,7.783,6.692,4.572,8.718
178,2.674,6.195,7.434,4.985
179,3.283,4.594,1.942,4.781
180,9.715,2.795,1.017,7.425
181,0.552,4.451,2.482,1.755
182,9.87,5.51,6.516,0.704
183,7.007,9.981,0.347,5.892
184,4.962,2.537,7.336,7.898
185,5.202,9.194,8.024,1.951
186,1.087,6.018,2.288,8.655
187,6.858,3.655,1.026,6.048
188,9.329,4.012,7.119,5.87
189,0.1,2.869,7.82,8.056
190,8.766,1.208,8.689,8.071
191,2.029,6.086,3.575,3.168
192,5.453,2.29,3.531,3.573
193,4.811,9.139,2.498,7.876
194,0.492,5.11,1.307,6.074
195,7.382,7.751,1.783,6.149
196,9.94,3.143,2.825,2.539
197,7.838,9.004,5.254,0.777
198,2.108,2.957,8.879,8.312
199,7.23,3.103,0.744,4.289
200,0.258,4.28,2.356,8.052
201,2.562,4.962,3.273,9.574
202,2.658,5.675,0.704,5.202
203,0.135,7.098,1.94,0.426
204,8.404,6.508,0.368,0.244
205,9.122,9.259,1.225,8.756
206,8.406,5.185,9.624,0.633
207,8.451,7.021,0.806,1.491
208,3.366,8.321,5.216,6.111
209,7.579,3.033,4.605,7.356
210,8.48,1.609,1.268,2.846
211,1.102,1.44,2.529,5.737
212,7.606,2.784,0.749,4.226
213,0.299,6.267,1.35,0.863
214,5.025,2.008,7.733,9.787
215,3.827,9.891,3.372,1.649
216,2.441,8.716,2.141,3.085
217,7.876,4.813,1.494,6.176
218,8.866,0.106,2.043,7.179
219,5.663,8.56,5.741,7.183
220,5.359,9.479,8.429,3.812
221,3.922,6.685,9.062,8.388
222,7.944,8.877,7.759,2.268
223,8.644,4.012,2.471,9.759
224,8.124,4.862,4.538,7.724
225,0.367,5.373,1.311,4.327
226,0.418,7.303,4.646,8.803
227,3.93,0.799,7.109,9.955
228,8.839,9.939,6.356,3.362
229,4.08,8.385,1.474,0.805
230,4.324,9.522,9.859,2.548
231,3.548,7.686,2.345,4.093
232,4.663,4.445,1.139,1.596
233,6.024,6.16,0.221,9.108
234,7.291,1.389,9.194,0.323
235,3.553,6.636,4.35,7.177
236,8.613,0.631,0.532,9.044
237,2.55,3.892,3.214,7.408
238,0.818,6.151,7.256,3.293
239,5.702,4.933,5.557,2.894
240,1.761,8.544,1.239,5.481
241,3.83,4.531,6.764,5.145
242,5.498,2.369,7.495,4.956
243,0.165,6.603,1.054,7.249
244,9.351,9.219,1.084,8.845
245,6.117,1.784,3.772,0.819
246,4.21,7.441,9.995,7.879
247,1.47,3.208,7.702,1.41
248,8.523,1.656,0.202,6.656
249,2.211,2.615,8.84,0.233
250,4.954,4.299,1.887,3.362
251,7.505,1.636,5.636,7.872
252,5.209,2.71,2.61,6.467
253,6.171,3.992,3.527,3.978
254,4.982,7.374,6.342,6.855
255,3.399,3.1,3.718,3.127
256,7.916,2.864,9.873,3.789
257,5.651,1.379,0.574,8.969
258,0.174,1.298,0.05,1.281
259,2.18,2.784,6.767,8.803
260,4.442,3.749,3.163,4.655
261,8.222,5.423,0.824,5.849
262,0.126,8.754,7.054,3.053
263,4.85,6.399,9.287,2.613
264,0.171,4.021,8.736,2.818
265,9.655,6.281,0.826,1.657
266,9.799,4.585,7.937,5.292
267,0.622,0.576,6.588,3.042
268,7.752,6.441,0.486,6.312
269,2.342,2.891,8.85,7.361
270,1.614,6.804,8.669,9.455
271,8.744,4.975,4.902,6.069
272,9.71,2.371,5.19,2.547
273,8.614,3.364,1.661,6.333
274,5.32,3.662,7.937,6.552
275,4.262,9.853,5.973,7.702
276,2.387,0.118,1.155,9.174
277,1.8,4.195,5.382,0.511
278,9.869,1.886,8.551,3.582
279,9.239,8.29,9.364,7.018
280,5.648,7.488,6.273,1.387
281,5.217,0.449,7.153,2.32
282,3.311,1.864,8.419,2.495
283,0.926,9.262,0.441,8.602
284,1.854,8.175,1.755,7.041
285,1.273,5.331,9.917,3.458
286,6.579,2.806,1.595,3.324
287,4.461,0.832,8.878,7.492
288,1.206,7.541,3.166,2.693
289,7.009,0.577,0.255,1.153
290,8.257,9.739,5.569,5.393
291,6.895,2.25,9.395,4.812
292,2.68,7.404,0.698,5.221
293,1.963,4.05,5.482,7.221
294,9.668,7.495,4.491,9.298
295,0.094,6.919,3.214,9.325
296,0.94,7.944,1.126,4.992
297,4.808,4.969,7.004,7.333
298,0.233,1.695,1.954,8.21
299,2.559,6.801,9.7,9.805
300,3.735,6.015,8.034,5.394
301,8.874,7.174,8.63,3.501
302,0.67,1.028,7.15,1.892
303,8.272,9.741,1.653,3.977
304,8.678,6.437,8.998,0.333
305,6.427,7.728,0.334,1.625
306,9.924,4.325,0.612,3.941
307,2.208,2.838,6.779,8.539
308,6.548,5.724,1.538,6.291
309,5.911,3.533,9.946,6.219
310,6.678,0.241,7.906,0.546
311,0.652,8.607,9.05,6.374
312,8.851,3.365,4.161,3.72
