angle,pol_0,pol_45,pol_90,pol_135
0,9.199,9.775,4.442,8.416
1,6.955,5.621,4.836,1.853
2,7.669,9.907,4.367,2.789
3,5.555,2.872,0.47,8.419
4,6.394,2.02,3.123,6.173
5,9.664,9.081,7.134,9.34
6,1.919,4.278,8.781,1.901
7,7.835,1.855,0.055,1.227
8,7.315,6.667,1.608,5.393
9,2.102,2.514,4.458,4.468
10,3.264,1.455,4.014,3.871
11,5.295,2.006,4.971,6.513
12,2.903,6.085,2.313,0.648
13,8.699,6.013,1.361,6.381
14,1.856,5.574,4.563,9.455
15,3.005,3.558,7.759,1.229
16,3.25,8.859,2.163,4.97
17,6.549,0.766,8.74,6.205
18,4.976,2.181,8.691,6.537
19,3.221,6.234,3.079,9.514
20,5.647,4.072,0.26,4.647
21,7.188,4.954,4.46,1.826
22,5.24,7.62,2.195,7.003
23,6.594,1.864,5.575,3.616
24,6.523,2.602,5.361,4.305
25,2.926,4.784,7.022,7.409
26,1.628,7.246,6.981,2.302
27,3.209,6.78,9.443,8.083
28,1.873,0.142,0.186,1.046
29,3.871,0.459,6.696,6.413
30,3.439,6.306,8.448,4.664
31,8.444,3.355,5.935,1.381
32,3.382,5.86,5.365,3.12
33,9.653,4.346,3.552,1.269
34,0.973,7.172,8.586,0.828
35,4.335,8.693,6.935,2.404
36,2.359,1.358,2.498,0.88
37,0.988,7.038,8.669,0.713
38,8.082,8.647,1.755,6.763
39,6.278,3.764,8.712,6.745
40,4.741,8.284,1.529,5.208
41,6.761,8.559,2.176,0.91
42,4.236,8.749,9.604,9.021
43,6.52,1.981,7.994,9.568
44,3.335,6.241,8.139,3.507
45,0.89,4.57,1.201,8.651
46,7.553,5.761,9.884,0.071
47,1.022,6.94,8.26,6.749
48,5.211,5.601,2.088,1.492
49,3.033,3.45,1.011,6.562
50,5.726,6.879,1.032,4.729
51,8.942,1.984,3.899,8.337
52,7.527,4.628,6.75,7.251
53,9.809,3.704,2.009,5.04
54,8.45,1.586,1.039,7.045
55,8.846,2.6,7.119,1.364
56,9.988,1.954,1.445,4.233
57,0.341,8.644,4.86,1.82
58,2.603,1.393,5.215,8.248
59,7.73,8.138,3.04,8.151
60,1.967,4.803,2.914,8.042
61,6.556,3.7,2.749,5.166
62,6.724,1.839,3.736,8.654
63,5.308,9.978,6.88,5.876
64,2.881,3.441,3.702,9.806
65,1.918,3.646,1.032,8.669
66,0.724,7.587,6.437,0.474
67,8.745,0.496,4.478,4.578
68,1.183,6.224,0.922,9.244
69,0.324,2.866,6.06,1.26
70,6.641,8.496,3.215,2.751
71,7.003,8.85,8.267,3.662
72,2.847,2.51,4.429,4.265
73,4.472,6.074,5.534,8.852
74,7.825,9.049,9.06,5.893
75,5.708,2.446,7.686,5.83
76,3.168,2.577,3.46,8.932
77,6.137,7.789,6.164,8.048
78,4.437,0.473,5.499,2.269
79,1.645,2.803,3.977,6.824
80,6.702,7.095,3.71,3.974
81,4.015,6.441,8.826,7.997
82,8.264,8.658,5.539,4.73
83,4.646,5.944,8.066,0.38
84,1.029,4.17,7.287,0.106
85,2.263,6.52,5.813,2.732
86,8.222,5.365,6.351,9.716
87,3.11,3.918,3.087,2.244
88,3.398,3.883,3.142,0.227
89,9.378,9.784,2.73,8.991
90,5.48,0.11,4.494,7.529
91,1.302,7.861,1.447,5.556
92,4.197,5.606,7.708,2.436
93,0.279,1.139,8.194,7.881
94,2.555,1.119,4.422,7.372
95,4.801,2.04,2.132,2.501
96,5.389,8.192,3.4,9.795
97,0.542,3.436,6.207,1.55
98,4.797,2.756,3.807,7.787
99,1.965,2.191,6.383,8.019
100,0.708,1.384,7.223,6.955
101,4.133,0.967,0.597,5.077
102,2.215,1.387,7.605,9.287
103,5.424,3.313,4.739,6.853
104,2.004,1.0,4.103,3.585
105,0.189,3.286,3.534,3.123
106,7.446,4.391,9.935,2.188
107,5.802,3.079,9.445,8.044
108,2.418,1.344,2.147,3.162
109,8.287,6.128,7.144,2.346
110,6.581,0.831,9.69,9.006
111,6.417,7.169,7.662,9.067
112,3.599,4.97,1.714,7.286
113,3.212,2.221,3.31,4.629
114,0.069,2.285,4.83,9.272
115,8.323,7.553,5.095,2.232
116,0.318,8.851,7.662,5.788
117,1.786,4.152,2.352,1.125
118,8.377,4.339,0.911,0.682
119,2.53,4.411,3.573,3.967
120,0.067,9.392,4.243,1.792
121,2.571,1.15,5.455,2.625
122,1.925,7.691,1.378,4.511
123,6.463,3.831,5.343,4.544
124,9.025,6.327,2.185,5.84
125,3.763,1.736,4.293,2.225
126,0.946,8.875,6.71,0.926
127,7.842,0.616,1.158,6.393
128,4.183,4.496,0.014,1.348
129,1.54,4.017,0.784,1.356
130,0.986,3.806,2.42,2.704
131,8.478,1.362,2.291,5.799
132,0.713,3.34,1.426,4.45
133,2.504,6.187,7.907,7.511
134,8.968,3.332,8.458,8.96
135,9.243,7.279,9.775,1.984
136,0.808,2.157,8.674,0.226
137,6.871,9.982,6.672,1.183
138,0.667,9.181,1.885,8.511
139,2.712,2.16,4.449,1.439
140,2.468,8.422,4.89,2.391
141,9.257,4.949,0.642,6.537
142,9.722,8.621,9.922,2.917
143,2.563,3.757,1.237,1.087
144,0.755,9.489,5.026,1.074
145,1.455,4.47,5.643,1.313
146,3.194,4.931,7.292,6.184
147,9.959,1.348,0.135,0.436
148,5.085,4.906,4.834,6.052
149,6.724,2.542,3.865,7.798
150,6.642,1.374,2.227,1.654
151,3.005,8.563,5.726,7.434
152,2.552,9.158,2.748,0.217
153,4.935,6.793,5.181,3.952
154,0.416,2.468,3.653,1.784
155,2.501,3.613,9.467,8.201
156,7.306,1.142,9.161,8.044
157,1.953,5.226,4.324,2.373
158,0.98,6.646,8.747,8.906
159,4.091,1.896,1.962,4.372
160,2.282,9.551,3.52,3.297
161,0.867,8.919,3.279,3.894
162,6.305,7.651,4.052,5.106
163,1.99,3.674,8.515,6.191
164,7.744,2.866,2.624,4.07
165,2.541,2.877,5.926,4.696
166,5.472,1.396,8.017,6.073
167,9.079,9.753,6.816,0.985
168,2.08,3.011,0.047,0.354
169,8.908,1.92,2.847,0.647
170,6.298,1.859,0.317,5.926
171,1.753,2.249,7.178,7.548
172,3.685,2.016,0.656,2.205
173,4.277,7.966,2.225,2.084
174,4.407,2.833,0.12,2.388
175,5.862,6.568,0.818,2.086
176,1.561,5.444,3.938,7.994
177,4.889,2.79,3.07,1.459
178,2.292,9.838,7.29,4.539
179,1.405,2.897,9.972,2.781
180,4.768,7.925,4.975,1.246
181,3.239,2.937,2.648,1.726
182,6.542,7.854,7.725,4.451
183,7.606,1.519,9.028,5.264
184,9.397,3.099,0.266,7.046
185,9.878,1.102,7.096,3.722
186,2.769,8.566,3.935,3.606
187,2.573,5.768,0.392,1.44
188,9.213,6.952,9.786,0.249
189,0.459,0.133,9.869,3.012
190,6.145,6.504,6.189,9.188
191,0.549,3.045,5.149,9.279
192,9.615,8.453,0.089,2.709
193,1.148,9.844,0.677,8.83
194,5.601,8.125,2.514,7.022
195,0.612,5.729,6.886,9.687
196,8.987,9.018,1.336,2.612
197,0.398,5.471,5.95,9.489
198,4.416,6.448,3.828,4.852
199,3.991,7.97,2.539,5.238
200,7.127,2.703,8.688,3.627
201,8.396,5.542,0.552,8.43
202,7.322,2.659,1.622,4.345
203,2.784,6.037,3.885,7.271
204,0.621,7.573,2.225,3.508
205,1.728,0.034,1.322,9.571
206,9.871,2.735,1.491,2.668
207,9.557,6.622,2.546,8.019
208,6.713,5.758,4.23,6.412
209,5.575,4.181,6.835,7.487
210,6.241,2.908,1.657,4.163
211,5.952,6.55,3.944,1.518
212,5.202,7.564,6.26,7.615
213,1.421,2.297,2.133,1.711
214,9.858,4.824,6.704,5.0
215,3.138,2.988,0.822,7.934
216,9.102,3.586,6.787,4.683
217,0.244,9.37,6.155,2.691
218,2.005,8.73,0.967,4.938
219,2.2,3.024,9.747,8.977
220,6.441,9.655,9.075,1.755
221,9.222,0.63,1.459,1.823
222,2.28,7.367,2.646,4.59
223,8.399,2.652,3.357,3.066
224,1.648,6.493,3.998,2.853
225,1.789,0.76,4.818,1.284
226,9.553,1.81,8.573,4.166
227,4.379,7.793,8.254,2.574
228,0.365,5.575,7.494,8.287
229,6.701,5.457,2.565,6.819
230,2.746,9.357,5.056,8.599
231,7.066,3.407,6.739,8.947
232,0.287,2.602,8.723,2.676
233,2.785,2.602,8.608,3.907
234,2.513,4.451,0.29,7.932
235,4.591,9.536,5.225,4.983
236,6.611,2.976,6.068,4.713
237,7.655,8.388,7.882,2.362
238,4.523,3.899,3.208,1.714
239,3.652,5.099,0.75,7.988
240,5.157,2.24,4.943,8.075
241,8.72,3.878,3.164,6.624
242,1.354,6.677,7.006,6.591
243,6.201,6.117,6.017,6.728
244,1.136,7.177,9.114,9.817
245,8.447,8.297,0.875,5.168
246,3.489,9.152,2.017,0.931
247,6.344,0.259,0.501,4.024
248,4.653,0.694,1.484,4.05
249,4.846,5.067,0.047,4.098
250,2.934,6.666,6.053,7.198
251,5.39,6.798,6.396,0.398
252,3.965,2.807,7.899,4.592
253,2.556,6.344,0.371,1.715
254,7.297,1.834,2.862,5.028
255,7.858,4.79,9.677,4.375
256,1.012,5.093,6.577,3.053
257,9.543,4.944,3.39,7.459
258,3.685,6.451,6.677,9.115
259,6.766,0.447,5.844,1.622
260,6.382,5.438,5.622,0.43
261,5.554,6.726,5.603,7.49
262,3.98,0.793,1.757,4.728
263,1.073,9.816,4.673,8.987
264,0.615,2.829,9.652,1.739
265,3.808,9.275,5.041,5.695
266,1.816,0.544,5.038,0.796
267,7.95,7.24,3.206,9.627
268,9.648,5.592,3.085,1.823
269,4.693,3.225,3.059,9.443
270,9.845,4.062,8.38,9.52
271,9.5,1.47,0.191,6.015
272,4.765,0.218,6.386,3.808
273,5.136,5.81,4.949,6.258
274,1.258,0.448,4.979,2.555
275,1.368,4.612,9.408,7.48
276,6.884,5.809,6.924,7.918
277,5.506,1.452,2.03,2.409
278,9.473,3.205,4.178,2.541
279,8.112,2.015,0.894,6.189
280,0.548,7.163,3.205,5.96
281,8.404,9.957,9.629,9.558
282,6.634,3.916,0.73,3.075
283,2.077,3.592,7.899,4.529
284,5.973,6.485,6.373,9.689
285,5.226,6.244,5.304,0.869
286,2.675,4.32,9.486,4.809
287,9.155,1.797,0.093,9.676
288,2.753,8.195,9.525,6.07
289,6.824,4.462,2.117,0.3
290,6.928,1.45,2.897,5.859
291,1.996,4.074,2.806,6.193
292,3.447,0.223,8.668,8.513
293,2.883,2.374,5.027,8.633
294,0.477,0.119,7.003,3.993
295,5.019,6.664,9.172,8.178
296,0.845,7.194,9.931,9.42
297,0.65,6.006,4.132,6.982
298,0.71,6.718,8.681,4.433
299,1.577,6.412,8.058,7.877
300,8.513,6.969,0.971,1.001
301,3.416,7.058,4.99,1.078
302,1.929,6.433,6.109,5.679
303,8.074,2.804,9.539,2.61
304,8.338,7.749,5.572,7.632
305,3.051,6.759,4.357,3.663
306,2.593,6.602,3.956,4.492
307,6.819,1.945,0.999,0.339
308,9.764,8.219,4.548,1.855
309,7.025,3.309,9.283,6.085
310,3.232,4.422,1.898,6.249
311,3.917,8.852,3.508,0.738
312,9.847,2.949,6.744,5.861
313,7.784,7.72,3.794,9.029
314,0.973,3.122,6.477,2.737
315,4.864,4.567,1.733,4.159
316,2.638,7.814,0.173,0.598
317,5.988,0.203,7.203,4.81
318,6.294,2.571,7.527,0.616
319,2.657,7.09,8.612,9.815
320,7.835,9.865,9.421,2.032
321,3.758,6.74,9.439,5.569
322,2.688,0.858,8.299,2.844
323,4.786,5.33,6.139,3.384
324,4.614,1.79,9.052,1.126
325,8.897,6.293,1.127,9.805
326,4.095,5.424,9.118,1.333
327,6.316,8.962,0.411,0.38
328,3.922,9.296,3.792,0.243
329,1.028,7.945,7.846,9.48
330,8.651,5.216,0.129,4.238
331,8.465,6.343,9.604,4.574
332,2.092,4.869,2.324,3.578
333,1.17,4.441,1.46,6.042
334,5.863,1.73,3.112,6.075
335,8.919,8.18,1.153,2.932
336,8.771,3.988,9.276,2.476
337,8.694,6.999,5.786,6.66
338,3.96,5.128,5.757,8.656
339,9.797,7.556,3.811,2.044
340,7.509,3.425,7.927,0.192
341,1.211,7.132,3.324,3.545
342,5.891,6.85,5.832,8.995
343,8.548,4.391,0.587,1.097
344,8.151,2.037,5.917,9.192
345,1.419,5.084,3.727,9.362
346,5.05,4.108,3.791,5.171
347,2.53,9.455,3.128,1.451
348,4.69,5.926,6.713,6.444
349,0.096,5.527,3.602,8.8
350,8.849,2.493,8.325,7.617
351,0.195,5.073,1.549,5.031
352,4.475,9.061,6.305,4.571
353,9.503,2.214,0.73,1.5
354,9.317,8.254,9.226,8.158
355,0.641,9.237,1.621,4.842
356,7.323,9.608,8.289,1.597
357,6.235,3.457,9.03,7.028
358,4.507,7.456,8.456,4.369
359,3.525,8.449,2.325,9.744
