angle,pol_0,pol_45,pol_90,pol_135
0,5.515,6.836,9.915,5.738
1,9.377,4.852,8.618,8.365
2,8.614,7.0,1.501,4.58
3,1.075,1.319,1.951,8.912
4,1.388,8.228,2.892,3.659
5,9.784,6.03,5.715,1.491
6,1.64,4.2,0.739,2.07
7,0.597,7.662,2.91,2.172
8,8.443,2.328,8.261,1.506
9,9.495,2.918,9.416,7.411
10,4.908,7.053,6.923,7.394
11,5.188,6.638,0.794,6.77
12,1.017,3.229,9.703,8.906
13,1.253,7.019,2.092,3.342
14,3.062,1.74,2.407,5.509
15,5.575,5.812,7.609,0.854
16,6.885,5.405,5.116,5.67
17,3.889,5.287,2.405,6.052
18,4.062,9.24,5.115,4.126
19,5.567,3.617,4.863,7.803
20,7.591,3.892,4.617,3.871
21,9.351,3.198,0.707,5.903
22,2.168,1.889,0.984,6.989
23,4.893,0.59,5.411,3.29
24,0.745,4.559,4.498,6.326
25,9.742,8.935,1.781,9.325
26,4.59,4.745,4.5,0.984
27,2.852,2.194,5.194,9.997
28,8.966,6.036,9.495,1.894
29,2.237,1.382,7.358,0.515
30,9.72,6.595,7.162,2.841
31,3.547,5.915,7.064,2.853
32,7.752,5.008,0.388,2.459
33,0.191,8.142,2.493,9.79
34,3.621,0.571,5.41,7.811
35,9.812,6.991,2.023,4.188
36,1.928,4.698,0.441,3.727
37,8.802,3.215,8.981,8.679
38,3.812,8.059,8.632,1.303
39,7.739,4.353,0.544,4.672
40,4.768,0.96,4.983,1.418
41,5.228,9.225,5.226,9.612
42,4.018,3.82,9.318,3.3
43,5.635,8.022,4.496,5.376
44,3.462,9.763,0.771,2.483
45,6.672,2.494,7.754,8.25
46,1.901,0.765,4.177,7.926
47,8.611,8.567,2.725,9.15
48,9.439,7.925,1.889,0.272
49,4.88,8.798,1.209,1.764
50,7.042,1.332,8.756,5.788
51,0.029,7.914,7.209,2.744
52,5.944,4.997,7.79,5.044
53,6.098,7.093,5.96,3.256
54,7.712,9.313,7.907,4.686
55,6.593,0.01,7.368,0.035
56,9.417,0.343,6.592,6.012
57,9.658,2.178,0.082,1.5
58,7.507,3.162,7.506,2.452
59,8.21,2.014,9.832,7.803
60,7.983,7.217,9.452,4.312
61,3.807,0.853,9.387,5.751
62,6.05,5.71,0.24,6.43
63,8.262,9.187,6.648,1.042
64,5.027,6.156,4.165,6.116
65,2.847,8.118,5.548,8.677
66,2.858,0.818,1.753,5.644
67,1.144,7.383,2.741,4.867
68,7.009,2.802,8.602,0.45
69,3.605,4.669,7.28,1.773
70,9.872,3.733,0.279,6.517
71,3.041,1.462,4.797,1.876
72,1.406,6.518,7.766,7.175
73,8.819,0.831,7.894,7.266
74,6.427,1.099,5.606,9.997
75,7.932,5.272,0.637,6.072
76,1.399,2.037,3.166,6.295
77,4.475,5.864,9.921,5.41
78,4.536,3.861,9.149,3.585
79,0.647,0.559,0.164,7.019
80,3.269,0.996,7.62,4.869
81,7.679,4.185,7.588,2.431
82,2.884,4.489,5.518,1.869
83,2.634,9.78,1.848,8.157
