angle,pol_0,pol_45,pol_90,pol_135
0,7.435,5.02,0.807,2.91
1,3.203,7.7,2.294,5.169
2,1.854,6.916,2.962,4.239
3,3.84,5.722,1.905,0.756
4,4.503,6.393,7.24,4.38
5,9.51,4.534,1.218,7.611
6,8.862,4.218,7.331,7.326
7,7.585,0.58,0.757,3.327
8,0.321,2.653,2.206,5.323
9,8.381,8.903,6.279,5.881
10,7.086,1.746,6.167,9.116
11,5.868,4.77,7.411,2.845
12,7.797,2.743,8.958,1.429
13,1.533,4.045,1.566,3.708
14,8.003,1.515,3.988,7.243
15,8.596,6.271,2.434,4.625
16,0.573,4.597,1.202,1.924
17,2.918,8.688,5.924,7.523
18,8.47,2.477,0.895,1.785
19,8.904,4.791,7.824,4.019
20,2.272,2.625,9.652,0.651
21,5.984,5.722,6.143,2.842
22,3.057,6.279,9.202,7.569
23,9.77,3.528,3.776,6.592
24,4.04,4.013,6.533,0.288
25,2.21,8.557,9.789,2.463
26,5.363,6.081,6.175,0.481
27,8.67,5.731,7.573,7.948
28,4.661,8.674,9.406,3.945
29,5.691,7.274,1.328,5.849
30,8.074,5.368,0.4,2.275
31,2.926,7.006,8.431,0.177
32,6.844,6.942,4.987,9.854
33,9.513,4.524,4.136,3.905
34,3.876,2.687,1.736,3.001
35,2.931,2.164,1.898,6.676
36,8.241,0.289,3.579,5.852
37,4.751,4.363,5.26,6.355
38,6.077,9.488,1.662,7.781
39,3.002,0.739,5.407,7.022
40,3.766,2.598,1.678,5.704
41,4.546,3.326,0.22,2.467
42,9.203,7.131,5.815,0.078
43,0.115,4.236,4.957,2.312
44,0.886,8.34,5.874,4.373
45,4.698,7.306,0.624,3.057
46,4.572,6.643,0.638,9.042
47,3.735,2.493,8.401,2.123
48,1.341,7.441,8.423,0.979
49,9.647,6.113,9.597,9.266
50,8.285,2.272,1.424,8.859
51,9.573,9.844,2.591,1.926
52,1.69,4.618,2.275,9.354
53,9.238,4.057,3.519,4.774
54,1.373,4.638,2.007,1.852
55,3.98,7.071,3.041,1.83
56,0.088,1.283,6.987,3.213
57,5.897,2.286,3.194,8.788
58,3.955,6.805,1.631,6.144
59,1.869,6.242,2.985,0.253
60,6.677,2.09,8.371,7.973
61,7.794,4.599,6.083,6.179
62,4.905,3.479,9.524,2.696
63,1.027,2.052,3.856,5.372
64,4.354,3.975,8.564,7.278
65,3.405,7.091,7.282,7.12
66,2.238,3.219,0.134,7.11
67,8.518,8.301,8.988,9.538
68,0.427,2.18,5.011,5.29
69,4.342,5.64,5.419,8.927
70,2.301,5.601,4.382,0.334
71,1.406,4.783,9.645,8.589
