angle,pol_0,pol_45,pol_90,pol_135
0,1.939,2.326,2.241,3.893
1,9.629,7.996,3.529,8.633
2,1.144,9.537,5.742,2.551
3,5.15,7.341,8.746,2.201
4,1.993,7.795,1.166,4.686
5,2.064,2.968,7.372,0.566
6,5.382,3.127,9.112,9.535
7,6.602,3.174,5.927,3.162
8,0.147,6.958,6.742,5.935
9,8.287,5.815,8.383,3.926
10,6.328,7.575,9.177,0.008
11,1.737,1.145,8.282,3.153
12,3.17,0.577,8.06,8.029
13,2.81,0.986,5.38,6.503
14,6.382,9.768,6.81,6.521
15,8.568,2.433,0.012,8.393
16,6.09,6.235,4.946,0.401
17,5.702,8.835,4.037,1.914
18,7.303,7.263,6.42,5.979
19,1.631,5.977,2.587,6.785
20,1.521,1.612,7.324,3.891
21,7.723,2.534,3.366,2.256
22,4.329,5.508,9.962,7.541
23,1.179,9.209,2.501,0.548
24,8.917,2.021,4.889,6.665
25,1.664,6.181,0.128,9.049
26,8.049,2.634,0.162,5.23
27,5.342,0.274,7.827,1.073
28,9.206,1.822,0.645,4.957
29,2.815,6.112,2.741,4.041
30,6.55,0.375,6.289,6.235
31,7.145,1.739,4.61,1.448
32,6.135,8.389,0.76,7.589
33,7.359,1.933,5.273,5.278
34,9.209,1.6,8.885,4.002
35,3.488,9.24,8.015,1.202
36,3.974,6.451,8.826,1.015
37,9.327,4.36,0.639,7.765
38,0.336,0.895,2.283,6.54
39,1.406,8.193,0.716,2.196
40,2.272,3.742,4.66,2.419
41,2.004,9.45,3.086,0.868
42,4.222,6.955,5.902,4.302
43,4.319,2.33,8.248,5.522
44,5.288,1.218,6.148,0.624
45,5.441,3.312,9.992,1.119
46,0.094,9.33,6.372,9.394
47,8.773,2.106,5.822,1.316
48,6.262,3.622,3.093,5.872
49,8.488,3.825,4.993,3.194
50,2.433,4.513,4.805,8.867
51,1.154,0.713,6.667,8.168
52,6.341,8.997,0.325,8.133
53,1.575,7.634,9.155,0.658
54,3.916,1.785,0.316,1.065
55,3.435,6.268,3.773,4.724
56,4.624,3.802,5.474,9.782
57,2.589,9.343,9.6,6.151
58,9.593,5.925,4.481,6.565
59,2.171,2.207,7.399,0.151
60,1.64,7.68,1.589,1.176
61,1.214,1.092,2.277,9.764
62,0.503,1.218,9.188,2.797
63,0.774,8.178,5.94,8.827
64,8.894,4.714,9.446,8.947
65,4.895,3.759,1.664,3.399
66,7.365,9.694,4.172,6.036
67,6.305,5.117,8.476,5.457
68,3.846,4.937,1.178,2.442
69,4.362,1.746,4.597,5.147
70,6.712,3.298,3.422,5.667
71,2.025,2.946,4.667,0.788
72,1.913,1.508,8.23,3.465
73,1.58,4.313,0.24,9.883
74,2.54,5.313,6.545,7.42
75,2.637,1.069,5.857,0.836
76,7.643,8.494,4.831,5.337
77,1.457,9.634,0.323,2.99
78,8.618,2.947,8.636,5.055
79,3.052,1.206,4.555,2.105
80,8.768,5.221,2.738,5.328
81,7.688,3.493,6.545,2.289
82,9.843,4.624,8.638,4.435
83,1.338,3.756,3.068,7.53
84,8.702,5.063,8.937,7.665
85,2.85,8.437,9.184,5.701
86,1.042,9.121,0.311,0.463
87,1.576,5.625,0.265,3.672
88,7.157,0.229,6.277,2.594
89,9.028,4.875,0.543,0.501
90,6.875,8.789,3.121,4.186
91,6.21,7.504,5.619,2.003
92,5.342,1.185,6.756,9.053
93,6.612,6.869,7.041,8.35
94,8.15,3.588,1.149,3.468
95,3.168,9.443,5.13,5.647
96,3.336,0.402,4.561,8.861
97,4.415,0.813,7.512,0.213
98,2.618,8.701,5.47,6.202
99,4.284,2.525,3.435,1.024
100,1.393,9.54,1.878,3.612
101,8.136,1.417,7.867,6.319
102,1.053,4.06,3.312,8.108
103,2.905,4.201,1.197,5.485
104,4.852,2.199,5.212,6.853
105,5.065,1.348,1.816,7.181
106,1.412,7.465,4.323,3.514
