angle,pol_0,pol_45,pol_90,pol_135
0,3.911,8.755,2.825,3.894
1,1.586,2.793,4.461,6.175
2,1.498,3.62,2.829,0.368
3,4.002,6.825,4.688,6.375
4,5.982,3.529,4.556,9.886
5,7.461,3.081,1.931,0.303
6,3.218,5.636,6.678,7.562
7,8.642,3.849,3.393,1.382
8,9.45,8.233,9.052,3.674
9,6.785,1.303,7.73,5.424
10,5.856,7.455,9.736,1.517
11,2.943,1.854,4.997,4.891
12,3.771,1.695,4.476,4.232
13,3.845,7.383,3.377,3.193
14,2.175,3.128,4.377,7.595
15,1.769,5.611,2.604,3.871
16,0.947,5.733,0.456,6.816
17,6.324,5.032,2.37,9.037
18,0.512,0.983,0.07,2.802
19,7.595,1.854,9.239,6.374
20,0.73,7.132,3.014,4.605
21,9.795,3.643,4.412,8.453
22,6.459,1.232,4.204,1.355
23,3.753,4.284,4.595,4.857
24,9.83,6.013,2.679,1.192
25,0.873,7.614,5.315,1.998
26,8.346,2.049,9.302,7.498
27,0.181,3.055,0.233,0.398
28,5.457,9.545,1.501,2.948
29,7.456,0.738,3.771,5.727
30,8.081,7.252,7.711,5.513
31,5.85,8.084,6.079,5.226
32,1.543,4.459,4.233,8.591
33,7.544,1.084,2.77,8.762
34,5.679,3.006,0.759,6.382
35,3.99,2.473,2.255,4.517
36,1.521,7.398,7.794,0.959
37,7.226,3.285,3.359,8.051
38,5.756,2.531,8.414,9.034
39,2.109,6.978,3.352,5.804
40,3.694,4.861,1.213,0.339
41,2.408,3.083,6.513,6.309
42,0.926,3.941,8.697,4.544
43,6.713,6.664,6.377,0.444
44,1.539,8.662,2.981,2.708
45,9.868,2.246,0.031,4.949
46,1.253,8.412,5.818,0.642
47,2.576,3.08,7.142,0.475
48,2.423,6.279,1.375,2.162
49,2.074,9.275,6.654,8.941
50,4.424,4.103,9.461,3.947
51,6.2,1.57,6.622,7.53
52,2.256,6.098,3.46,8.659
53,3.227,9.63,5.189,3.027
54,8.679,2.233,3.908,8.03
55,0.447,3.05,8.709,5.945
56,1.292,1.428,0.03,7.886
57,3.994,7.956,4.51,5.048
58,8.301,2.392,4.403,1.636
59,5.202,1.188,2.24,9.468
60,4.755,6.707,2.169,5.016
61,3.789,1.512,5.511,5.432
62,6.408,4.332,9.628,2.51
63,3.376,2.131,6.854,2.576
64,0.863,0.196,6.528,0.529
65,0.156,2.832,0.586,4.469
66,0.652,5.251,9.32,2.035
67,1.545,5.073,6.323,5.49
68,3.228,7.762,5.347,9.94
69,5.038,5.396,0.092,5.284
70,4.795,0.685,2.553,1.081
71,3.565,7.063,1.705,2.046
72,2.67,1.827,0.582,8.962
73,5.495,8.176,7.107,4.281
74,2.956,9.864,9.388,1.901
75,3.352,8.391,9.447,9.315
76,1.026,5.906,2.825,6.78
77,2.298,4.214,1.685,8.441
78,9.117,8.003,8.305,4.737
79,0.564,4.583,1.19,8.02
80,3.752,9.811,8.969,4.046
81,7.742,0.966,1.601,6.04
82,0.862,5.276,3.324,7.185
83,3.651,1.634,0.274,1.926
84,8.287,1.015,7.041,4.777
85,3.157,5.717,7.325,4.587
86,5.95,7.312,6.944,7.675
87,2.95,3.11,7.24,5.438
88,5.208,8.386,4.596,0.656
89,0.496,4.856,4.189,3.922
90,4.34,3.752,3.732,0.837
91,2.624,8.873,6.181,3.142
92,7.115,1.789,5.647,0.462
93,8.955,0.907,4.864,0.081
94,3.986,1.92,3.995,1.17
95,1.337,7.452,8.869,7.62
96,7.389,7.211,8.305,3.534
97,6.658,2.816,4.647,7.391
98,1.411,8.344,6.22,8.343
99,5.13,9.152,4.264,6.447
100,4.286,1.144,4.281,6.212
101,0.167,4.365,7.835,3.841
102,5.471,2.572,4.913,3.591
103,5.745,9.286,7.117,0.633
104,7.17,2.701,1.392,2.861
105,1.717,5.99,6.63,3.54
106,6.387,5.649,8.063,9.137
107,6.09,1.037,7.804,3.598
108,2.038,9.596,8.16,0.724
109,0.349,5.814,1.503,9.71
110,1.133,6.769,6.096,3.74
111,6.338,8.121,3.253,1.378
112,5.846,4.774,2.484,5.51
113,7.986,4.471,1.58,6.284
114,9.361,2.669,4.948,8.472
115,0.865,1.389,9.007,2.356
116,6.821,1.636,9.74,7.62
117,9.245,5.104,8.808,1.764
118,1.461,5.671,5.715,8.829
119,3.681,2.999,5.612,9.308
120,0.556,4.368,8.761,6.031
121,9.217,6.229,7.244,9.319
122,0.977,7.555,1.797,5.909
123,4.123,0.823,2.237,2.803
124,5.237,9.765,9.12,3.73
125,5.264,0.567,7.134,1.661
126,2.148,3.988,0.785,0.935
127,1.969,1.3,5.86,8.721
128,7.275,1.78,1.859,5.391
129,5.094,9.289,4.889,1.294
130,7.766,2.136,2.473,8.983
131,4.257,3.306,5.502,0.928
132,4.033,2.804,5.363,7.944
133,5.536,0.858,4.2,7.571
134,9.613,2.25,2.332,6.335
135,9.634,0.47,0.375,1.353
136,8.934,6.843,3.823,7.185
137,4.67,6.921,3.823,1.534
138,7.056,1.505,2.482,9.564
139,3.963,9.363,1.638,6.439
140,0.251,6.399,0.151,5.31
141,0.683,0.729,0.612,8.881
142,3.39,2.888,7.79,3.442
143,0.755,0.767,3.634,6.318
144,1.198,7.662,8.683,4.131
145,1.056,2.311,5.855,1.317
146,4.76,3.934,2.391,9.745
147,9.455,4.714,5.114,2.959
148,7.875,2.531,6.038,7.369
149,7.294,4.529,9.282,0.3
150,6.683,2.725,1.74,3.516
151,0.835,5.605,9.98,7.212
152,3.447,4.189,8.107,2.694
153,7.122,1.092,1.504,5.523
154,2.074,2.116,5.907,1.86
155,9.159,9.586,2.669,0.994
156,5.117,2.087,2.278,4.632
157,7.385,4.116,6.956,4.264
158,9.363,1.769,7.205,1.167
159,4.052,4.255,4.591,6.858
160,9.624,4.282,9.811,4.496
161,4.693,9.71,1.344,7.994
162,2.513,0.431,9.882,6.945
163,9.002,4.899,6.005,1.569
164,9.441,2.925,6.956,9.162
165,1.254,9.311,7.785,5.717
166,2.254,8.054,0.022,0.077
167,2.092,5.282,4.32,9.508
168,7.68,9.432,6.882,0.379
169,2.054,2.973,8.887,5.834
170,4.516,6.267,8.256,9.567
171,5.895,2.606,4.758,8.666
172,8.985,8.259,3.535,3.154
173,0.86,1.974,9.005,6.749
174,3.502,2.284,6.076,3.104
175,0.952,6.319,3.296,2.192
176,0.839,8.361,7.432,5.975
177,7.033,7.134,4.413,2.451
178,7.553,1.147,3.636,9.982
179,5.294,4.572,9.258,8.907
180,4.029,1.866,7.172,1.345
181,7.971,0.902,6.599,0.491
182,0.678,3.427,3.217,8.884
183,4.279,1.374,2.862,7.848
184,9.149,5.359,4.592,3.09
185,1.027,5.982,4.877,9.973
186,5.875,3.151,8.751,3.421
187,6.68,4.231,8.681,0.375
188,3.563,0.371,4.293,1.944
189,3.569,7.976,2.299,6.803
190,5.954,7.225,2.628,2.927
191,0.547,6.974,9.902,9.483
192,9.147,7.155,3.502,0.994
193,8.038,7.508,8.581,4.025
194,0.988,2.306,5.651,7.326
195,2.24,6.93,2.644,5.147
196,5.319,8.079,1.359,9.848
197,1.801,4.362,2.192,3.185
198,9.938,9.268,7.607,5.335
199,1.727,8.163,1.382,9.791
200,7.107,9.591,9.957,7.661
201,1.598,0.05,3.038,2.265
202,3.275,7.034,3.854,2.599
203,8.804,7.124,0.461,7.954
204,6.794,1.695,2.885,5.33
205,0.01,7.799,6.075,9.021
206,4.59,7.199,8.059,4.889
207,9.991,3.081,4.817,0.463
208,6.812,6.79,9.76,6.52
209,3.071,0.241,0.931,2.922
210,0.743,7.788,7.375,9.025
211,9.012,7.301,8.858,9.018
212,4.199,5.733,6.084,7.163
213,9.444,7.789,8.907,9.322
214,9.64,7.008,9.669,0.947
215,3.421,2.601,6.706,4.906
216,5.089,5.454,3.911,1.553
217,8.28,5.804,2.03,7.542
218,5.928,0.638,8.212,5.746
219,8.152,1.956,9.222,2.755
220,4.794,0.018,7.348,3.416
221,2.812,8.709,6.053,3.117
222,4.215,5.832,2.254,1.305
223,5.039,1.392,7.252,8.26
224,3.445,6.224,0.652,1.562
225,8.28,5.374,2.289,3.218
226,4.42,7.562,9.299,1.862
227,3.435,7.963,8.513,6.036
228,0.822,9.394,1.721,2.729
229,3.398,2.757,8.748,6.306
230,0.464,7.398,1.894,5.733
231,7.25,6.992,9.635,4.083
232,7.981,8.143,1.152,7.671
233,4.507,6.773,0.275,3.489
234,4.231,2.379,1.985,4.985
235,4.199,3.908,0.46,1.131
236,2.24,8.331,8.356,3.281
237,0.307,8.377,6.095,9.546
238,2.416,4.029,9.731,8.844
239,3.373,0.389,0.846,0.31
240,5.44,3.128,6.401,7.466
241,6.57,4.644,2.953,9.132
