angle,pol_0,pol_45,pol_90,pol_135
0,3.293,3.896,1.203,6.603
1,2.776,7.627,9.153,6.463
2,8.338,9.479,9.779,9.518
3,7.09,4.95,4.72,5.435
4,5.757,5.597,5.534,4.651
5,3.963,9.765,4.141,3.672
6,0.721,7.95,7.818,7.53
7,6.918,3.702,8.557,7.275
8,5.79,8.816,6.713,0.919
9,1.052,2.774,7.105,3.03
10,6.507,8.443,3.959,7.234
11,6.451,7.159,3.938,5.548
12,9.676,9.803,8.578,4.211
13,7.457,7.447,5.284,3.201
14,7.543,9.638,9.955,3.818
15,7.617,5.407,3.466,3.652
16,8.788,4.966,6.15,5.984
17,4.942,1.166,3.411,7.053
18,4.521,0.228,6.804,2.284
19,5.118,5.056,2.503,1.785
20,6.777,6.093,4.01,1.358
21,3.152,8.817,9.784,3.582
22,8.831,8.929,4.303,9.968
23,8.531,0.312,6.818,4.0
24,3.37,1.857,4.733,1.752
25,5.118,0.896,8.837,0.639
26,8.059,4.157,6.035,7.414
27,2.156,2.472,5.924,1.164
28,7.219,9.112,3.611,1.338
29,1.16,9.077,7.405,0.392
30,8.409,8.155,2.405,4.082
31,0.312,4.296,2.92,8.325
32,0.751,4.363,4.049,6.866
33,3.69,4.846,8.059,5.519
34,8.895,4.47,3.98,1.2
35,7.142,4.336,7.69,4.887
36,9.439,6.42,9.043,7.804
37,7.799,5.853,7.506,4.617
38,1.067,7.412,5.047,3.629
39,2.609,8.209,7.719,4.381
40,7.1,3.471,0.469,5.544
41,0.589,9.482,2.239,9.794
42,4.924,2.782,5.627,6.99
43,8.104,5.678,2.686,8.177
44,1.821,8.753,1.265,7.361
45,3.128,9.21,2.747,3.367
46,1.484,8.517,6.871,9.589
47,5.611,7.745,7.28,1.246
48,7.775,0.58,2.847,0.912
49,5.954,2.058,1.223,9.824
50,4.955,2.76,6.75,2.905
51,3.286,6.994,3.268,5.751
52,1.595,5.451,7.792,8.09
53,9.16,3.737,3.504,7.824
54,4.85,3.926,0.609,6.622
55,1.972,1.298,0.904,0.927
56,3.513,7.711,7.877,5.424
57,9.758,3.636,3.97,2.019
58,3.337,0.581,7.425,3.519
59,1.841,0.758,6.905,1.314
60,5.672,3.928,4.872,0.9
61,3.026,1.114,2.602,0.791
62,8.6,3.101,5.245,4.893
63,3.63,8.372,8.613,5.944
64,3.379,6.191,3.514,1.333
65,1.543,7.874,8.565,2.704
66,5.089,8.001,6.854,9.303
67,2.507,8.624,7.819,3.718
68,5.347,7.411,0.367,4.459
69,4.505,7.078,2.88,7.08
70,3.415,2.922,2.581,6.516
71,8.523,3.209,7.686,4.563
72,1.636,0.613,3.997,8.691
73,0.001,5.287,6.429,8.225
74,6.545,5.379,5.511,3.237
75,5.117,2.725,3.108,8.077
76,1.869,5.226,9.069,3.188
77,9.579,0.19,3.489,0.564
78,2.567,8.662,1.5,5.238
79,0.107,3.948,1.516,3.72
80,5.878,8.211,7.263,0.424
81,6.882,1.889,5.649,6.557
82,2.165,7.991,9.107,7.429
83,3.472,5.438,9.705,5.139
84,7.546,1.18,0.943,8.408
85,2.728,2.659,3.311,5.485
86,5.716,2.101,5.134,4.831
87,9.023,6.9,0.216,7.744
88,8.907,1.578,1.839,6.1
89,8.387,4.461,9.564,2.738
90,5.015,9.344,4.626,8.206
91,7.807,7.512,6.884,7.635
92,0.917,8.342,3.657,1.843
93,6.163,4.333,7.408,2.115
94,3.631,8.305,9.197,3.522
95,6.827,5.841,0.57,4.093
96,6.016,0.472,8.794,0.27
97,3.615,7.754,5.174,2.68
98,9.538,4.955,4.34,6.537
99,3.211,0.702,5.485,2.432
100,5.529,8.743,0.545,1.826
101,1.887,0.135,3.065,9.177
102,7.474,8.314,2.12,3.594
103,3.041,2.089,7.184,1.06
104,9.696,5.861,2.086,7.074
105,7.378,2.928,2.058,0.182
106,1.171,0.131,3.546,6.596
107,9.477,1.992,9.744,0.714
108,8.474,4.493,5.061,2.905
109,0.106,2.498,9.247,5.515
110,8.683,1.612,0.871,8.069
111,8.758,3.225,1.226,3.094
112,5.634,3.035,7.018,6.128
113,6.364,4.408,4.774,5.197
114,1.449,6.808,1.712,3.963
115,4.821,6.51,4.991,3.532
116,7.83,0.207,2.929,7.277
117,9.101,8.765,7.25,5.885
118,3.351,5.518,8.292,5.015
119,6.155,5.688,6.781,7.867
120,9.618,0.405,5.641,6.21
121,6.799,7.546,2.045,6.957
122,3.417,2.125,1.471,2.271
123,2.724,3.04,3.282,4.391
124,9.418,0.263,8.243,7.958
125,2.268,8.094,7.608,4.325
