angle,pol_0,pol_45,pol_90,pol_135
0,7.339,8.618,8.508,3.321
1,0.799,8.932,3.81,8.318
2,8.794,0.85,6.669,9.796
3,8.562,4.628,7.527,3.767
4,9.482,4.732,4.975,4.337
5,1.239,3.212,5.163,0.188
6,7.489,1.195,2.98,7.98
7,8.851,0.662,7.168,4.318
8,7.314,5.536,0.42,8.904
9,9.625,8.443,6.978,2.704
10,4.66,6.971,5.728,5.885
11,8.186,0.668,2.673,1.768
12,7.347,2.94,8.838,4.189
13,6.356,6.375,1.15,2.23
14,4.613,1.154,0.009,0.855
15,3.54,9.13,9.203,3.778
16,9.201,7.687,1.614,6.524
17,1.131,4.605,2.153,2.749
18,3.925,2.908,2.589,3.09
19,8.44,1.068,7.332,7.463
20,5.091,2.158,7.813,9.831
21,1.922,0.861,7.791,0.64
22,9.755,9.928,1.304,9.631
23,1.792,0.103,3.546,3.363
24,1.964,1.328,5.286,0.146
25,0.17,0.551,9.748,9.509
26,2.649,2.24,8.847,6.987
27,3.353,1.221,6.991,7.918
28,1.073,3.889,5.158,0.473
29,9.52,2.868,6.064,4.491
30,1.535,8.272,2.701,9.82
31,3.7,0.054,8.047,6.15
32,6.286,8.611,4.919,3.272
33,5.158,0.226,7.836,3.553
34,1.769,9.909,4.036,3.295
35,4.506,5.596,3.71,5.582
36,8.122,3.509,2.375,2.961
37,6.607,7.11,4.739,7.25
38,4.132,9.043,4.717,8.31
39,2.647,2.689,0.852,1.84
40,2.879,1.248,0.482,7.293
41,7.396,3.27,9.981,6.183
42,1.717,8.055,2.227,3.232
43,9.203,0.318,5.469,8.077
44,8.27,3.139,1.52,2.833
45,2.136,7.487,7.453,7.502
46,7.436,5.52,4.285,5.427
47,3.591,0.159,0.153,9.684
48,6.005,6.353,4.043,4.298
49,8.601,3.439,6.925,2.189
50,8.447,8.687,5.903,3.442
51,0.564,8.564,8.333,8.202
52,1.144,6.446,9.246,5.066
53,0.856,5.146,3.977,8.964
54,9.721,6.885,5.051,2.251
55,5.815,4.112,8.471,0.814
56,9.817,1.344,4.088,1.659
57,1.663,5.664,2.011,7.387
58,0.18,2.273,5.154,9.436
59,2.765,4.547,0.154,3.5
60,8.244,5.3,9.165,0.107
61,1.908,6.186,3.182,9.089
62,7.497,7.132,7.639,8.487
63,3.443,9.993,5.569,8.57
64,5.438,0.002,5.395,3.509
65,2.02,2.337,2.056,8.619
66,8.972,9.738,6.433,7.908
67,8.157,4.436,2.705,9.825
68,5.545,0.646,4.987,9.8
69,0.626,5.404,0.778,9.484
70,5.96,8.541,7.32,3.04
71,0.771,0.877,9.328,9.645
72,0.113,1.587,1.676,8.895
73,8.009,4.898,5.42,6.593
74,1.863,5.945,5.54,9.507
75,1.16,5.846,3.758,8.49
76,5.624,6.48,0.057,9.332
77,5.06,0.075,8.588,2.197
78,6.981,9.18,6.539,9.607
79,7.182,8.762,7.569,5.738
80,2.054,1.337,3.421,2.736
81,1.44,3.999,0.34,3.533
82,5.252,5.439,5.958,5.844
83,3.826,0.889,6.785,7.003
84,4.083,6.966,5.198,4.485
85,5.729,3.455,5.638,3.598
