angle,pol_0,pol_45,pol_90,pol_135
0,5.731,6.749,8.772,7.5
1,9.627,9.752,5.391,4.909
2,3.363,3.393,6.199,9.838
3,3.621,1.162,9.991,5.955
4,7.137,1.656,5.627,3.945
5,8.589,6.455,8.884,5.761
6,4.347,1.078,1.03,8.686
7,0.693,6.438,7.716,2.4
8,1.859,4.362,2.105,9.168
9,1.692,1.307,7.428,1.768
10,0.674,9.625,4.855,8.504
11,1.824,4.61,6.848,9.174
12,1.349,6.406,1.108,1.495
13,4.278,7.887,1.234,7.366
14,8.045,5.934,5.296,4.285
15,7.661,3.438,4.12,5.745
16,0.253,8.354,6.63,0.333
17,1.683,0.322,7.133,3.897
18,6.666,1.886,4.786,8.345
19,7.25,6.434,7.315,1.85
20,7.559,4.968,3.716,3.732
21,4.528,2.607,2.735,9.48
22,2.04,4.024,1.837,1.751
23,3.108,1.837,8.771,2.554
24,9.126,6.889,7.239,8.042
25,0.361,9.324,8.909,0.893
26,6.072,1.917,9.77,6.448
27,5.431,6.34,1.762,1.636
28,2.465,8.506,2.483,3.07
29,8.692,0.495,6.619,1.448
30,8.69,9.313,2.128,1.155
31,2.821,8.08,7.932,8.944
32,4.038,2.953,4.963,7.048
33,7.146,4.674,2.195,9.112
34,0.215,2.628,6.312,2.666
35,5.747,8.54,1.976,2.44
36,5.837,3.342,7.597,5.751
37,5.905,0.491,8.374,8.367
38,2.357,2.213,0.083,6.75
39,0.326,7.836,1.605,1.051
40,2.395,2.779,5.315,6.307
41,5.1,0.385,4.893,2.396
42,5.092,9.597,6.156,7.3
43,2.273,3.231,1.143,1.033
44,4.359,0.968,1.301,6.412
45,9.523,9.39,1.136,9.316
46,2.686,1.396,5.586,0.472
47,3.167,1.915,7.124,1.28
48,2.549,6.25,8.805,3.293
49,1.739,5.884,4.052,9.719
50,5.772,1.763,5.182,1.359
51,5.127,6.588,4.028,1.256
52,3.211,8.389,7.169,0.093
53,8.568,4.082,3.088,0.02
54,8.471,2.932,1.358,3.144
55,2.638,1.963,3.489,9.846
56,7.764,6.021,0.278,2.889
57,9.46,6.68,9.108,0.437
58,3.963,8.431,0.282,6.904
59,4.607,5.663,8.808,4.109
