angle,pol_0,pol_45,pol_90,pol_135
0,8.131,4.739,7.103,4.562
1,8.378,2.674,3.791,4.462
2,0.606,4.996,5.352,6.816
3,9.433,7.089,0.307,8.63
4,3.356,3.446,1.815,5.088
5,0.427,9.612,2.754,6.415
6,1.625,6.381,6.723,9.938
7,6.884,8.145,2.527,1.345
8,1.595,5.806,0.829,1.196
9,8.126,1.487,9.495,3.865
10,8.022,7.78,2.466,6.752
11,4.103,1.075,1.867,8.748
12,3.438,6.388,4.559,9.716
13,6.711,1.77,5.656,9.884
14,4.289,4.883,8.153,6.097
15,0.225,0.494,1.395,7.266
16,1.549,5.113,9.711,3.971
17,3.874,9.801,5.206,4.681
18,3.351,3.729,7.482,3.093
19,3.734,5.61,5.061,8.512
20,2.162,4.607,6.851,7.913
21,8.812,8.148,1.284,5.17
22,8.832,5.631,9.148,0.314
23,4.734,2.661,6.485,0.859
24,7.12,3.638,1.312,0.014
25,8.846,7.603,2.911,6.505
26,2.065,8.644,5.766,5.218
27,3.137,9.882,3.88,7.957
28,9.524,8.532,3.133,0.066
29,5.068,1.809,1.122,0.842
30,4.983,3.875,4.039,3.892
31,5.738,4.362,4.081,8.177
32,2.688,7.586,5.978,6.381
33,8.623,7.995,2.793,1.464
34,3.284,0.559,7.015,6.867
35,6.017,6.223,0.988,9.962
36,4.314,6.098,0.293,9.574
37,4.821,8.82,8.876,7.328
38,5.714,9.055,7.987,2.499
39,5.054,6.227,8.966,4.192
40,1.165,8.022,8.868,7.845
41,4.017,4.789,0.984,3.344
42,0.844,7.045,6.6,5.908
43,8.807,2.62,6.483,5.327
44,6.558,8.436,7.162,4.508
45,4.567,9.369,8.443,4.985
46,0.98,0.232,2.665,6.062
47,7.564,0.146,6.303,7.367
48,1.416,3.782,4.115,0.975
49,7.257,7.426,3.347,0.486
50,9.949,1.607,8.942,5.703
51,0.669,0.351,8.935,5.408
52,9.592,6.098,3.489,1.476
53,4.195,2.096,9.638,9.83
54,7.456,3.036,9.294,2.517
55,1.127,3.767,3.238,2.939
56,3.861,7.341,1.243,4.681
57,0.453,5.93,7.417,1.894
58,7.983,3.965,2.28,7.284
59,0.874,0.872,6.223,0.768
60,1.093,3.985,1.856,9.032
61,3.19,8.686,0.813,7.044
62,3.067,2.758,6.789,8.436
63,9.65,6.641,8.122,5.973
64,5.083,4.163,9.349,9.48
65,3.194,0.386,6.439,2.58
66,0.0,0.944,4.312,1.008
67,4.102,0.86,5.871,1.392
68,8.444,8.679,0.776,1.842
69,7.724,7.616,0.504,1.288
70,6.323,5.594,3.384,3.767
71,2.877,2.476,2.48,9.638
72,3.673,0.736,5.635,7.08
73,4.063,6.592,0.201,9.543
74,5.761,7.577,8.401,0.295
75,3.041,2.593,6.295,5.561
76,8.775,1.108,5.709,2.389
77,3.436,1.864,4.129,9.239
78,0.501,3.05,1.643,8.66
79,2.848,7.282,1.811,0.664
80,7.407,8.016,2.106,4.731
81,5.842,7.338,4.711,5.706
82,6.101,4.038,8.82,9.667
83,1.492,9.809,7.174,2.128
84,5.621,0.131,1.047,4.529
85,9.915,5.443,9.172,7.236
86,5.967,1.577,1.266,2.242
87,2.906,0.575,8.444,7.963
88,2.226,5.043,8.166,9.757
89,1.673,2.727,6.239,6.082
90,5.991,2.099,9.857,5.518
91,2.952,2.786,7.034,0.205
92,6.83,0.558,2.893,8.392
93,8.981,7.007,0.203,7.941
94,0.935,0.154,7.983,6.11
95,7.004,6.41,6.569,7.369
96,0.592,4.022,6.787,9.818
97,2.537,4.437,8.184,4.595
98,2.043,9.855,9.383,3.974
99,6.185,0.222,6.461,0.785
100,5.458,3.57,5.236,2.106
101,8.407,2.793,7.337,3.059
102,3.573,5.645,4.751,4.975
103,1.244,9.996,9.244,9.924
104,9.66,3.853,3.265,0.294
105,0.965,7.404,7.15,8.972
106,2.001,3.774,3.468,2.236
107,7.121,9.193,3.011,7.141
108,8.728,0.439,0.012,1.025
109,9.298,9.371,2.524,1.184
110,8.57,3.943,0.781,7.531
111,5.456,7.322,2.035,8.756
112,4.496,1.601,4.775,9.708
113,4.658,6.137,5.18,6.695
114,8.496,4.552,8.054,4.63
115,6.186,1.674,6.162,5.675
116,2.136,0.807,2.568,7.655
117,9.419,5.014,7.313,0.243
118,1.104,7.96,0.179,7.635
119,4.316,2.821,6.242,2.185
120,3.093,6.022,5.41,9.967
121,7.739,8.23,7.312,2.706
122,2.996,7.04,5.653,5.73
123,2.872,4.145,9.11,9.737
124,5.996,4.401,0.179,3.137
125,9.878,7.151,0.434,9.613
126,4.655,4.395,1.413,6.703
127,3.276,3.272,8.653,1.112
128,3.462,4.914,0.653,2.561
129,5.583,4.322,4.654,1.894
130,2.248,9.004,5.795,2.581
131,0.606,6.321,0.275,0.465
132,5.768,1.301,8.921,8.844
133,8.659,3.013,4.433,9.746
134,1.347,8.97,3.055,8.063
135,4.602,3.44,9.233,9.799
136,1.163,0.736,7.331,2.417
137,4.742,6.137,1.694,8.69
138,8.86,1.999,1.463,8.454
139,5.957,2.794,9.444,1.808
140,8.072,7.714,0.723,0.889
141,4.038,7.63,5.876,2.524
142,2.875,9.011,1.911,1.183
143,9.077,3.33,8.02,5.296
144,3.776,6.716,3.858,7.905
145,6.377,1.605,4.126,5.226
146,7.803,0.966,4.808,3.827
147,7.714,3.314,2.287,3.487
148,9.143,6.667,8.316,6.083
149,1.772,5.889,4.463,9.775
150,8.845,2.161,0.138,3.761
151,8.547,5.494,8.938,8.725
152,6.283,7.286,1.346,4.962
153,9.466,1.325,9.384,1.074
154,7.922,4.164,6.552,2.851
155,7.847,8.997,0.176,1.552
156,1.714,3.505,3.318,9.146
157,7.743,6.365,6.508,5.65
158,6.215,8.91,6.725,1.286
159,4.734,0.306,0.571,4.917
160,7.492,0.959,0.794,6.753
161,0.109,4.439,7.975,6.985
162,7.387,2.99,6.39,5.347
163,4.563,8.109,9.309,6.228
164,0.505,6.826,0.036,2.965
165,8.187,6.705,1.077,3.658
166,2.587,5.25,4.654,2.268
167,4.848,9.477,2.526,5.885
168,8.501,5.258,0.941,7.149
169,1.302,5.665,0.116,8.802
170,3.709,2.551,5.194,4.232
171,0.747,1.69,0.212,4.243
172,6.878,9.44,9.27,1.235
