angle,pol_0,pol_45,pol_90,pol_135
0,4.318,4.213,2.863,7.58
1,2.998,4.373,6.619,0.224
2,4.752,0.677,0.907,0.528
3,0.711,4.597,7.932,9.527
4,6.493,9.261,1.085,9.623
5,9.491,7.481,3.352,5.052
6,6.98,3.73,5.143,3.64
7,2.745,8.913,7.951,0.689
8,5.971,9.51,6.584,9.765
9,1.244,8.624,5.745,8.964
10,3.296,1.255,9.809,1.79
11,3.933,3.442,1.358,0.886
12,3.208,2.962,0.523,0.755
13,6.675,6.771,3.357,2.818
14,8.154,9.338,1.613,8.764
15,4.156,4.458,8.296,8.168
16,1.189,3.851,6.168,9.6
17,1.988,4.291,0.15,4.156
18,2.649,8.479,9.56,7.099
19,0.719,4.48,2.866,7.157
20,0.39,4.927,5.76,2.548
21,9.249,7.557,7.084,3.114
22,3.13,0.045,7.964,2.724
23,4.654,9.061,8.923,5.392
24,4.707,5.535,6.652,4.756
25,4.464,2.832,4.924,2.753
26,6.71,5.042,2.498,8.263
27,0.903,3.671,3.708,8.56
28,4.55,9.237,0.543,5.008
29,2.001,9.899,6.879,2.49
30,4.629,9.343,4.42,0.373
31,0.683,0.003,6.789,3.003
32,3.513,7.208,3.249,5.598
33,8.761,3.366,6.944,9.087
34,1.724,9.765,8.44,6.219
35,4.195,5.965,0.391,0.339
36,9.437,3.946,3.864,6.697
37,1.338,1.425,9.678,8.24
38,0.242,6.022,7.244,8.534
39,8.919,7.709,7.565,6.444
40,6.32,6.234,3.497,5.213
41,8.404,7.784,7.732,5.021
42,2.944,7.792,8.19,5.408
43,6.265,3.725,2.988,0.823
44,2.873,1.588,1.147,7.27
45,6.627,2.245,3.284,8.872
46,2.958,8.732,2.279,7.522
47,1.198,4.36,3.378,9.415
48,0.533,2.367,5.681,0.235
49,9.18,8.846,8.287,1.343
50,9.975,7.576,1.559,6.786
51,0.055,0.291,7.541,0.952
52,1.117,6.275,6.817,7.506
53,7.7,9.494,8.922,6.338
54,9.824,0.015,8.63,5.053
55,8.405,2.103,5.031,5.216
56,6.599,2.337,6.204,2.76
57,2.582,3.897,7.785,0.797
58,6.395,0.123,3.409,9.885
59,1.238,9.307,2.536,5.203
