angle,pol_0,pol_45,pol_90,pol_135
0,3.86,0.088,0.746,0.565
1,6.193,0.039,9.356,4.002
2,8.166,1.081,3.114,5.511
3,1.582,6.196,9.862,6.487
4,4.699,7.626,9.468,8.962
5,0.235,6.576,3.615,0.496
6,3.163,3.746,3.275,7.124
7,1.7,8.268,8.57,4.33
8,3.692,0.352,7.328,8.513
9,0.768,2.544,9.546,9.392
10,5.301,6.662,4.467,2.905
11,1.065,1.514,9.971,3.115
12,2.267,9.68,7.265,4.778
13,4.883,6.925,4.394,1.338
14,2.069,5.137,9.139,7.477
15,0.079,2.847,9.236,5.885
16,7.209,5.31,7.94,0.215
17,8.827,8.872,6.781,0.289
18,6.528,2.527,9.588,4.594
19,6.705,7.335,7.736,2.744
20,7.623,4.952,0.205,2.511
21,8.072,6.347,1.264,6.768
22,8.091,9.84,8.502,4.266
23,0.982,6.835,2.406,2.621
24,4.829,4.535,5.103,5.479
25,8.781,5.534,8.951,1.889
26,3.299,4.138,6.576,1.167
27,2.438,4.055,5.464,6.565
28,2.239,1.301,3.601,3.23
29,7.863,3.29,7.252,7.874
30,3.21,0.154,9.026,6.175
31,6.995,0.712,7.57,3.096
32,0.52,0.73,4.594,8.172
33,0.066,4.718,7.332,3.702
34,9.603,6.689,1.039,2.36
35,9.331,8.383,1.181,8.213
36,9.337,7.386,7.036,1.493
37,6.269,7.107,3.793,9.833
38,8.977,7.568,4.956,1.272
39,1.504,5.844,3.957,1.447
40,7.937,9.482,7.843,7.056
41,5.389,9.837,8.309,5.859
42,1.082,3.334,0.4,7.477
43,9.687,3.152,0.219,2.633
44,0.4,2.87,9.094,1.334
45,9.878,2.564,6.987,6.508
46,7.691,4.431,0.269,0.605
47,3.673,1.128,7.825,7.809
48,0.305,9.67,4.015,5.555
49,7.836,6.378,8.521,5.958
50,1.433,0.856,7.709,9.994
51,9.787,7.634,1.079,0.936
52,1.802,5.024,2.62,4.625
53,5.995,3.616,1.845,3.137
54,9.838,4.545,8.822,5.435
55,3.811,4.746,1.148,3.667
56,9.457,0.468,3.5,8.23
57,1.823,3.189,5.687,4.385
58,8.444,6.797,7.785,3.787
59,7.652,4.889,4.837,2.187
60,9.233,8.722,4.602,3.112
61,7.514,2.183,7.299,7.24
62,5.357,0.244,0.402,5.494
63,0.49,9.813,4.62,1.85
64,8.233,7.0,5.146,1.644
65,6.792,8.96,1.98,4.502
66,2.746,0.961,4.135,6.282
67,1.384,0.901,1.054,4.413
68,6.438,2.23,9.717,7.315
69,1.158,2.961,5.892,0.866
70,7.852,9.572,8.247,2.959
71,2.913,9.137,1.367,5.557
72,8.786,0.945,5.814,3.358
73,8.589,7.044,9.924,4.695
74,1.814,1.764,6.803,4.809
75,2.531,7.094,9.904,9.202
76,2.858,8.185,2.366,4.447
77,6.925,0.93,0.67,4.95
78,9.56,0.445,3.732,5.998
79,0.08,0.584,6.221,8.688
80,5.694,0.502,7.312,2.115
81,9.065,6.303,0.102,5.245
82,8.57,5.886,6.184,0.84
83,0.469,6.775,2.729,3.554
84,8.066,0.806,3.285,5.31
85,7.613,0.631,0.672,6.167
86,2.877,9.059,7.297,3.55
87,6.378,2.198,6.039,2.705
88,6.622,0.776,7.82,3.267
89,1.519,2.312,6.583,9.544
90,8.453,8.625,6.982,7.221
91,5.096,4.502,8.861,7.898
92,6.346,3.008,2.908,2.389
93,7.18,5.608,8.175,9.341
94,8.795,4.102,1.447,2.511
95,9.676,6.675,5.661,7.806
96,6.016,0.904,5.331,7.281
97,1.127,9.129,9.798,9.279
