angle,pol_0,pol_45,pol_90,pol_135
0,2.164,8.445,5.598,4.252
1,3.123,8.633,2.849,1.525
2,6.277,2.882,0.981,2.716
3,7.92,0.895,6.901,7.983
4,1.641,5.941,9.749,8.789
5,2.381,7.244,1.736,4.475
6,8.763,6.336,3.702,7.886
7,0.326,8.704,5.651,2.982
8,9.607,4.217,9.768,7.438
9,2.736,1.703,9.613,3.7
10,7.134,2.65,1.178,0.116
11,6.486,7.488,3.472,2.029
12,7.367,7.423,2.771,9.688
13,3.088,4.724,5.908,1.221
14,1.896,0.797,7.603,1.203
15,2.129,5.823,7.506,1.147
16,6.31,2.397,9.442,6.671
17,1.565,0.756,8.093,2.803
18,1.011,0.307,9.556,6.508
19,1.281,2.13,8.635,2.275
20,9.758,4.312,2.625,5.749
21,8.151,1.875,3.92,6.382
22,7.43,9.31,3.81,2.946
23,7.7,9.442,8.433,4.517
24,6.889,9.765,8.139,8.078
25,3.693,9.032,2.974,7.703
26,4.274,3.467,4.73,1.14
27,9.406,7.576,3.873,6.159
28,5.993,6.484,0.229,3.199
29,3.333,4.172,0.764,8.223
30,5.367,6.093,0.104,1.304
31,4.935,6.855,6.468,3.42
32,8.443,0.567,8.865,0.064
33,9.89,0.42,5.274,9.001
34,9.992,9.021,9.915,4.771
35,1.369,3.272,0.054,0.319
36,3.479,1.881,9.434,3.975
37,8.759,3.342,9.639,4.272
38,6.515,8.961,7.224,3.798
39,6.76,4.087,4.374,5.639
40,9.062,4.379,4.452,3.905
41,6.813,5.401,7.097,7.339
42,4.678,5.392,4.801,5.609
43,7.842,9.836,5.328,6.118
44,5.412,5.056,3.985,7.834
45,0.511,3.137,9.697,7.21
46,2.329,8.617,6.085,0.462
47,6.279,9.602,5.702,2.343
48,3.968,3.295,9.639,2.363
49,4.959,0.294,0.166,0.866
50,0.513,4.309,7.201,6.161
51,7.833,5.384,5.873,0.274
52,6.07,9.649,8.277,3.107
53,4.127,7.074,9.544,0.807
54,6.243,3.041,8.161,4.954
55,1.118,3.926,6.705,6.656
56,6.612,5.041,0.378,4.166
57,5.326,6.216,2.931,3.225
58,5.508,8.565,5.98,5.506
59,9.775,5.816,5.564,3.809
60,3.965,0.558,4.472,5.076
61,9.987,7.846,2.722,4.92
62,3.194,0.183,8.756,8.9
63,6.714,4.533,0.893,9.658
64,4.717,7.026,3.972,8.393
65,7.149,8.429,9.729,8.774
66,8.711,3.592,8.166,2.792
67,0.763,1.754,5.47,5.02
68,5.652,9.461,8.258,2.216
69,2.191,6.315,0.892,1.346
70,7.662,8.34,8.748,6.992
71,1.976,2.881,9.963,3.168
72,1.049,9.914,2.747,7.72
73,5.631,8.476,0.299,6.155
74,8.28,0.125,7.865,4.096
75,4.103,2.995,3.342,6.515
76,3.988,0.858,5.725,6.44
77,2.031,6.578,0.825,8.357
78,2.149,4.286,0.649,2.015
79,3.446,2.105,2.235,1.006
80,6.572,7.111,1.823,9.491
81,7.816,9.48,8.914,8.394
82,1.903,0.071,7.837,5.822
83,5.287,1.415,4.631,9.052
84,0.909,9.008,5.606,7.633
85,6.015,7.62,7.501,5.007
86,7.794,6.947,1.317,9.522
87,8.97,1.243,7.008,9.403
88,4.057,1.268,3.601,8.465
89,3.222,7.528,0.94,4.976
90,3.145,8.856,1.588,4.731
91,6.261,1.319,2.119,5.206
92,9.085,5.664,9.285,7.577
93,8.757,5.378,0.443,1.637
94,8.878,4.353,9.961,0.013
95,4.496,2.727,3.487,7.876
96,8.344,0.615,2.349,4.523
97,2.647,4.725,3.924,3.305
98,5.123,6.653,1.517,2.932
99,8.543,8.494,5.578,4.479
100,7.948,7.223,9.208,7.489
101,6.184,6.467,1.497,7.141
102,3.259,9.391,4.929,1.225
103,1.245,3.995,3.968,6.207
104,6.447,3.907,9.417,9.575
105,6.343,9.852,6.515,0.382
106,8.032,5.129,6.24,4.46
107,8.912,9.943,3.648,1.296
108,3.236,0.571,1.254,8.186
109,5.645,6.609,9.732,2.231
110,2.343,2.609,3.286,2.348
111,5.77,0.561,4.854,0.979
112,8.809,4.419,8.389,2.183
113,0.413,0.407,2.239,0.027
114,8.184,9.231,2.364,7.01
115,7.594,6.466,0.015,3.295
116,7.755,6.203,6.149,6.717
117,1.247,0.497,0.314,7.39
118,3.803,3.619,4.988,4.155
119,1.973,8.064,7.627,9.279
120,0.032,4.133,5.003,5.953
121,2.791,7.774,2.986,2.006
122,7.003,5.301,1.096,3.988
123,7.825,9.647,8.841,2.442
124,5.232,3.328,6.247,4.817
125,8.691,3.982,2.997,7.591
126,5.9,6.581,7.04,4.225
127,5.89,4.097,7.951,7.937
128,5.26,8.582,8.785,0.362
