angle,pol_0,pol_45,pol_90,pol_135
0,5.784,9.095,6.699,4.703
1,8.154,2.116,6.93,8.838
2,6.484,6.564,0.238,9.155
3,1.582,6.599,8.95,9.415
4,7.513,0.075,5.565,6.123
5,6.066,1.803,1.082,4.514
6,4.526,6.771,3.531,0.729
7,6.134,6.463,4.923,4.677
8,1.139,4.604,2.885,5.746
9,9.099,5.518,4.008,5.321
10,0.415,6.902,6.114,1.975
11,7.667,5.318,1.337,0.065
12,6.703,9.703,4.208,9.384
13,9.946,4.699,5.221,6.065
14,8.621,3.802,6.824,8.241
15,2.397,9.939,0.07,7.825
16,1.929,3.031,9.417,0.644
17,9.045,7.558,9.794,4.262
18,0.959,9.758,0.961,9.129
19,5.031,8.599,5.792,0.419
20,1.497,4.66,2.897,1.835
21,7.091,3.872,2.658,2.664
22,9.639,5.472,0.267,8.697
23,4.875,3.878,2.708,8.089
24,3.187,6.204,9.422,2.657
25,3.176,4.377,9.564,2.659
26,9.949,1.989,6.232,4.683
27,1.857,1.808,9.018,5.947
28,2.641,3.769,7.97,9.968
29,3.755,4.316,0.523,8.628
30,5.344,4.369,0.12,2.252
31,4.836,4.948,8.037,0.839
32,8.04,4.453,5.93,3.332
33,2.019,6.058,6.122,8.625
34,9.678,8.086,1.654,5.879
35,2.217,9.517,5.673,9.937
36,4.716,0.996,5.607,7.469
37,0.821,2.687,0.361,7.946
38,6.775,6.155,8.14,7.431
39,6.592,6.96,7.059,3.443
40,7.715,9.885,5.254,4.947
41,9.984,8.945,6.814,7.821
42,1.026,4.041,4.894,8.235
43,1.764,4.199,4.585,0.227
44,4.445,1.473,4.115,8.804
45,2.212,6.776,9.944,4.263
46,0.423,0.55,4.798,6.755
47,3.114,3.311,1.315,6.162
48,9.198,1.777,5.216,9.801
49,3.123,3.924,0.983,2.784
50,3.458,9.716,7.599,8.142
51,8.441,9.685,3.272,3.444
52,2.466,3.314,0.442,8.443
53,4.947,0.54,5.205,6.494
54,5.921,7.778,2.681,1.101
55,6.694,4.26,5.397,8.479
56,0.927,5.555,3.367,0.766
57,0.475,9.741,5.244,5.834
58,0.206,4.901,6.019,5.681
59,3.405,9.618,3.727,2.336
60,0.396,8.339,4.471,5.877
61,8.546,3.718,0.345,1.583
62,2.226,1.208,1.513,8.049
63,4.687,9.545,1.193,8.568
64,6.031,7.29,9.794,8.87
65,0.448,3.536,0.331,6.38
66,0.98,5.795,8.318,1.036
67,0.562,0.835,0.077,8.608
68,5.739,2.881,0.231,2.766
69,3.999,4.81,4.034,6.381
70,4.305,1.549,6.655,9.683
71,7.245,9.189,0.335,1.488
72,5.603,6.246,0.279,0.113
73,9.831,7.88,9.649,7.355
74,6.274,8.021,4.026,7.798
75,5.11,4.211,7.206,8.635
76,1.238,7.517,6.144,0.956
77,6.603,8.297,1.08,4.572
78,5.306,0.508,6.901,8.887
79,3.185,7.207,4.046,6.946
80,4.468,3.065,4.975,5.823
81,5.916,8.66,6.648,7.822
82,3.998,8.597,7.153,0.481
83,2.62,5.892,1.297,6.145
84,1.312,2.426,6.97,3.55
85,0.437,7.699,5.576,3.2
86,0.104,6.935,3.661,5.894
87,7.361,4.471,7.299,9.407
88,9.422,0.847,1.316,4.744
89,8.379,9.257,6.307,6.182
90,9.575,0.336,1.888,1.131
91,3.0,7.026,5.518,5.5
92,7.251,5.44,0.626,6.558
93,9.82,9.175,0.557,7.511
94,6.372,3.255,8.91,0.26
95,1.516,3.752,6.456,8.121
96,5.155,3.861,8.052,9.136
97,9.718,7.451,9.852,5.883
98,5.603,8.845,2.864,8.584
99,9.606,5.813,7.956,8.314
100,7.775,6.23,7.889,9.811
101,6.851,5.063,2.55,7.119
102,2.336,9.746,7.769,7.31
103,3.215,1.11,0.884,8.997
104,9.12,9.878,9.608,5.128
105,0.868,4.2,5.001,2.898
106,8.693,2.076,4.336,6.427
107,2.119,7.148,5.11,1.095
108,7.238,3.321,2.818,8.678
109,3.937,2.188,3.173,5.82
110,9.239,6.567,4.384,2.626
111,0.512,2.472,1.624,8.934
112,3.224,4.975,1.87,6.374
113,6.68,1.01,4.695,4.338
114,7.545,7.794,4.575,1.036
115,6.26,0.37,5.302,3.234
116,4.844,0.79,8.442,4.721
117,5.83,1.234,5.044,0.163
118,7.247,3.102,1.21,1.373
119,2.977,9.337,6.619,1.557
120,9.055,0.163,4.985,9.148
121,2.635,2.659,2.455,0.969
122,0.707,7.021,6.946,0.612
123,6.986,6.236,7.655,3.809
124,8.401,8.099,3.988,5.04
125,1.649,3.853,0.55,6.301
126,4.324,0.276,3.342,2.325
127,5.284,3.203,5.86,2.492
128,5.18,6.503,0.766,2.836
129,2.635,1.805,5.486,2.723
130,4.217,4.088,2.989,1.922
131,1.363,6.016,8.254,9.838
132,2.946,0.044,0.467,8.672
133,7.188,3.913,3.375,5.561
134,1.087,8.095,1.555,5.78
135,1.974,1.437,6.064,3.18
136,9.272,2.893,2.712,5.447
137,9.059,4.772,8.55,3.214
138,4.289,2.069,9.358,4.923
139,1.278,8.033,8.603,9.741
140,3.078,2.934,7.78,8.01
141,2.927,6.675,5.151,6.042
142,8.934,4.333,1.036,1.041
143,6.797,1.423,6.422,3.097
144,6.844,8.943,7.211,2.098
145,7.809,4.422,6.271,0.082
146,9.261,6.488,4.335,0.888
147,3.084,0.346,5.055,4.274
148,6.9,0.812,2.791,4.311
149,3.246,5.636,0.765,1.594
150,4.768,5.186,0.317,5.175
151,8.253,8.959,7.692,9.207
152,6.047,8.018,2.309,3.273
153,3.899,6.424,3.524,3.276
154,1.617,5.141,2.669,1.582
155,5.147,9.068,7.417,0.714
156,5.819,0.952,7.652,8.984
157,4.725,1.823,8.278,7.225
158,5.809,4.855,8.454,1.755
159,3.134,8.696,9.867,7.789
160,4.996,8.526,7.309,4.55
161,0.434,0.924,6.034,8.414
162,1.545,9.881,6.723,6.175
163,5.9,0.003,1.511,7.425
164,0.689,8.723,7.844,1.271
165,5.805,7.357,0.184,8.465
166,5.998,5.678,7.343,9.722
167,8.755,0.1,9.568,0.463
168,7.018,0.775,2.739,2.887
169,7.687,4.959,1.337,8.877
170,6.286,8.84,8.063,6.776
171,7.5,9.947,2.606,6.256
172,3.985,5.694,8.555,9.687
173,1.277,8.364,4.04,0.528
174,9.141,5.094,2.61,5.568
175,3.33,5.651,2.348,9.398
176,5.69,2.244,8.51,3.971
177,7.66,6.257,7.941,8.633
178,3.242,4.738,5.015,4.326
179,4.676,4.495,9.09,3.737
180,4.272,8.26,3.231,2.383
181,2.89,5.886,1.02,1.228
182,8.445,0.928,3.541,3.789
183,2.83,4.605,5.758,5.566
184,7.279,9.599,2.452,5.532
185,8.884,7.798,2.29,9.226
186,1.992,2.635,8.84,5.306
187,8.78,7.697,1.27,0.983
188,3.891,6.042,6.851,3.56
189,0.37,2.114,8.41,6.843
190,1.881,5.151,5.884,4.815
191,2.853,8.185,2.448,9.689
192,1.727,8.133,9.976,8.59
193,3.748,5.462,9.626,1.332
194,1.427,0.735,5.971,1.362
195,1.687,3.478,6.608,2.899
196,5.342,3.064,2.406,2.439
197,5.442,2.881,9.636,9.927
198,9.779,2.034,9.445,9.867
199,4.995,1.192,4.563,3.406
200,9.044,3.364,3.776,8.684
201,5.516,5.715,0.891,2.606
202,2.318,1.103,2.142,9.673
203,7.681,1.515,1.796,0.381
204,1.937,6.928,4.564,2.885
205,8.334,4.335,3.152,0.453
206,9.934,1.389,3.199,5.33
207,7.275,5.433,2.529,9.759
208,3.36,5.828,0.799,8.09
209,5.596,8.893,6.51,8.457
210,3.474,4.305,7.928,7.554
211,8.956,2.701,9.145,9.15
212,0.887,9.917,0.555,7.111
213,6.313,9.834,8.858,8.806
214,8.985,4.216,4.418,2.212
215,9.164,6.077,4.564,3.903
216,9.132,6.191,5.931,1.77
217,4.93,6.019,0.533,6.377
218,6.153,0.307,4.586,6.135
219,1.597,1.165,2.773,3.203
220,7.064,1.802,7.756,8.225
221,6.829,4.031,3.07,9.841
222,9.958,0.443,1.551,4.088
223,3.981,4.783,4.449,3.561
224,6.509,5.149,3.058,3.534
225,2.505,1.8,3.403,2.125
226,1.779,8.428,6.384,8.794
227,3.07,9.225,2.337,9.684
228,3.035,7.05,9.991,0.406
229,6.6,5.247,6.671,7.99
230,7.368,3.025,3.413,0.074
231,5.443,9.686,8.401,0.576
232,7.577,0.708,9.565,7.968
233,7.881,4.179,9.987,1.604
234,2.39,9.098,5.871,7.414
235,9.107,0.198,9.284,7.304
236,6.537,7.57,0.436,7.139
237,2.712,7.021,1.978,6.84
238,0.246,9.352,8.472,2.706
239,3.471,5.2,3.84,5.789
240,5.936,2.025,1.844,5.226
241,5.138,5.611,1.757,1.543
242,8.416,3.685,4.409,6.715
243,8.451,1.379,5.008,6.526
244,1.833,9.848,0.922,2.387
245,0.498,4.709,5.333,2.559
246,3.04,5.608,2.755,2.735
247,1.484,5.766,2.462,9.288
248,8.199,9.413,2.858,2.081
249,3.933,8.406,7.234,0.377
250,0.197,9.098,7.749,8.338
251,3.581,8.068,0.176,3.421
252,7.063,9.398,5.489,2.19
253,2.543,9.28,9.37,3.832
254,0.965,0.828,7.801,5.104
255,2.972,0.569,5.825,9.528
256,8.419,3.884,2.128,8.962
257,6.563,2.44,9.958,7.167
258,6.29,2.553,3.602,2.443
259,8.274,4.356,4.091,8.552
260,3.766,8.467,3.574,2.829
261,9.834,6.395,8.03,0.554
262,5.924,9.987,5.993,8.764
263,7.52,2.123,5.231,5.598
264,4.025,8.69,2.482,7.062
265,5.935,2.359,3.537,5.251
266,2.442,4.047,4.183,7.531
267,1.514,0.578,9.096,3.438
268,2.77,6.077,9.951,0.172
269,7.804,0.627,4.016,0.017
270,7.783,9.78,8.068,0.71
271,8.494,3.45,3.153,7.149
272,9.491,3.861,5.001,1.355
273,5.902,9.95,0.489,5.538
274,3.704,1.746,9.663,9.787
275,2.208,8.179,2.295,0.54
276,4.765,7.465,2.569,2.488
277,6.901,5.463,8.391,2.181
278,6.607,6.426,4.81,1.434
279,6.669,4.435,7.061,4.794
280,6.469,4.062,9.759,5.958
281,7.319,1.865,8.953,9.592
282,9.753,1.076,9.781,3.958
283,6.888,1.99,2.108,0.968
284,0.691,4.109,8.439,3.188
285,0.315,8.812,9.803,7.22
286,2.806,0.418,0.085,8.359
287,0.301,5.431,0.116,7.077
288,0.181,1.294,0.879,7.337
289,8.549,9.557,3.297,1.454
290,1.429,4.261,2.505,2.814
291,1.155,5.967,9.351,0.461
292,3.224,2.57,5.766,5.682
293,9.278,6.628,9.499,6.259
294,5.577,3.973,4.798,3.545
295,6.292,8.809,0.342,9.842
296,4.984,5.497,1.571,5.219
297,9.054,0.936,5.022,9.879
298,1.652,0.171,7.292,3.768
299,8.867,2.962,3.863,2.856
300,3.287,8.863,4.044,6.913
301,0.465,4.142,7.426,1.751
302,3.131,1.795,8.58,5.832
303,8.123,4.449,0.783,1.81
304,0.924,5.668,2.964,8.93
305,3.886,8.133,5.135,2.971
306,7.942,7.575,4.964,8.189
307,8.702,8.048,1.946,2.939
308,3.537,5.411,9.674,0.401
309,3.74,0.811,3.078,9.274
310,8.79,8.667,8.659,2.845
311,3.672,1.002,2.733,2.661
312,2.932,8.718,8.84,7.893
313,7.542,5.632,3.619,8.002
314,7.379,7.0,7.7,8.57
315,8.838,0.986,6.752,3.744
316,9.693,7.999,2.408,7.892
317,8.086,9.153,6.943,3.248
318,4.998,0.304,0.64,8.468
319,7.32,8.721,2.754,3.835
320,8.781,5.367,4.959,2.436
321,3.969,1.257,3.848,1.019
322,3.609,7.26,4.138,5.417
323,5.519,4.937,6.522,0.193
324,4.185,7.252,3.873,0.062
325,3.814,6.298,6.155,8.525
326,5.158,9.693,9.331,6.748
327,0.921,3.137,4.298,2.978
328,8.558,9.839,8.126,6.463
329,1.619,2.223,6.93,3.564
330,5.529,8.308,6.99,2.395
331,9.655,0.958,1.71,7.197
332,4.74,9.193,9.17,3.721
333,0.621,1.047,4.071,5.649
334,4.368,9.536,4.378,5.421
335,6.8,0.71,4.575,4.903
336,6.7,3.189,2.606,5.989
337,8.286,2.009,0.092,5.37
338,8.561,4.89,2.243,1.204
339,7.958,4.759,9.181,7.119
340,0.62,1.883,3.336,4.909
341,6.714,0.642,4.702,9.881
342,1.601,5.279,6.625,8.103
343,3.438,1.171,2.715,2.32
344,5.665,6.988,0.315,0.415
345,9.451,4.329,7.15,7.03
346,2.582,6.173,0.34,7.804
347,6.248,6.78,9.17,5.211
348,6.59,6.817,9.518,6.691
349,3.198,5.844,3.939,4.361
350,0.284,6.511,6.142,6.66
351,6.049,5.11,6.532,8.373
352,0.141,4.862,7.3,1.298
353,8.718,0.871,9.076,1.629
354,5.206,5.936,2.151,1.435
355,1.209,7.658,5.828,9.478
356,3.672,1.533,3.754,1.168
357,4.027,5.37,9.206,9.606
358,6.522,8.418,3.177,0.45
359,2.549,5.961,5.057,8.843
