angle,pol_0,pol_45,pol_90,pol_135
0,2.737,7.691,5.65,1.914
1,0.803,8.109,4.864,3.074
2,8.778,0.607,4.071,6.708
3,6.616,5.689,0.186,9.348
4,2.831,1.137,4.818,1.496
5,5.612,3.303,8.616,5.059
6,4.248,4.384,8.652,0.659
7,3.021,5.453,9.71,6.118
8,5.41,1.514,9.662,2.648
9,2.159,1.912,0.67,0.384
10,0.695,8.178,5.769,8.877
11,1.122,9.931,0.797,3.431
12,0.368,8.229,7.194,4.602
13,8.22,3.207,5.906,4.637
14,9.131,1.272,3.058,6.047
15,4.853,8.916,1.322,7.327
16,0.351,1.445,2.033,4.859
17,6.751,2.716,4.922,0.963
18,7.914,2.679,2.171,7.737
19,8.16,2.151,7.172,1.382
20,9.625,3.104,0.145,5.061
21,9.035,4.769,6.849,7.474
22,4.848,5.247,3.123,9.026
23,5.992,8.089,0.143,2.293
24,9.193,3.701,7.062,2.388
25,9.729,9.673,3.84,8.696
26,7.077,0.322,2.024,0.729
27,6.703,4.929,6.485,5.711
28,4.133,5.974,6.039,3.321
29,0.536,4.16,5.518,9.453
30,0.013,5.713,7.942,5.116
31,4.338,2.144,4.308,9.097
32,3.774,0.074,8.278,0.46
33,3.456,2.702,3.65,8.79
34,4.224,8.822,2.383,2.87
35,7.076,6.687,7.079,2.314
36,2.332,0.784,3.014,5.767
37,7.092,4.594,3.997,4.464
38,5.576,4.928,3.643,3.322
39,4.814,6.539,0.524,8.599
40,2.603,8.389,8.248,9.706
41,2.138,9.438,8.948,3.584
42,5.971,3.711,8.273,9.702
43,0.355,4.881,7.196,3.639
44,6.118,2.847,8.586,7.864
45,9.498,6.767,1.13,4.419
46,9.468,0.961,9.626,2.282
47,6.424,3.246,0.223,1.968
48,8.414,6.409,6.799,9.958
49,6.841,6.033,7.348,7.791
50,3.085,0.112,4.295,7.97
51,0.189,7.73,6.528,7.573
52,6.42,3.184,7.127,5.778
53,6.387,8.978,8.238,8.104
54,9.742,4.978,0.357,2.407
55,4.953,6.636,8.252,9.687
56,3.747,9.352,7.429,6.869
57,5.887,3.183,2.363,5.599
58,1.696,4.59,0.254,4.109
59,6.211,0.099,4.497,3.036
60,6.182,9.339,8.709,3.79
61,9.1,2.341,1.752,2.913
62,0.531,4.492,3.89,5.366
63,7.12,2.297,0.019,6.788
64,1.285,9.145,6.184,3.904
65,6.963,0.989,7.927,2.574
66,0.213,7.902,3.79,7.051
67,1.394,6.902,4.597,9.659
68,1.928,9.196,4.717,5.329
69,9.249,7.062,7.149,1.78
70,1.995,7.934,1.566,0.603
71,6.144,0.442,5.483,9.407
72,9.341,7.767,8.666,8.959
73,0.929,8.06,8.098,0.901
74,3.344,2.503,3.265,2.866
75,2.087,1.984,8.358,9.778
76,6.534,9.212,5.498,9.609
77,9.739,3.556,4.14,2.562
78,5.237,1.189,4.421,1.148
79,4.287,1.577,3.811,0.083
80,8.037,8.023,3.833,8.649
81,7.655,2.765,8.928,6.658
82,2.209,8.336,8.68,6.295
83,0.132,8.052,9.546,8.972
84,9.842,3.811,0.758,2.571
85,7.473,7.363,0.776,7.064
86,4.22,8.157,8.083,4.642
87,5.657,6.429,4.498,8.008
88,1.659,3.008,6.989,3.894
89,5.207,5.198,1.454,2.193
90,8.443,6.106,0.874,5.992
91,6.852,1.55,7.326,8.035
92,9.778,1.426,4.742,0.394
93,6.123,0.812,4.864,4.514
94,2.431,0.478,1.51,8.149
95,4.769,5.665,8.864,9.689
96,0.229,4.051,2.221,4.706
97,1.42,2.809,1.303,4.287
98,0.173,1.866,6.213,5.978
99,5.215,1.318,8.646,2.873
100,7.702,8.423,7.387,5.419
101,1.819,6.372,0.975,0.761
102,4.118,6.726,4.905,6.77
103,8.558,3.019,8.884,5.243
104,4.598,9.702,8.304,0.891
105,3.828,9.254,1.54,2.928
106,5.668,5.301,6.434,3.384
107,3.389,2.795,4.639,4.843
108,3.516,7.536,1.495,7.061
109,4.534,2.475,3.223,3.422
110,4.384,2.381,6.302,0.887
111,3.715,7.304,7.916,8.447
112,1.53,3.625,0.933,6.317
113,4.019,9.887,3.439,3.837
114,2.901,6.402,9.988,6.796
115,5.044,3.409,7.845,8.759
