angle,pol_0,pol_45,pol_90,pol_135
0,6.178,4.1,0.779,2.125
1,9.405,1.91,3.705,0.589
2,4.046,6.65,8.583,6.345
3,4.093,4.77,2.21,8.752
4,5.179,6.376,3.778,4.509
5,6.786,0.934,8.309,8.006
6,1.707,4.346,4.628,9.557
7,7.968,4.997,1.651,6.457
8,9.098,5.746,6.332,3.781
9,9.512,7.765,4.988,7.748
10,3.803,0.252,1.601,0.366
11,2.575,7.041,0.725,4.926
12,6.843,6.277,0.312,4.344
13,7.101,3.348,7.519,9.87
14,2.874,8.245,1.141,1.998
15,1.049,9.989,4.328,7.324
16,6.342,0.56,7.396,1.081
17,0.404,7.237,8.133,1.378
18,7.382,0.112,8.775,9.971
19,7.156,8.349,1.169,5.313
20,1.298,0.811,7.035,8.39
21,8.004,1.209,1.507,8.795
22,5.462,1.787,8.924,8.111
23,4.038,9.107,3.927,8.606
24,3.082,4.88,1.661,2.685
25,3.001,6.342,2.782,0.619
26,4.645,9.634,8.092,5.984
27,9.519,0.971,3.548,3.703
28,2.269,8.476,3.116,0.668
29,1.118,8.45,8.168,8.485
30,6.078,4.273,4.593,1.557
31,6.674,3.294,7.579,7.488
32,8.789,2.416,4.337,0.945
33,4.017,7.435,0.752,2.001
34,2.65,8.297,3.103,4.63
35,5.072,5.116,3.184,9.167
36,2.073,4.379,8.194,5.326
37,3.035,0.657,8.387,2.089
38,9.834,6.549,3.088,1.909
39,8.089,8.561,3.775,6.219
40,9.831,2.289,4.682,5.314
41,9.641,9.356,0.11,0.046
42,1.526,6.525,8.636,8.773
43,0.04,2.407,0.042,2.901
44,5.528,4.528,1.2,0.561
45,3.544,5.066,8.556,9.023
46,3.765,4.338,4.84,6.186
47,4.298,4.77,3.261,4.005
48,0.828,9.526,7.555,2.79
49,3.542,1.837,3.237,4.368
50,6.53,8.123,4.458,9.946
51,4.693,7.167,4.077,4.519
52,8.534,7.304,4.057,0.903
53,0.696,1.195,5.611,0.081
54,2.352,8.385,3.596,2.296
55,3.226,2.615,5.023,2.484
56,7.803,5.079,3.203,3.215
57,6.924,2.29,4.107,9.022
58,5.134,4.3,5.605,8.522
59,1.737,6.394,5.737,9.526
60,7.302,0.898,3.663,7.972
61,3.813,3.88,6.573,2.523
62,5.597,6.892,3.297,3.154
63,3.388,4.135,7.84,6.098
64,2.505,4.467,0.654,7.165
65,3.764,0.392,2.827,2.831
66,6.096,8.157,6.253,4.015
67,9.521,9.83,3.729,0.76
68,6.578,4.837,4.716,2.751
69,6.059,6.465,3.409,5.942
70,7.695,7.748,7.441,1.298
71,7.726,8.8,7.987,7.135
72,6.373,2.407,5.796,6.307
73,9.076,0.582,0.111,0.579
74,9.077,1.268,1.487,0.192
75,6.639,7.562,9.582,6.671
76,6.135,6.326,4.625,5.882
77,1.2,1.562,4.167,6.402
78,5.374,0.468,7.666,7.882
79,0.056,4.143,2.118,7.955
80,3.283,6.435,5.825,1.149
81,4.404,3.024,4.388,8.342
82,7.282,2.193,0.795,9.398
83,1.347,4.912,2.315,1.468
84,0.568,3.931,1.306,2.08
85,9.138,8.101,7.022,1.613
86,7.144,4.329,0.55,0.994
87,8.93,5.13,0.504,2.116
88,8.87,9.28,1.463,1.271
89,4.573,7.707,6.787,8.329
90,9.402,9.946,8.342,9.262
91,6.809,1.941,2.315,7.693
92,1.414,8.865,6.736,5.688
93,2.261,1.299,0.43,4.228
94,3.218,0.081,7.463,8.215
95,2.42,1.699,9.999,7.876
96,2.438,4.954,7.708,0.623
97,1.32,2.024,0.7,5.245
98,1.122,5.419,0.16,0.085
99,1.613,5.939,5.559,7.921
100,9.306,4.86,9.722,7.108
101,7.0,4.085,6.452,2.517
102,4.976,9.714,0.233,0.94
103,6.243,1.612,2.803,1.951
