angle,pol_0,pol_45,pol_90,pol_135
0,4.664,8.494,2.617,1.89
1,9.709,2.68,8.974,3.642
2,0.462,5.626,0.673,9.173
3,5.563,3.937,9.023,0.732
4,9.667,5.172,9.528,9.195
5,4.852,4.641,2.974,6.764
6,5.772,7.118,9.507,2.528
7,4.03,2.463,5.463,7.729
8,4.136,3.371,5.498,7.543
9,7.724,8.733,1.405,9.559
10,7.371,2.082,7.654,8.274
11,5.776,3.456,9.702,9.041
12,3.959,9.229,9.367,2.024
13,0.891,0.6,7.068,4.772
14,7.032,1.576,8.983,7.099
15,5.535,7.782,6.834,3.655
16,3.381,9.177,6.467,3.914
17,8.562,7.648,6.866,5.514
18,3.78,5.384,7.793,6.885
19,9.706,5.923,3.084,8.109
20,5.557,9.468,7.217,7.372
21,9.971,1.208,0.226,6.857
22,3.56,9.653,9.179,3.964
23,3.652,5.873,8.556,6.161
24,2.57,6.311,7.005,6.79
25,3.755,6.334,7.864,3.022
26,4.379,2.532,6.655,1.061
27,2.642,6.973,5.598,6.252
28,3.422,3.78,3.282,2.185
29,9.535,1.765,6.863,7.011
30,7.589,5.109,6.058,3.921
31,8.694,3.422,4.584,3.794
32,2.567,8.243,3.904,4.196
33,4.259,6.703,2.345,9.839
34,4.257,7.342,8.82,3.991
35,0.302,5.763,6.263,1.241
36,9.132,2.056,4.413,1.711
37,9.4,6.346,2.532,5.848
38,7.778,3.611,5.647,5.309
39,6.441,8.29,5.597,9.702
40,5.297,0.108,3.129,1.327
41,7.477,7.449,1.265,9.289
42,0.11,6.887,0.171,2.053
43,0.291,7.733,3.287,7.806
44,9.88,5.354,1.638,9.027
45,2.589,1.322,4.968,6.001
46,4.946,7.734,0.527,8.565
47,8.767,7.638,3.812,9.965
48,6.962,2.999,6.336,4.664
49,4.13,1.345,3.07,6.674
50,0.881,7.378,9.261,1.045
51,1.263,9.872,8.112,7.241
52,1.557,2.531,2.361,8.918
53,9.024,4.347,4.743,1.827
54,6.287,6.706,7.999,5.004
55,0.227,4.821,3.875,8.058
56,4.437,6.527,2.378,4.831
57,4.565,0.409,9.66,4.035
58,1.766,0.426,8.197,1.114
59,7.282,1.873,6.694,0.007
60,2.802,2.196,6.092,5.965
61,3.929,3.761,3.68,3.831
62,8.461,4.942,1.038,6.038
63,2.725,9.418,8.553,1.186
64,7.225,9.086,9.171,1.252
65,3.229,3.152,7.63,0.227
66,5.934,8.218,8.588,3.465
67,0.242,3.082,2.137,4.481
68,8.221,0.504,6.868,2.681
69,2.657,8.656,0.485,4.513
70,7.15,1.792,2.553,1.874
71,3.414,8.391,6.308,7.689
72,1.969,8.428,9.605,4.677
73,7.993,7.626,6.181,2.16
74,2.272,8.314,5.862,2.88
75,7.616,8.947,5.064,6.245
