angle,pol_0,pol_45,pol_90,pol_135
0,6.874,2.007,7.932,7.014
1,7.981,6.635,8.662,5.269
2,0.169,4.417,2.892,0.921
3,2.364,8.96,0.927,4.981
4,7.491,8.172,5.289,6.075
5,8.463,6.041,4.995,1.412
6,0.749,0.025,1.093,8.28
7,7.181,0.21,0.012,4.529
8,7.926,8.81,5.991,1.8
9,5.433,8.561,5.811,9.809
10,7.209,8.245,5.793,4.389
11,8.039,8.872,9.47,9.405
12,4.779,5.095,5.478,0.95
13,7.237,7.711,0.184,2.999
14,6.666,4.265,0.762,0.414
15,9.44,1.404,1.398,7.382
16,1.446,8.456,8.856,5.655
17,1.512,4.743,2.583,2.135
18,9.571,2.03,5.024,1.659
19,8.371,8.621,1.3,6.922
20,1.658,4.066,4.519,6.881
21,1.745,1.596,1.084,4.488
22,4.468,2.255,3.693,9.762
23,6.244,7.897,7.652,5.717
24,9.759,3.289,4.771,8.221
25,0.528,0.217,4.477,2.925
26,7.805,8.245,2.591,0.61
27,1.487,6.085,5.0,1.745
28,2.444,7.917,4.625,3.848
29,9.071,1.977,5.474,9.773
30,5.399,5.417,8.629,4.506
31,4.78,3.486,0.674,5.986
32,0.335,6.376,5.437,6.569
33,7.892,0.637,0.299,5.645
34,5.533,5.036,8.673,5.293
35,1.748,3.015,7.676,7.899
36,9.073,6.379,0.684,1.929
37,7.157,3.686,6.703,1.194
38,4.741,6.206,8.893,4.643
39,6.836,4.551,2.262,1.872
40,0.798,4.171,1.966,4.393
41,4.818,3.241,9.353,4.33
42,4.772,2.677,4.525,3.008
43,7.014,2.665,3.772,5.895
44,6.607,4.793,6.715,4.678
45,7.98,7.129,4.612,3.045
46,6.273,0.218,4.982,0.069
47,4.269,9.661,6.408,0.634
48,3.706,6.629,9.22,3.558
49,9.764,5.322,4.096,4.43
50,0.447,8.659,1.334,0.266
51,3.856,7.358,7.439,2.267
52,6.727,2.694,0.977,4.143
53,5.383,8.114,8.995,5.707
54,0.63,3.657,2.04,0.804
55,0.74,1.365,9.064,4.056
56,6.516,0.846,8.556,9.89
57,1.22,8.185,4.825,2.41
58,2.84,6.221,1.738,0.131
59,5.202,3.53,6.02,7.491
60,8.992,7.512,7.363,4.934
