angle,pol_0,pol_45,pol_90,pol_135
0,1.729,6.734,6.481,8.649
1,3.953,8.966,4.991,1.753
2,3.461,4.438,7.233,0.251
3,8.083,9.518,6.928,4.974
4,9.467,6.957,1.056,2.187
5,3.034,8.14,2.72,4.627
6,2.787,0.582,8.374,7.937
7,7.249,0.63,2.756,5.485
8,1.845,8.866,9.826,4.304
9,4.941,8.619,2.869,2.748
10,6.562,6.336,8.194,7.849
11,6.269,6.191,0.206,6.75
12,6.825,5.914,9.463,9.651
13,7.266,8.133,6.907,1.995
14,0.392,7.992,4.196,0.546
15,8.753,3.201,4.652,0.394
16,6.188,7.12,3.012,9.959
17,8.293,1.612,4.312,9.863
18,6.251,8.746,0.246,7.469
19,9.693,9.995,1.692,2.737
20,3.286,8.712,5.61,1.211
21,2.378,1.87,7.843,7.186
22,5.105,3.693,3.547,9.138
23,7.028,4.149,1.348,0.286
24,9.983,7.934,1.372,1.34
25,8.587,5.53,7.07,6.99
26,8.01,9.188,7.305,8.396
27,3.008,2.323,3.947,0.188
28,3.053,4.498,4.243,6.916
29,7.754,2.025,3.335,8.963
30,1.484,4.975,0.65,2.681
31,8.336,3.128,3.706,3.662
32,4.178,7.69,7.345,1.092
33,5.453,0.725,8.75,1.288
34,6.638,1.495,0.167,8.916
35,5.708,7.655,8.233,8.635
36,2.95,2.122,6.755,8.251
37,2.855,9.978,4.41,4.699
38,3.19,5.054,4.225,5.703
39,3.785,4.647,8.943,7.059
40,4.48,7.281,8.732,3.063
41,5.819,2.784,7.261,5.008
42,2.62,3.752,7.582,5.454
43,5.99,6.287,0.458,0.236
44,3.347,7.865,0.08,3.639
45,5.02,4.152,8.31,1.788
46,7.561,6.405,0.963,0.779
47,7.53,6.766,2.535,6.649
48,1.199,4.922,6.555,1.252
49,1.735,4.948,4.307,0.4
50,4.249,5.825,6.62,2.067
51,7.748,1.147,3.787,1.844
52,0.499,5.965,5.272,5.499
53,0.184,8.466,9.96,6.354
54,4.602,9.779,1.598,0.59
55,0.849,3.047,7.945,1.957
56,3.821,2.683,8.958,1.472
57,1.56,5.798,2.841,7.843
58,1.005,0.221,0.007,6.876
59,8.074,1.993,9.267,6.528
60,9.639,3.505,1.415,6.93
61,8.642,2.034,4.59,2.017
62,9.861,9.758,6.29,5.376
63,8.617,6.786,3.484,2.458
64,5.577,2.054,3.46,7.263
65,8.889,8.897,1.215,3.614
66,9.864,9.575,2.273,3.266
67,2.421,6.964,2.675,7.498
68,0.106,7.513,4.025,1.825
