angle,pol_0,pol_45,pol_90,pol_135
0,1.688,7.297,9.037,6.043
1,3.154,3.636,5.421,2.841
2,5.478,9.75,8.483,1.925
3,7.903,8.989,7.239,4.965
4,9.894,8.022,3.9,2.125
5,0.513,5.552,0.574,6.125
6,4.972,5.951,4.641,0.548
7,9.115,4.579,1.56,1.458
8,4.901,8.103,6.661,5.946
9,5.041,3.019,8.8,6.483
10,8.926,4.716,4.041,7.249
11,9.897,6.196,5.967,4.057
12,0.535,9.015,3.973,8.63
13,9.08,9.149,5.44,7.089
14,7.616,7.353,7.272,6.396
15,7.053,2.589,0.631,3.946
16,3.748,4.636,9.099,4.403
17,7.632,2.474,3.759,1.453
18,5.169,6.076,4.335,1.321
19,7.933,8.354,5.595,3.511
20,1.845,6.367,5.608,1.968
21,3.116,4.28,3.074,0.47
22,9.348,9.768,6.611,1.119
23,7.027,7.419,1.231,4.652
24,4.448,8.056,7.536,3.801
25,7.937,5.896,5.074,5.943
26,5.901,9.663,8.076,7.13
27,8.722,0.12,6.62,5.203
28,1.698,9.49,4.811,5.558
29,5.007,8.082,9.237,7.226
30,3.775,9.33,7.438,6.456
31,2.024,0.153,2.636,5.371
32,4.461,0.554,8.219,7.09
33,8.266,5.227,2.448,0.966
34,9.484,6.704,3.45,9.929
35,2.895,1.091,6.538,8.57
36,3.436,8.864,9.537,5.739
37,4.079,8.872,9.224,8.878
38,2.479,1.513,6.882,4.096
39,9.184,7.225,1.089,1.053
40,1.119,1.376,4.702,4.608
41,6.806,6.461,4.582,3.739
42,3.777,8.097,3.829,2.798
43,3.606,4.738,3.29,5.023
44,1.793,6.026,3.464,7.006
45,6.729,6.281,9.97,4.211
46,5.987,5.314,2.866,8.479
47,3.369,7.817,2.149,1.523
48,4.829,6.017,5.387,5.37
49,9.643,8.282,5.997,8.723
50,9.251,8.452,8.934,7.896
51,5.93,4.598,3.356,4.529
52,6.165,4.371,9.204,4.642
53,3.892,3.151,5.559,3.97
54,5.403,0.562,5.833,5.204
55,0.305,2.445,6.815,7.555
56,8.095,8.429,8.941,1.31
57,6.987,5.209,9.875,8.241
58,3.3,1.941,6.813,0.862
59,9.432,4.356,0.669,9.951
60,1.64,8.122,8.383,5.04
61,0.518,7.376,8.281,9.259
62,2.833,9.032,5.648,6.079
63,6.038,4.376,2.099,0.554
64,6.784,2.021,9.029,9.573
65,3.359,7.212,6.042,4.605
66,0.038,4.064,5.456,0.553
67,0.594,0.901,6.99,6.591
68,7.425,0.321,9.699,6.468
69,5.801,9.05,5.55,5.085
70,7.464,2.579,6.98,2.918
71,5.411,3.805,8.236,1.619
72,7.559,0.268,0.501,7.589
73,2.145,8.616,9.357,1.416
74,8.759,0.456,3.407,7.782
75,0.485,5.298,3.079,4.569
76,1.746,7.532,1.049,5.151
77,0.479,5.072,2.454,2.786
78,6.898,8.668,4.916,0.825
79,2.921,9.724,5.312,2.062
80,3.544,2.437,6.037,7.735
81,0.138,4.401,7.327,5.24
82,4.462,1.41,2.709,7.506
83,6.438,1.955,8.606,3.285
84,9.387,3.65,5.78,6.183
85,6.642,5.618,1.759,3.341
86,3.809,3.514,8.28,0.442
87,1.985,7.224,2.137,7.14
88,4.014,8.794,1.781,1.014
89,8.432,4.89,4.861,0.856
90,1.613,9.016,5.696,1.353
91,4.296,3.696,4.743,3.818
92,4.591,2.686,1.743,4.75
93,2.7,7.901,8.591,8.45
94,1.674,6.774,5.918,7.371
95,7.453,0.306,4.64,6.237
96,0.671,3.444,0.454,3.306
97,8.934,3.94,8.147,9.912
98,1.729,1.255,2.476,9.793
99,6.022,3.129,9.856,7.074
100,3.26,0.132,3.379,5.15
101,6.554,2.703,0.668,8.219
102,9.015,6.723,7.044,0.461
103,6.854,6.485,0.419,7.53
104,7.79,8.431,8.502,6.602
105,7.352,8.981,3.728,9.528
106,1.202,4.411,7.3,8.957
107,2.659,0.19,0.641,5.429
108,6.569,5.181,2.818,4.697
109,4.588,2.573,0.393,5.828
110,7.282,4.55,2.762,6.046
111,1.357,3.959,2.714,3.639
112,6.077,1.656,9.48,5.85
113,4.154,8.226,6.926,3.072
114,6.464,3.742,5.537,8.696
115,4.3,4.268,6.778,0.016
116,3.061,1.121,2.653,3.195
117,7.874,0.774,9.241,6.637
118,9.961,6.468,8.629,1.203
119,4.719,0.002,6.763,3.705
120,2.291,0.004,0.661,0.722
121,5.921,5.894,6.324,4.461
122,3.783,0.028,9.933,9.04
123,6.105,2.428,3.354,5.174
124,0.287,6.808,4.152,3.006
125,9.249,2.47,7.258,7.301
126,9.995,7.074,2.8,0.796
127,7.548,0.032,2.196,4.434
128,8.929,6.956,2.024,9.042
129,1.967,9.524,9.134,1.458
130,8.25,2.246,5.873,3.239
131,3.824,5.422,5.512,5.146
132,2.356,7.878,9.036,3.495
133,2.307,2.943,1.847,8.812
134,7.768,8.147,8.319,5.728
135,8.916,1.153,7.555,5.482
136,6.964,5.173,0.246,1.392
137,4.079,6.796,2.111,8.617
138,9.574,8.841,3.191,0.051
139,3.762,2.05,6.495,4.29
140,3.951,1.391,3.851,3.616
141,4.272,4.98,2.177,0.343
142,5.616,4.454,5.598,0.392
143,2.858,0.668,9.775,7.144
144,3.579,6.85,5.017,0.054
145,9.044,3.518,0.673,9.281
146,1.37,2.793,8.78,0.434
147,0.695,4.925,6.565,7.338
148,4.65,0.405,3.271,2.867
149,7.971,3.74,5.146,4.631
150,7.031,7.13,6.179,7.72
151,2.772,6.947,9.498,7.821
152,4.417,4.799,5.387,9.724
153,2.863,3.207,9.169,3.253
154,6.038,3.146,7.505,6.229
155,1.525,0.083,9.647,0.315
156,3.011,4.794,5.513,6.351
157,0.794,0.341,1.951,5.687
158,7.85,1.701,9.766,2.123
159,3.525,1.08,2.189,8.736
160,5.856,1.752,6.145,5.739
161,7.927,7.864,8.331,7.597
162,5.545,8.373,2.276,5.969
163,5.699,7.807,7.885,2.565
164,7.257,6.614,4.845,2.834
165,0.734,8.576,0.741,6.951
166,9.84,8.777,6.943,2.017
167,3.511,7.339,5.421,6.119
168,8.48,0.196,0.008,5.514
169,7.523,3.436,3.631,5.981
170,3.822,4.456,9.072,5.717
171,0.832,5.017,2.373,6.882
172,6.033,0.476,4.169,6.238
173,7.499,7.763,8.244,6.862
174,2.814,7.665,1.909,4.719
175,5.444,0.107,1.509,5.78
176,6.504,5.39,1.31,9.277
177,4.368,3.321,7.115,4.246
178,6.125,6.315,8.36,4.264
179,9.799,5.81,9.127,5.812
180,7.249,3.026,3.966,9.933
181,1.742,6.85,5.119,1.258
182,1.65,1.65,1.865,5.096
183,5.835,9.757,7.14,1.102
184,9.784,5.278,7.549,3.672
185,8.039,8.397,2.876,0.623
186,2.026,8.755,0.906,1.451
187,5.144,2.194,3.384,1.78
188,9.232,3.378,2.297,2.095
189,4.48,8.215,4.619,2.4
190,0.461,4.702,2.975,6.99
191,7.517,6.349,6.045,4.553
192,8.916,4.729,3.055,5.345
193,8.521,3.954,4.601,8.832
194,5.553,7.128,5.604,4.654
195,3.576,4.948,5.252,8.416
196,8.753,3.207,8.611,7.853
197,8.884,9.705,6.921,8.259
198,6.085,4.851,0.026,7.766
199,5.286,7.567,3.949,4.971
200,3.792,0.113,6.226,0.595
201,2.507,0.14,0.938,8.183
202,7.81,4.404,5.142,4.195
203,7.027,0.762,8.768,8.375
204,9.423,8.731,9.674,4.984
205,4.17,1.136,3.921,5.962
206,7.451,6.901,9.749,6.009
207,9.082,4.922,2.355,8.524
208,0.511,8.554,3.112,0.055
209,7.713,8.857,5.925,5.56
210,4.339,7.608,2.167,4.007
211,6.822,2.337,0.484,9.293
212,7.981,8.145,3.011,5.558
213,4.002,1.969,7.741,5.273
214,0.706,3.593,2.03,6.77
215,3.029,9.552,1.55,6.989
216,6.236,7.007,5.823,9.197
217,4.168,3.825,0.803,8.682
218,2.07,5.793,9.153,1.967
219,0.059,6.031,7.757,3.275
220,4.391,6.248,2.89,7.528
221,6.034,8.869,8.435,6.769
222,0.343,5.843,4.433,1.304
223,0.797,5.164,5.415,9.217
224,4.95,3.485,0.576,7.921
225,8.084,0.346,4.562,4.739
226,7.191,2.207,1.75,3.561
227,0.197,8.871,0.839,5.21
228,1.426,8.106,1.306,2.5
229,5.536,9.633,6.319,7.092
230,6.529,7.19,0.346,9.777
231,8.975,5.916,8.821,0.57
232,5.811,8.232,1.017,9.227
233,0.046,8.736,4.7,3.945
234,5.388,3.527,9.107,0.735
235,0.973,7.242,6.041,8.274
236,3.076,7.724,2.15,3.029
237,4.174,3.54,0.891,5.999
238,0.411,2.083,1.258,7.526
239,3.911,1.463,2.594,2.278
240,4.458,0.171,9.617,7.96
241,2.47,4.824,7.528,0.649
242,7.237,2.548,5.293,9.389
243,2.239,0.55,0.443,9.204
244,8.094,4.068,7.083,0.906
245,0.243,7.602,1.986,0.321
246,4.187,0.577,3.353,8.014
247,9.732,9.869,5.868,3.11
248,3.917,0.828,0.645,6.938
249,2.128,2.666,9.912,0.053
250,3.511,2.843,4.022,9.012
251,0.805,4.662,0.027,5.999
252,1.939,2.566,9.976,6.69
253,2.619,6.817,6.576,7.281
254,7.218,8.077,9.939,8.604
255,4.11,2.514,5.625,7.455
256,1.518,5.7,6.803,3.643
257,8.39,3.058,3.387,0.697
258,8.579,2.777,2.791,9.215
259,6.088,4.156,5.033,7.15
260,1.161,7.772,3.84,7.801
261,8.025,0.136,0.393,0.336
262,3.978,8.285,3.47,9.063
263,1.125,9.108,6.838,9.206
264,3.468,6.306,9.112,5.049
265,9.354,4.408,9.695,6.078
266,6.358,1.678,9.663,2.849
267,5.685,5.207,9.64,0.419
268,0.23,4.601,3.375,5.256
269,8.724,3.145,4.807,0.585
270,0.713,9.349,3.854,4.182
271,3.756,0.326,3.14,9.091
272,4.653,0.728,1.713,7.84
273,9.575,8.877,8.882,9.085
274,0.101,5.145,6.882,4.062
275,1.066,3.275,0.458,4.383
276,3.709,7.212,0.298,6.723
277,7.413,5.104,0.53,8.254
278,9.949,9.198,1.123,8.07
279,2.502,5.963,1.566,5.655
280,3.685,5.744,7.59,5.799
281,3.884,1.071,2.068,4.639
282,2.475,6.234,4.35,0.433
283,4.466,4.777,9.182,5.685
284,5.623,9.772,9.048,6.789
285,5.258,3.17,8.726,4.076
286,8.425,4.044,0.181,7.733
287,2.096,2.511,5.209,8.296
288,5.751,3.43,7.38,7.073
289,9.885,0.987,4.469,9.623
290,2.069,6.045,0.16,8.549
291,9.752,1.287,1.065,1.19
292,8.335,9.416,5.028,7.578
293,8.384,9.79,8.204,8.627
294,4.809,2.701,3.358,1.999
295,0.697,1.947,4.652,3.606
296,2.425,3.855,0.98,8.17
297,0.835,8.527,9.327,2.396
298,1.723,5.152,3.467,5.387
299,5.296,5.499,5.258,3.082
300,9.327,5.879,3.219,0.939
301,2.713,1.669,0.792,4.34
302,9.456,8.378,1.547,7.646
303,9.39,2.293,2.146,8.07
304,0.823,5.167,8.029,4.232
305,4.788,7.526,6.505,7.017
306,8.47,2.727,9.487,3.159
307,4.936,0.166,9.155,6.925
308,2.433,6.995,6.951,6.444
309,8.105,4.394,0.291,5.444
310,1.989,9.852,8.199,5.923
311,4.182,9.424,4.432,3.846
312,2.819,0.514,5.722,4.532
313,8.966,0.616,5.234,7.586
314,0.754,1.855,2.881,9.707
315,9.127,6.713,7.99,4.747
316,6.612,7.366,6.131,5.999
317,7.512,6.823,9.51,0.419
318,7.332,6.809,1.48,9.145
319,4.669,1.757,7.217,4.52
320,1.067,0.36,2.995,0.228
321,4.779,4.531,1.6,2.896
322,3.703,1.505,1.574,7.719
323,3.599,5.861,5.587,0.131
324,0.911,7.806,3.957,6.401
325,7.114,5.102,4.701,9.261
326,1.835,8.667,7.557,9.595
327,5.275,2.108,7.582,9.818
328,3.56,0.077,1.442,5.822
329,1.366,4.071,1.248,3.767
