angle,pol_0,pol_45,pol_90,pol_135
0,8.922,5.041,9.699,5.549
1,1.252,8.378,4.798,2.557
2,4.568,0.68,8.323,5.305
3,8.199,6.697,9.317,1.589
4,3.207,2.003,0.86,6.645
5,7.464,3.396,5.829,1.82
6,4.342,4.814,5.774,6.215
7,2.106,2.333,0.826,6.374
8,2.354,1.54,1.054,7.609
9,0.918,5.095,2.265,4.737
10,6.533,9.357,0.665,5.208
11,9.888,8.393,4.423,1.179
12,8.393,5.5,5.743,8.342
13,7.93,4.913,8.966,8.868
14,5.366,6.738,9.382,2.065
15,3.34,8.549,5.491,2.63
16,3.946,4.546,0.102,3.159
17,6.061,9.728,8.22,9.302
18,5.384,9.728,0.277,1.086
19,5.843,8.917,1.644,9.073
20,7.729,1.948,5.908,6.619
21,5.056,6.851,1.94,3.647
22,3.178,1.06,1.234,8.582
23,8.609,7.734,7.978,4.168
24,7.857,8.493,0.102,2.216
25,6.655,7.185,0.448,4.229
26,3.78,2.831,1.059,9.542
27,7.256,1.22,7.073,8.387
28,7.448,4.042,9.128,0.741
29,6.159,8.679,7.129,8.264
30,9.4,8.072,4.482,9.138
31,4.982,5.585,4.825,6.585
32,5.631,3.795,8.659,7.716
33,4.315,6.402,3.371,0.337
34,8.809,3.837,9.285,1.175
35,7.81,3.104,8.225,7.461
36,2.986,3.6,4.445,8.558
37,0.812,2.818,0.35,3.624
38,9.882,9.916,4.024,4.321
39,2.05,1.003,2.727,9.282
40,1.779,9.831,6.737,3.082
41,4.492,4.35,1.012,2.097
42,5.529,1.422,0.59,5.721
43,1.406,9.149,8.341,9.469
44,7.412,1.26,7.462,0.669
45,3.122,6.114,6.743,5.113
46,6.414,6.93,3.241,8.814
47,6.534,5.547,3.997,0.851
48,8.924,5.661,2.529,2.493
49,6.773,0.267,6.665,8.57
50,4.23,5.218,7.56,0.902
51,8.489,4.069,8.13,8.879
52,6.17,3.911,6.651,4.762
53,9.595,0.464,7.14,2.765
54,8.39,7.194,0.179,0.736
55,4.1,1.289,2.073,6.428
56,2.457,6.61,4.327,1.731
57,5.222,7.58,0.202,4.707
58,8.217,9.587,3.307,1.011
59,9.202,7.793,8.102,5.334
60,4.267,5.703,4.774,7.235
61,8.886,7.401,0.781,1.211
62,0.835,5.263,2.826,3.484
63,6.813,4.247,8.182,0.741
64,5.199,3.291,2.602,9.039
65,4.847,6.372,3.475,3.459
66,1.385,4.118,4.376,2.317
67,0.933,1.307,5.052,0.009
68,5.528,6.974,4.728,9.813
69,1.971,7.312,3.461,8.668
70,8.858,7.624,9.839,5.239
71,5.661,0.27,2.499,6.541
72,5.648,1.334,7.57,8.897
73,0.19,4.952,4.125,1.005
74,9.615,9.676,2.629,2.55
75,0.981,4.038,1.639,9.295
76,4.65,3.687,3.321,1.565
77,0.177,2.442,0.671,6.135
78,1.461,9.95,2.731,1.471
79,1.461,6.815,0.781,7.775
80,1.037,0.764,8.013,8.713
81,4.735,5.957,3.435,0.068
82,8.037,1.018,9.535,2.595
83,5.592,7.446,0.582,3.062
84,1.934,1.096,5.613,5.714
85,5.658,4.503,4.062,4.621
86,2.122,7.198,1.741,2.029
87,9.791,1.986,8.341,2.469
88,8.972,3.379,5.922,8.503
89,0.488,9.609,7.335,5.252
90,3.698,1.912,8.78,3.476
91,8.694,4.26,1.608,2.67
92,7.634,6.829,0.218,9.166
93,3.337,7.528,5.887,2.507
94,4.571,8.405,1.117,8.444
95,8.147,3.632,4.725,2.439
96,6.547,9.781,6.465,3.947
97,6.138,8.774,2.717,3.859
98,6.39,8.031,4.853,0.04
99,3.417,3.507,8.143,0.638
100,5.848,9.683,5.675,1.048
101,6.135,9.747,0.299,5.994
102,8.555,9.495,9.891,1.129
103,8.449,1.997,8.631,0.337
104,7.466,1.801,9.875,8.548
105,5.546,5.562,3.979,4.712
106,2.716,2.282,5.178,0.026
107,7.305,3.133,1.769,3.077
108,3.049,5.405,5.09,8.036
109,1.021,6.758,4.076,8.951
110,4.725,8.163,4.301,4.08
111,7.961,9.163,8.936,1.831
112,8.975,5.384,9.012,9.884
113,3.168,4.817,1.06,4.368
114,6.818,6.423,7.507,3.344
115,4.241,7.332,8.091,5.98
116,3.655,6.278,5.279,6.549
117,1.006,2.127,4.647,5.705
118,0.735,1.003,5.916,1.093
119,0.253,0.575,3.178,1.982
120,0.307,8.498,5.633,0.332
121,3.472,3.992,0.187,1.702
122,5.358,2.62,7.98,3.412
123,1.425,4.011,7.278,0.754
124,3.266,7.817,0.06,5.361
125,8.838,8.077,7.805,7.111
126,4.565,8.703,2.872,7.668
127,2.953,1.169,5.99,9.441
128,7.403,6.703,5.22,1.244
129,8.284,5.086,4.897,4.173
130,9.813,6.255,9.877,0.206
131,1.263,3.495,2.663,1.994
132,7.127,0.826,0.996,9.89
133,5.449,7.666,7.091,6.352
134,2.787,3.905,9.214,2.656
135,1.443,4.814,1.261,2.396
136,6.863,0.878,6.501,3.581
137,1.005,9.532,5.954,2.617
138,6.775,8.958,6.297,6.722
139,5.989,8.135,0.916,1.545
140,3.927,7.961,6.982,0.531
141,0.599,3.389,0.867,5.261
142,8.263,8.095,5.005,0.104
143,3.739,9.515,8.0,5.125
144,1.204,8.842,3.748,4.255
145,3.91,6.384,9.079,3.696
146,9.058,3.062,4.311,9.883
147,1.282,7.662,7.47,9.325
148,0.166,1.791,3.615,5.267
149,8.487,8.658,2.459,1.86
150,1.576,3.838,4.299,6.455
151,8.637,7.372,2.879,3.759
152,7.537,3.515,7.485,1.609
153,3.021,2.204,7.409,0.134
154,8.643,2.845,4.62,6.241
155,8.988,7.087,7.154,2.768
156,1.803,5.753,4.78,3.562
157,8.39,2.085,0.173,8.442
158,5.289,7.293,5.4,7.03
159,8.791,3.116,7.148,7.664
160,3.162,7.927,5.222,3.514
161,6.063,4.856,3.275,5.772
162,7.698,9.649,4.635,7.401
163,9.098,2.467,3.965,3.669
164,7.458,7.638,0.717,8.039
165,6.671,3.406,7.024,9.495
166,0.98,1.065,2.376,6.863
167,9.004,4.287,3.23,5.409
168,8.728,5.093,4.37,7.28
169,4.05,6.571,1.117,9.476
170,0.027,9.73,0.861,6.591
171,1.221,3.039,0.315,2.27
172,2.297,1.287,5.143,0.601
173,1.195,0.211,2.373,5.15
174,2.745,6.476,6.499,6.525
175,2.498,1.736,0.238,5.183
176,4.104,8.747,9.065,7.575
177,9.137,5.354,4.962,3.501
178,7.893,6.57,6.815,0.382
179,9.681,2.942,6.604,7.059
180,5.225,8.76,5.862,3.538
181,1.195,8.587,8.148,6.492
182,6.814,2.154,3.948,0.041
183,5.586,4.417,7.524,3.434
184,4.416,6.186,9.529,5.527
185,2.581,4.142,5.282,8.625
186,7.846,7.615,7.321,9.723
187,1.66,1.592,9.789,6.502
188,3.359,5.52,4.315,5.944
189,0.426,0.19,2.203,3.555
190,0.037,7.668,1.881,9.559
191,9.406,3.94,7.756,0.727
