angle,pol_0,pol_45,pol_90,pol_135
0,7.775,1.658,3.921,4.826
1,4.724,7.187,6.835,3.874
2,1.164,1.383,9.902,6.21
3,1.726,7.94,6.994,9.93
4,0.551,1.941,6.538,4.945
5,6.265,7.9,2.511,5.261
6,4.608,6.694,2.434,9.835
7,3.503,7.926,7.478,0.791
8,9.539,3.48,7.714,4.512
9,7.586,9.607,6.345,1.013
10,3.313,3.969,0.727,8.456
11,0.209,0.673,9.171,1.578
12,6.032,0.656,3.609,8.812
13,1.77,2.283,9.633,1.374
14,6.953,8.934,7.081,8.456
15,9.827,1.699,9.276,9.447
16,6.213,3.431,2.786,1.92
17,4.452,5.318,5.734,0.502
18,5.822,2.483,2.248,5.93
19,9.083,2.921,3.264,0.157
20,3.469,6.182,1.27,1.252
21,6.881,7.471,3.489,1.792
22,7.467,4.328,6.054,0.182
23,9.019,4.846,1.837,0.001
24,9.094,4.606,5.876,5.403
25,3.998,8.548,1.613,6.929
26,9.581,3.738,0.414,0.696
27,6.281,3.994,2.548,3.035
28,5.103,3.484,2.241,1.317
29,3.801,3.275,4.775,0.26
30,3.161,0.808,4.148,3.08
31,7.145,0.562,5.76,2.118
32,6.619,9.661,1.91,7.621
33,8.211,7.916,2.81,4.646
34,5.151,0.796,6.801,6.737
35,8.248,8.726,4.838,5.369
36,2.951,7.025,8.979,4.967
37,4.148,2.399,1.49,2.275
38,6.795,8.745,9.379,2.504
39,2.871,0.393,0.698,9.448
40,3.81,2.985,3.759,0.594
41,2.65,6.118,2.289,7.737
42,3.106,4.005,0.416,9.961
43,6.678,8.969,3.153,6.584
44,5.352,7.898,4.191,4.228
45,1.922,2.572,4.229,0.142
46,7.475,3.811,4.839,3.848
47,6.742,4.893,1.852,8.082
48,7.422,5.496,7.1,8.806
49,5.645,0.476,0.883,4.755
50,3.393,6.851,9.804,5.223
51,3.309,0.683,7.242,2.697
52,4.962,1.228,7.927,4.618
53,3.59,0.237,4.46,0.208
54,3.086,4.447,8.599,0.642
55,3.515,6.962,7.737,6.41
56,9.316,4.268,7.746,3.504
57,1.568,0.049,7.463,0.117
58,4.586,3.326,9.326,0.309
59,0.615,6.099,1.282,7.462
60,0.797,2.773,9.903,4.417
61,0.884,0.207,9.891,6.824
62,8.44,2.423,4.953,3.892
63,1.397,2.788,6.572,3.106
64,7.245,8.676,2.431,1.465
65,8.408,7.838,3.587,1.664
66,5.84,9.816,0.292,3.3
67,9.22,4.784,4.253,7.537
68,6.694,9.689,6.933,2.485
69,2.889,5.541,2.827,8.868
70,4.277,6.968,7.939,0.604
71,1.885,6.745,8.345,9.574
72,8.994,2.669,2.832,4.398
73,0.301,7.207,6.54,8.376
74,9.17,6.722,1.88,0.64
75,7.421,4.666,3.726,7.269
76,5.352,5.113,6.782,2.718
77,2.841,8.033,5.878,1.696
78,2.809,0.236,4.455,2.899
79,6.644,2.366,4.219,6.772
80,7.037,5.346,8.211,6.508
81,4.631,5.492,6.79,4.459
82,1.603,4.962,2.779,4.311
83,0.628,5.629,7.009,2.02
84,3.106,0.078,3.678,1.06
85,4.945,6.925,3.515,9.18
86,2.88,9.829,1.737,4.271
87,9.313,2.047,2.223,2.796
88,1.11,3.281,5.968,2.665
89,1.297,0.975,1.963,7.274
90,8.665,9.24,1.656,3.496
91,4.837,4.817,0.654,0.984
92,3.498,9.8,5.181,5.925
93,0.341,0.318,1.508,8.389
94,5.899,8.831,5.884,5.398
95,0.45,7.28,6.616,8.532
96,8.587,2.986,8.744,1.932
97,9.886,6.242,1.938,1.931
98,4.817,8.773,9.49,1.244
99,4.345,9.012,1.072,2.142
100,0.569,2.621,7.056,1.286
101,4.425,9.64,5.01,8.333
102,8.303,3.787,1.322,2.477
103,4.354,2.5,8.09,3.791
104,0.513,6.549,4.021,6.831
105,7.878,2.457,4.827,2.83
106,6.494,7.705,7.678,5.309
107,6.399,9.552,2.999,4.319
108,3.616,9.74,3.849,4.319
109,0.08,7.086,8.844,2.267
110,8.949,6.769,6.27,1.595
111,5.512,3.967,2.662,1.981
112,0.681,6.348,3.941,6.976
113,3.862,0.842,8.454,1.021
114,7.436,5.698,9.391,0.555
115,4.979,4.972,8.011,0.967
116,4.594,0.537,2.206,6.162
117,5.301,3.922,8.945,4.886
118,2.656,0.799,7.235,8.063
119,3.354,1.142,4.703,7.37
120,0.195,2.722,0.475,7.453
121,9.171,7.488,5.26,6.048
122,4.015,5.057,3.953,0.431
123,7.014,3.307,9.158,2.275
124,5.75,4.397,4.888,0.176
125,1.748,9.425,7.695,3.303
126,2.111,6.016,4.647,2.883
127,4.576,5.084,9.371,0.818
128,3.506,3.484,3.909,6.074
129,7.332,0.627,6.635,1.175
130,2.358,5.367,8.071,4.505
131,8.575,1.404,8.402,6.016
132,4.518,9.345,5.575,7.356
133,0.281,1.282,3.896,8.823
134,9.04,6.273,4.031,0.834
135,0.507,1.992,7.747,4.757
136,6.873,5.719,6.905,2.85
137,8.151,5.976,2.597,5.723
138,4.448,2.239,8.711,5.456
139,7.197,6.524,0.402,7.2
140,9.084,4.172,4.663,4.345
141,9.686,1.414,3.54,4.746
142,6.101,9.988,3.589,4.259
143,2.393,7.928,9.585,1.064
144,9.011,6.391,0.866,0.626
145,1.236,6.391,9.331,1.017
146,5.22,8.883,7.916,0.855
147,3.221,0.4,0.338,3.468
148,4.673,1.311,5.623,8.082
149,8.937,4.896,4.715,0.252
150,0.131,1.992,6.32,1.47
151,9.004,4.309,2.409,7.815
152,8.299,5.799,9.154,1.432
153,9.598,4.883,3.602,5.663
154,5.38,3.289,3.48,2.009
155,7.554,9.266,8.365,0.117
156,8.219,0.306,7.923,9.153
157,3.54,8.387,7.009,0.009
158,4.609,6.692,9.203,0.395
159,2.01,2.728,8.873,0.142
160,9.941,3.247,9.457,8.42
161,6.8,8.073,8.414,0.496
162,2.559,7.945,1.558,8.139
163,6.923,6.662,7.27,6.736
164,9.594,1.676,5.987,1.215
165,8.095,8.954,9.792,8.632
166,0.827,4.671,7.16,5.172
167,9.731,5.212,2.118,5.307
168,7.017,9.161,5.806,2.467
169,2.291,1.706,0.836,9.009
170,3.978,7.718,1.206,4.419
171,4.903,6.124,6.025,4.433
172,0.238,2.731,8.029,7.247
173,7.03,3.682,0.439,9.976
174,2.049,6.735,4.261,9.543
175,8.829,6.265,7.632,4.32
176,1.281,6.038,6.171,2.162
177,2.002,0.084,8.826,4.181
178,8.313,8.526,6.313,2.226
179,4.946,7.57,5.069,7.554
180,1.706,9.614,3.145,5.519
181,3.12,1.277,0.819,5.968
182,5.077,3.861,1.357,4.637
183,6.363,6.776,8.3,3.484
184,4.375,5.57,8.653,5.84
