angle,pol_0,pol_45,pol_90,pol_135
0,1.468,0.996,1.194,2.545
1,9.74,5.0,3.512,9.809
2,6.28,9.155,4.813,6.498
3,5.001,7.388,3.642,2.912
4,0.11,3.85,4.55,5.743
5,2.616,1.473,7.77,2.215
6,3.693,3.739,3.778,1.003
7,0.107,8.172,0.786,1.175
8,7.149,2.032,5.188,9.079
9,3.908,5.492,0.381,9.233
10,4.914,2.649,5.491,6.972
11,4.107,4.226,9.367,8.7
12,0.08,0.966,2.134,5.443
13,1.996,9.513,5.681,3.011
14,5.943,6.548,6.309,0.026
15,6.964,4.633,0.206,1.019
16,3.208,0.884,7.549,0.696
17,6.536,5.364,5.482,5.991
18,8.803,3.98,4.211,1.623
19,2.753,5.827,0.596,2.668
20,9.487,8.305,6.151,1.945
21,5.578,7.328,6.009,2.798
22,7.012,1.114,1.232,2.415
23,3.255,7.135,7.177,5.101
24,2.204,0.778,9.761,5.835
25,7.599,4.235,5.97,8.503
26,3.817,5.94,5.445,0.836
27,0.921,3.839,1.134,0.967
28,6.577,0.415,7.719,8.105
29,2.789,4.808,3.467,1.394
30,7.355,4.36,6.997,5.221
31,9.24,6.415,7.168,9.778
32,6.094,6.279,9.326,6.441
33,7.601,9.983,9.609,8.464
34,3.004,6.784,2.146,5.434
35,0.514,2.891,0.339,3.992
36,1.855,6.646,5.049,2.386
37,5.485,2.069,7.97,0.021
38,1.082,8.002,4.575,8.575
39,7.358,7.605,8.615,8.973
40,9.801,5.381,7.179,4.74
41,5.32,3.066,1.209,5.466
42,4.594,6.896,7.266,2.396
43,7.459,7.96,0.826,7.279
44,1.907,2.836,7.49,0.839
45,2.282,1.361,6.366,3.684
46,8.854,9.876,8.657,0.963
47,9.903,1.625,4.608,6.222
48,3.505,8.459,9.705,2.758
49,4.161,1.778,9.487,2.494
50,4.838,9.973,5.49,8.8
51,9.169,3.35,3.675,0.333
52,8.677,3.665,0.041,1.077
53,8.84,8.251,0.264,0.662
54,0.311,6.607,5.515,8.306
55,8.988,0.762,6.3,9.191
56,4.095,5.979,0.134,1.454
57,1.868,3.856,2.5,9.73
58,2.724,4.258,2.294,5.332
59,9.948,9.699,5.387,2.065
60,7.265,5.364,3.674,6.466
61,6.997,6.953,9.225,4.716
62,3.54,6.873,2.429,8.78
63,3.539,8.968,1.859,8.185
64,9.739,8.252,1.459,3.782
65,1.418,4.698,5.398,6.458
66,1.113,6.013,0.431,2.867
67,8.953,4.544,9.5,8.255
68,4.873,8.512,4.535,0.472
69,3.852,3.062,7.234,3.745
70,9.386,7.05,5.877,1.425
71,2.251,1.57,0.718,7.367
72,6.38,8.811,7.381,6.627
73,8.758,8.06,7.983,7.906
74,7.49,9.276,8.505,8.654
75,0.201,1.355,4.16,4.548
76,5.08,2.413,0.981,6.194
77,5.234,6.948,7.959,7.416
78,5.613,6.908,7.736,3.554
79,6.826,0.632,6.828,3.29
80,2.59,5.439,7.386,6.638
81,7.505,5.511,4.291,0.996
82,0.209,5.069,6.023,7.917
83,8.275,1.462,4.827,5.998
84,4.311,2.533,1.795,7.136
85,6.508,1.281,2.612,7.515
86,7.667,3.299,9.86,6.413
87,7.748,7.83,8.426,4.013
88,7.068,4.487,8.17,0.235
89,6.79,2.997,0.343,0.102
90,9.112,3.023,4.747,3.592
91,0.865,7.906,7.227,1.698
92,4.496,5.16,6.902,9.81
93,5.241,6.794,4.379,2.882
94,1.342,3.616,7.971,7.128
95,6.485,4.693,6.231,1.015
96,4.706,6.128,9.292,0.593
97,8.113,8.966,6.136,2.173
98,5.766,6.463,6.749,3.891
99,6.253,5.105,7.682,9.061
100,8.104,6.606,1.077,2.794
101,9.97,6.094,9.741,3.928
102,8.635,4.132,7.496,5.345
103,7.324,1.095,9.264,4.208
104,6.107,0.564,0.119,0.184
105,1.373,6.523,9.503,9.784
106,1.782,2.673,0.842,4.965
107,2.444,6.47,1.65,7.828
108,9.299,5.314,3.984,1.12
