angle,pol_0,pol_45,pol_90,pol_135
0,2.806,1.889,8.531,9.102
1,8.21,1.7,9.807,1.175
2,8.178,8.64,4.366,5.238
3,9.416,9.429,3.727,0.997
4,0.039,3.529,2.529,0.032
5,7.692,4.727,4.165,7.215
6,4.455,1.551,3.117,9.544
7,1.053,8.509,1.698,1.912
8,3.127,6.258,2.146,8.087
9,1.366,7.58,0.34,7.423
10,9.538,0.875,9.224,2.337
11,5.487,2.899,7.154,5.62
12,9.95,1.657,0.056,1.347
13,4.656,4.426,9.196,1.518
14,0.981,8.47,1.789,1.254
15,3.253,5.73,6.352,0.784
16,3.008,4.485,1.487,0.319
17,2.8,7.289,6.178,3.949
18,0.951,0.014,5.761,9.242
19,9.127,8.93,6.762,7.95
20,0.602,7.424,0.639,0.155
21,7.048,5.766,7.028,2.027
22,2.818,7.559,3.463,4.911
23,4.716,0.205,1.708,9.509
24,8.11,4.672,9.044,8.198
25,9.456,3.241,1.906,3.859
26,5.398,4.807,1.05,8.254
27,8.164,1.348,7.434,5.069
28,9.913,3.461,2.334,7.336
29,5.241,9.414,2.906,8.577
30,3.694,2.778,7.618,4.393
31,7.806,7.844,5.401,2.793
32,7.053,3.724,1.641,1.24
33,2.765,5.384,3.516,5.973
34,9.718,4.723,1.704,2.25
35,5.379,4.423,1.077,8.768
36,0.569,6.776,0.185,9.136
37,3.552,7.581,4.45,2.746
38,4.144,7.021,0.792,5.578
39,7.24,5.007,5.213,8.132
40,1.544,7.596,6.179,0.273
41,3.12,6.353,9.951,6.518
42,9.436,7.3,0.187,0.479
43,4.487,7.45,8.582,4.631
44,0.099,5.722,4.97,2.539
45,6.513,5.548,7.639,2.327
46,7.78,2.849,8.587,6.333
47,0.762,3.807,3.032,2.249
48,6.127,0.969,9.525,6.527
49,8.907,2.482,8.629,0.128
50,4.507,6.439,0.467,3.966
51,9.371,4.707,0.22,8.881
52,5.143,9.989,2.313,8.089
53,4.731,7.574,5.914,6.4
54,2.241,1.875,4.927,5.006
55,7.879,6.392,9.429,2.74
56,0.264,6.684,7.977,6.091
57,5.923,7.878,7.048,0.197
58,5.006,6.057,8.546,0.882
59,1.969,1.889,6.96,9.942
60,4.767,1.397,1.819,8.469
61,6.739,8.298,3.064,7.991
62,8.577,8.064,0.598,8.087
